INDEX,LEVEL_MIN,LEVEL_MAX,WEIGHT,ROLE_LEVEL,ROLE_ID,PET_ID1,PET_ID2,PET_ID3
635,91,100,200,95,50111,30074,30102,30099
636,91,100,200,99,50011,30088,30112,30104
637,91,100,200,93,50011,30077,30113,30107
638,91,100,200,99,50011,30081,30096,30100
639,91,100,200,92,50111,30080,30098,30117
640,91,100,200,93,50111,30081,30100,30093
641,91,100,200,93,50011,30088,30104,30115
642,101,110,100,103,50013,30083,30106,30099
643,101,110,100,104,50113,30077,30113,30110
644,101,110,100,105,50013,30083,30111,30106
645,101,110,100,106,50013,30087,30076,30104
646,101,110,100,104,50113,30084,30116,30094
647,101,110,100,105,50013,30097,30076,30112
648,101,110,100,109,50013,30083,30106,30099
649,101,110,100,104,50013,30077,30113,30107
650,101,110,100,102,50113,30079,30117,30108
651,101,110,100,107,50013,30074,30102,30099
652,101,110,100,108,50113,30095,30110,30107
653,101,110,100,110,50113,30077,30113,30110
654,101,110,100,101,50113,30084,30116,30100
655,101,110,100,107,50113,30079,30103,30108
656,101,110,100,107,50113,30088,30104,30115
657,101,110,100,110,50013,30095,30107,30086
658,101,110,100,109,50013,30081,30096,30100
659,101,110,100,101,50113,30083,30099,30111
660,101,110,100,103,50113,30084,30116,30094
661,101,110,100,109,50013,30088,30118,30112
662,101,110,100,110,50013,30095,30110,30107
663,101,110,100,104,50013,30088,30118,30112
664,101,110,100,102,50113,30080,30098,30117
665,101,110,100,102,50013,30083,30111,30106
666,101,110,100,104,50113,30087,30076,30104
667,101,110,100,106,50113,30085,30098,30105
668,101,110,100,105,50012,30081,30094,30096
669,101,110,100,107,50012,30088,30112,30104
670,101,110,100,101,50012,30095,30107,30086
671,101,110,100,107,50012,30079,30105,30108
672,101,110,100,109,50012,30097,30076,30112
673,101,110,100,104,50112,30083,30099,30111
674,101,110,100,102,50012,30087,30076,30104
675,101,110,100,105,50012,30079,30105,30108
676,101,110,100,107,50012,30097,30076,30112
677,101,110,100,108,50112,30077,30113,30107
678,101,110,100,101,50112,30080,30098,30117
679,101,110,100,108,50112,30088,30112,30104
680,101,110,100,104,50012,30074,30102,30099
681,101,110,100,105,50112,30083,30111,30106
682,101,110,100,104,50112,30084,30116,30094
683,101,110,100,101,50012,30081,30100,30093
684,101,110,100,103,50012,30077,30113,30110
685,101,110,100,108,50112,30079,30103,30108
686,101,110,100,108,50012,30085,30098,30105
687,101,110,100,103,50112,30084,30116,30100
688,101,110,100,103,50012,30088,30112,30104
689,101,110,100,103,50112,30081,30094,30096
690,101,110,100,109,50112,30081,30100,30093
691,101,110,100,104,50012,30081,30096,30100
692,101,110,200,108,50111,30077,30113,30107
693,101,110,200,108,50011,30083,30106,30099
694,101,110,200,104,50011,30095,30107,30086
695,101,110,200,106,50011,30083,30111,30106
696,101,110,200,102,50111,30088,30104,30115
697,101,110,200,110,50111,30080,30098,30117
698,101,110,200,105,50011,30087,30076,30104
699,111,120,100,115,50013,30085,30098,30105
700,111,120,100,114,50113,30095,30110,30107
701,111,120,100,120,50013,30079,30105,30108
702,111,120,100,112,50013,30081,30096,30100
703,111,120,100,120,50113,30083,30099,30111
704,111,120,100,119,50013,30095,30110,30107
705,111,120,100,119,50013,30077,30113,30110
706,111,120,100,111,50013,30097,30076,30112
707,111,120,100,117,50113,30084,30116,30094
708,111,120,100,118,50013,30088,30118,30112
709,111,120,100,117,50113,30079,30117,30108
710,111,120,100,114,50113,30079,30103,30108
711,111,120,100,120,50113,30081,30094,30096
712,111,120,100,112,50113,30088,30118,30112
713,111,120,100,118,50113,30079,30117,30108
714,111,120,100,114,50013,30088,30104,30115
715,111,120,100,120,50013,30084,30116,30100
716,111,120,100,115,50113,30095,30107,30086
717,111,120,100,113,50113,30074,30102,30099
718,111,120,100,119,50013,30083,30106,30099
719,111,120,100,120,50013,30081,30094,30096
720,111,120,100,112,50013,30085,30098,30105
721,111,120,100,120,50113,30081,30100,30093
722,111,120,100,115,50013,30095,30110,30107
723,111,120,100,120,50113,30083,30111,30106
724,111,120,100,111,50113,30081,30094,30096
725,111,120,100,116,50012,30084,30116,30094
726,111,120,100,115,50012,30083,30099,30111
727,111,120,100,116,50012,30087,30076,30104
728,111,120,100,112,50012,30083,30111,30106
729,111,120,100,111,50012,30087,30076,30104
730,111,120,100,112,50112,30077,30113,30107
731,111,120,100,111,50012,30079,30117,30108
732,111,120,100,117,50012,30079,30105,30108
733,111,120,100,111,50012,30085,30098,30105
734,111,120,100,112,50112,30074,30102,30099
735,111,120,100,111,50112,30084,30116,30094
736,111,120,100,113,50112,30077,30113,30110
737,111,120,100,119,50012,30088,30118,30112
738,111,120,100,116,50112,30088,30112,30104
739,111,120,100,117,50112,30081,30096,30100
740,111,120,100,113,50012,30079,30117,30108
741,111,120,100,116,50012,30084,30116,30100
742,111,120,100,111,50112,30079,30103,30108
743,111,120,100,114,50012,30080,30098,30117
744,111,120,100,115,50112,30095,30107,30086
745,111,120,100,116,50012,30080,30098,30117
746,111,120,100,120,50112,30083,30106,30099
747,111,120,100,119,50112,30084,30116,30100
748,111,120,100,118,50012,30088,30112,30104
749,111,120,200,115,50111,30079,30103,30108
750,111,120,200,115,50011,30095,30110,30107
751,111,120,200,119,50011,30088,30104,30115
752,111,120,200,114,50011,30088,30104,30115
753,111,120,200,113,50111,30097,30076,30112
754,111,120,200,116,50111,30081,30096,30100
755,111,120,200,112,50011,30097,30076,30112
