INDEX,NAME,ANIMATION,BODY,BODY_TEX_1,IMPACT_RADIUS,SELECT_RADIUS,MODEL_ATTACK_SPEED,GUARD_TYPE,RIM_COLOR
10028,1星_史莱姆_水,models/Monsters/silme/silme_anim,models/Monsters/silme/silme_1/silme_1,models/Monsters/silme/Textures/silme_1_blue,0.5,1.5,1,1,0
10029,1星_史莱姆_木,models/Monsters/silme/silme_anim,models/Monsters/silme/silme_1/silme_1,models/Monsters/silme/Textures/silme_1_green,0.5,1.5,1,1,0
10030,1星_史莱姆_火,models/Monsters/silme/silme_anim,models/Monsters/silme/silme_1/silme_1,models/Monsters/silme/Textures/silme_1_red,0.5,1.5,1,1,0
10031,1星_史莱姆_阳,models/Monsters/silme/silme_anim,models/Monsters/silme/silme_1/silme_1,models/Monsters/silme/Textures/silme_1_gold,0.5,1.5,1,1,0
10032,1星_史莱姆_阴,models/Monsters/silme/silme_anim,models/Monsters/silme/silme_1/silme_1,models/Monsters/silme/Textures/silme_1_shadow,0.5,1.5,1,1,0
10033,1星_浣熊精_水,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_1/panda_1,models/Monsters/panda/Textures/panda_1_blue,0.5,1.5,1,1,0
10034,1星_浣熊精_木,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_1/panda_1,models/Monsters/panda/Textures/panda_1_green,0.5,1.5,1,1,0
10035,1星_浣熊精_火,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_1/panda_1,models/Monsters/panda/Textures/panda_1_red,0.5,1.5,1,1,0
10036,1星_浣熊精_阳,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_1/panda_1,models/Monsters/panda/Textures/panda_1_gold,0.5,1.5,1,1,0
10037,1星_浣熊精_阴,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_1/panda_1,models/Monsters/panda/Textures/panda_1_shadow,0.5,1.5,1,1,0
10038,1星_狸猫_水,models/Monsters/civet/civet_anim,models/Monsters/civet/civet_1/civet_1,models/Monsters/civet/Textures/civet_1_blue,0.5,1.5,1,1,0
10039,1星_狸猫_火,models/Monsters/civet/civet_anim,models/Monsters/civet/civet_1/civet_1,models/Monsters/civet/Textures/civet_1_red,0.5,1.5,1,1,0
10040,1星_狸猫_木,models/Monsters/civet/civet_anim,models/Monsters/civet/civet_1/civet_1,models/Monsters/civet/Textures/civet_1_green,0.5,1.5,1,1,0
10041,1星_妖猫_阳,models/Monsters/catimp/catimp_anim,models/Monsters/catimp/catimp_1/catimp_1,models/Monsters/catimp/Textures/catimp_1_gold,0.5,1.5,1,1,0
10042,1星_妖猫_阴,models/Monsters/catimp/catimp_anim,models/Monsters/catimp/catimp_1/catimp_1,models/Monsters/catimp/Textures/catimp_1_shadow,0.5,1.5,1,1,0
10043,1星_机关鸟_水,models/Monsters/mechbird/mechbird_anim,models/Monsters/mechbird/mechbird_1/mechbird__1,models/Monsters/mechbird/Textures/mechbird_1_blue,0.5,1.5,1,0,0
10044,1星_机关鸟_木,models/Monsters/mechbird/mechbird_anim,models/Monsters/mechbird/mechbird_1/mechbird__1,models/Monsters/mechbird/Textures/mechbird_1_green,0.5,1.5,1,0,0
10045,1星_机关鸟_火,models/Monsters/mechbird/mechbird_anim,models/Monsters/mechbird/mechbird_1/mechbird__1,models/Monsters/mechbird/Textures/mechbird_1_red,0.5,1.5,1,0,0
20001,2星_灵狐_火,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_2/Spirit_Fox_2,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_2_red,0.5,1.5,1,1,0
20002,2星_灵狐_阳,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_2/Spirit_Fox_2,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_2_gold,0.5,1.5,1,1,0
20003,2星_灵狐_阴,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_2/Spirit_Fox_2,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_2_shadow,0.5,1.5,1,1,0
20004,2星_花妖_水,models/Monsters/flower/flower_anim,models/Monsters/flower/flower_2/flower_2,models/Monsters/flower/Textures/flower_2_blue,0.5,1.5,1,1,0
20005,2星_花妖_木,models/Monsters/flower/flower_anim,models/Monsters/flower/flower_2/flower_2,models/Monsters/flower/Textures/flower_2_green,0.5,1.5,1,1,0
20006,2星_花妖_火,models/Monsters/flower/flower_anim,models/Monsters/flower/flower_2/flower_2,models/Monsters/flower/Textures/flower_2_red,0.5,1.5,1,1,0
20010,2星_小鬼_木,models/Monsters/goblin/goblin_anim,models/Monsters/goblin/goblin_2/goblin_2,models/Monsters/goblin/Textures/goblin_2_green,0.5,1.5,1,1,0
20011,2星_小鬼_水,models/Monsters/goblin/goblin_anim,models/Monsters/goblin/goblin_2/goblin_2,models/Monsters/goblin/Textures/goblin_2_blue,0.5,1.5,1,1,0
20012,2星_小鬼_火,models/Monsters/goblin/goblin_anim,models/Monsters/goblin/goblin_2/goblin_2,models/Monsters/goblin/Textures/goblin_2_red,0.5,1.5,1,1,0
20013,2星_野人_木,models/Monsters/barbarian/barbarian_anim,models/Monsters/barbarian/barbarian_2/barbarian_1,models/Monsters/barbarian/Textures/barbarian_1_green,0.5,1.5,1,1,0
20014,2星_野人_水,models/Monsters/barbarian/barbarian_anim,models/Monsters/barbarian/barbarian_2/barbarian_1,models/Monsters/barbarian/Textures/barbarian_1_blue,0.5,1.5,1,1,0
20015,2星_野人_火,models/Monsters/barbarian/barbarian_anim,models/Monsters/barbarian/barbarian_2/barbarian_1,models/Monsters/barbarian/Textures/barbarian_1_red,0.5,1.5,1,1,0
20016,2星_虎_火,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger2/whitetriger_wood_2,models/Monsters/whitetirger/Textures/whitetirger_2_red,0.5,1.5,1,1,0
20017,2星_虎_水,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger2/whitetriger_wood_2,models/Monsters/whitetirger/Textures/whitetirger_2_blue,0.5,1.5,1,1,0
20018,2星_虎_阳,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger2/whitetriger_wood_2,models/Monsters/whitetirger/Textures/whitetirger_2_gold,0.5,1.5,1,1,0
20019,2星_战不败_木,models/Monsters/unbeaten/unbeaten_anim,models/Monsters/unbeaten/unbeaten_2/unbeaten_2,models/Monsters/unbeaten/Textures/unbeaten_2_green,0.5,1.5,1,1,0
20020,2星_战不败_水,models/Monsters/unbeaten/unbeaten_anim,models/Monsters/unbeaten/unbeaten_2/unbeaten_2,models/Monsters/unbeaten/Textures/unbeaten_2_blue,0.5,1.5,1,1,0
20021,2星_战不败_阳,models/Monsters/unbeaten/unbeaten_anim,models/Monsters/unbeaten/unbeaten_2/unbeaten_2,models/Monsters/unbeaten/Textures/unbeaten_2_gold,0.5,1.5,1,1,0
20022,2星_莫邪_火,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_2/mo_ye_2,models/Monsters/mo_ye/Textures/mo_ye_2_red,0.5,1.5,1,1,0
20023,2星_莫邪_木,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_2/mo_ye_2,models/Monsters/mo_ye/Textures/mo_ye_2_green,0.5,1.5,1,1,0
20024,2星_莫邪_阴,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_2/mo_ye_2,models/Monsters/mo_ye/Textures/mo_ye_2_shadow,0.5,1.5,1,1,0
20025,2星_狐狸_水,models/Monsters/fox/fox_anim,models/Monsters/fox/fox_2/fox_2,models/Monsters/fox/Textures/fox_blue,0.5,1.5,1,1,0
20026,2星_狐狸_木,models/Monsters/fox/fox_anim,models/Monsters/fox/fox_2/fox_2,models/Monsters/fox/Textures/fox_green,0.5,1.5,1,1,0
20027,2星_狐狸_火,models/Monsters/fox/fox_anim,models/Monsters/fox/fox_2/fox_2,models/Monsters/fox/Textures/fox_red,0.5,1.5,1,1,0
20033,2星_僵尸_阳,models/Monsters/zombie/zombie_anim,models/Monsters/zombie/zombie_light_1/zombie_light_1,models/Monsters/zombie/Textures/zombie_light_1,0.5,1.5,1,1,0
20034,2星_僵尸_阴,models/Monsters/zombie/zombie_anim,models/Monsters/zombie/zombie_dark_1/zombie_dark_1,models/Monsters/zombie/Textures/zombie_dark_1,0.5,1.5,1,1,0
20035,2星_失控机关_水,models/Monsters/uncontrolmech/uncontrolmech_anim,models/Monsters/uncontrolmech/uncontrolmech_2/uncontrolmech_4,models/Monsters/uncontrolmech/Textures/uncontrolmech_2_blue,0.5,1.5,1,0,0
20036,2星_失控机关_木,models/Monsters/uncontrolmech/uncontrolmech_anim,models/Monsters/uncontrolmech/uncontrolmech_2/uncontrolmech_4,models/Monsters/uncontrolmech/Textures/uncontrolmech_2_green,0.5,1.5,1,0,0
20037,2星_失控机关_火,models/Monsters/uncontrolmech/uncontrolmech_anim,models/Monsters/uncontrolmech/uncontrolmech_2/uncontrolmech_4,models/Monsters/uncontrolmech/Textures/uncontrolmech_2_red,0.5,1.5,1,0,0
20038,2星_浣熊精_水,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_2/panda_2,models/Monsters/panda/Textures/panda_2_blue,0.5,1.5,1,1,0
20039,2星_浣熊精_木,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_2/panda_2,models/Monsters/panda/Textures/panda_2_green,0.5,1.5,1,1,0
20040,2星_浣熊精_火,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_2/panda_2,models/Monsters/panda/Textures/panda_2_red,0.5,1.5,1,1,0
20041,2星_浣熊精_阳,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_2/panda_2,models/Monsters/panda/Textures/panda_2_gold,0.5,1.5,1,1,0
20042,2星_浣熊精_阴,models/Monsters/panda/panda_anim,models/Monsters/panda/panda_2/panda_2,models/Monsters/panda/Textures/panda_2_shadow,0.5,1.5,1,1,0
20043,2星_仙童_阳,models/Monsters/spirit/spirit_anim,models/Monsters/spirit/spirit_2/spirit_1,models/Monsters/spirit/Textures/spirit_2_gold,0.5,1.5,1,1,0
20044,2星_仙童_阴,models/Monsters/spirit/spirit_anim,models/Monsters/spirit/spirit_2/spirit_1,models/Monsters/spirit/Textures/spirit_2_shadow,0.5,1.5,1,1,0
20045,2星_狸猫_水,models/Monsters/civet/civet_anim,models/Monsters/civet/civet_2/civet_2,models/Monsters/civet/Textures/civet_2_blue,0.5,1.5,1,1,0
20046,2星_狸猫_火,models/Monsters/civet/civet_anim,models/Monsters/civet/civet_2/civet_2,models/Monsters/civet/Textures/civet_2_red,0.5,1.5,1,1,0
20047,2星_狸猫_木,models/Monsters/civet/civet_anim,models/Monsters/civet/civet_2/civet_2,models/Monsters/civet/Textures/civet_2_green,0.5,1.5,1,1,0
20048,2星_妖猫_阳,models/Monsters/catimp/catimp_anim,models/Monsters/catimp/catimp_2/catimp_2,models/Monsters/catimp/Textures/catimp_2_gold,0.5,1.5,1,1,0
20049,2星_妖猫_阴,models/Monsters/catimp/catimp_anim,models/Monsters/catimp/catimp_2/catimp_2,models/Monsters/catimp/Textures/catimp_2_shadow,0.5,1.5,1,1,0
20050,2星_符鬼_火,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_1/runeimp_1,models/Monsters/runeimp/Textures/runeimp_2_red,0.5,1.5,1,1,0
20051,2星_符鬼_水,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_1/runeimp_1,models/Monsters/runeimp/Textures/runeimp_2_blue,0.5,1.5,1,1,0
20052,2星_符鬼_木,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_1/runeimp_1,models/Monsters/runeimp/Textures/runeimp_2_green,0.5,1.5,1,1,0
20053,2星_符鬼_阳,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_1/runeimp_1,models/Monsters/runeimp/Textures/runeimp_2_gold,0.5,1.5,1,1,0
20054,2星_符鬼_阴,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_1/runeimp_1,models/Monsters/runeimp/Textures/runeimp_2_shadow,0.5,1.5,1,1,0
20055,2星_机关鸟_水,models/Monsters/mechbird/mechbird_anim,models/Monsters/mechbird/mechbird_2/mechbird_2,models/Monsters/mechbird/Textures/mechbird_2_blue,0.5,1.5,1,0,0
20056,2星_机关鸟_木,models/Monsters/mechbird/mechbird_anim,models/Monsters/mechbird/mechbird_2/mechbird_2,models/Monsters/mechbird/Textures/mechbird_2_green,0.5,1.5,1,0,0
20057,2星_机关鸟_火,models/Monsters/mechbird/mechbird_anim,models/Monsters/mechbird/mechbird_2/mechbird_2,models/Monsters/mechbird/Textures/mechbird_2_red,0.5,1.5,1,0,0
20058,2星_虎_木,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger2/whitetriger_wood_2,models/Monsters/whitetirger/Textures/whitetirger_2_green,0.5,1.5,1,1,0
20059,2星_虎_阴,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger2/whitetriger_wood_2,models/Monsters/whitetirger/Textures/whitetirger_2_shadow,0.5,1.5,1,1,0
20060,2星_蛇妖_阳,models/Monsters/evilsnake/evilsnake_anim,models/Monsters/evilsnake/evilsnake_2/evilsnake_1,models/Monsters/evilsnake/Textures/evilsnake_2_gold,0.5,1.5,1,1,0
20061,2星_蛇妖_阴,models/Monsters/evilsnake/evilsnake_anim,models/Monsters/evilsnake/evilsnake_2/evilsnake_1,models/Monsters/evilsnake/Textures/evilsnake_2_shadow,0.5,1.5,1,1,0
30001,3星_灵狐_火,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_3/Spirit_Fox_3,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_3_red,0.5,1.5,1,1,0
30002,3星_灵狐_阳,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_3/Spirit_Fox_3,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_3_gold,0.5,1.5,1,1,0
30003,3星_灵狐_阴,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_3/Spirit_Fox_3,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_3_shadow,0.5,1.5,1,1,0
30007,3星_专家级修仙者_火,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_3/taoist_expert_3,models/Monsters/taoist_expert/Textures/taoist_expert_3_red,0.5,1.5,1,1,0
30008,3星_专家级修仙者_木,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_3/taoist_expert_3,models/Monsters/taoist_expert/Textures/taoist_expert_3_green,0.5,1.5,1,1,0
30009,3星_专家级修仙者_水,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_3/taoist_expert_3,models/Monsters/taoist_expert/Textures/taoist_expert_3_blue,0.5,1.5,1,1,0
30010,3星_专家级修仙者_阴,models/Monsters/taoist_expert/taoist_expert_anim,models/Monsters/taoist_expert/taoist_expert_3/taoist_expert_3,models/Monsters/taoist_expert/Textures/taoist_expert_3_shadow,0.5,1.5,1,1,0
30017,3星_虎_火,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger3/whitetriger_wood_3,models/Monsters/whitetirger/Textures/whitetirger_3_red,0.5,1.5,1,1,0
30018,3星_虎_水,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger3/whitetriger_wood_3,models/Monsters/whitetirger/Textures/whitetirger_3_blue,0.5,1.5,1,1,0
30019,3星_虎_阳,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger3/whitetriger_wood_3,models/Monsters/whitetirger/Textures/whitetirger_3_gold,0.5,1.5,1,1,0
30020,3星_战不败_木,models/Monsters/unbeaten/unbeaten_anim,models/Monsters/unbeaten/unbeaten_3/unbeaten_3,models/Monsters/unbeaten/Textures/unbeaten_3_green,0.5,1.5,1,1,0
30021,3星_战不败_水,models/Monsters/unbeaten/unbeaten_anim,models/Monsters/unbeaten/unbeaten_3/unbeaten_3,models/Monsters/unbeaten/Textures/unbeaten_3_blue,0.5,1.5,1,1,0
30022,3星_战不败_阳,models/Monsters/unbeaten/unbeaten_anim,models/Monsters/unbeaten/unbeaten_3/unbeaten_3,models/Monsters/unbeaten/Textures/unbeaten_3_gold,0.5,1.5,1,1,0
30023,3星_干将_火,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_3/jiang_gan_3,models/Monsters/jiang_gan/Textures/jiang_gan_3_red,0.5,1.5,1,1,0
30024,3星_干将_水,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_3/jiang_gan_3,models/Monsters/jiang_gan/Textures/jiang_gan_3_blue,0.5,1.5,1,1,0
30025,3星_干将_木,models/Monsters/jiang_gan/jiang_gan_anim,models/Monsters/jiang_gan/jiang_gan_3/jiang_gan_3,models/Monsters/jiang_gan/Textures/jiang_gan_3_green,0.5,1.5,1,1,0
30026,3星_莫邪_火,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_3/mo_ye_3,models/Monsters/mo_ye/Textures/mo_ye_3_red,0.5,1.5,1,1,0
30027,3星_莫邪_木,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_3/mo_ye_3,models/Monsters/mo_ye/Textures/mo_ye_3_green,0.5,1.5,1,1,0
30028,3星_莫邪_阴,models/Monsters/mo_ye/mo_ye_anim,models/Monsters/mo_ye/mo_ye_3/mo_ye_3,models/Monsters/mo_ye/Textures/mo_ye_3_shadow,0.5,1.5,1,1,0
30029,3星_僵尸_阳,models/Monsters/zombie/zombie_anim,models/Monsters/zombie/zombie_light_1/zombie_light_1,models/Monsters/zombie/Textures/zombie_light_2,0.5,1.5,1,1,0
30030,3星_僵尸_阴,models/Monsters/zombie/zombie_anim,models/Monsters/zombie/zombie_dark_1/zombie_dark_1,models/Monsters/zombie/Textures/zombie_dark_2,0.5,1.5,1,1,0
30031,3星_失控机关_水,models/Monsters/uncontrolmech/uncontrolmech_anim,models/Monsters/uncontrolmech/uncontrolmech_3/uncontrolmech_5,models/Monsters/uncontrolmech/Textures/uncontrolmech_3_blue,0.5,1.5,1,0,0
30032,3星_失控机关_木,models/Monsters/uncontrolmech/uncontrolmech_anim,models/Monsters/uncontrolmech/uncontrolmech_3/uncontrolmech_5,models/Monsters/uncontrolmech/Textures/uncontrolmech_3_green,0.5,1.5,1,0,0
30033,3星_失控机关_火,models/Monsters/uncontrolmech/uncontrolmech_anim,models/Monsters/uncontrolmech/uncontrolmech_3/uncontrolmech_5,models/Monsters/uncontrolmech/Textures/uncontrolmech_3_red,0.5,1.5,1,0,0
30034,3星_御剑魔_水,models/Monsters/sworddancer/sworddancer_anim,models/Monsters/sworddancer/sworddancer_3/sworddancer_5,models/Monsters/sworddancer/Textures/sworddancer_3_blue,0.5,1.5,1,1,0
30035,3星_御剑魔_木,models/Monsters/sworddancer/sworddancer_anim,models/Monsters/sworddancer/sworddancer_3/sworddancer_5,models/Monsters/sworddancer/Textures/sworddancer_3_green,0.5,1.5,1,1,0
30036,3星_御剑魔_火,models/Monsters/sworddancer/sworddancer_anim,models/Monsters/sworddancer/sworddancer_3/sworddancer_5,models/Monsters/sworddancer/Textures/sworddancer_3_red,0.5,1.5,1,1,0
30037,3星_仙童_阳,models/Monsters/spirit/spirit_anim,models/Monsters/spirit/spirit_3/spirit_2,models/Monsters/spirit/Textures/spirit_3_gold,0.5,1.5,1,1,0
30038,3星_仙童_阴,models/Monsters/spirit/spirit_anim,models/Monsters/spirit/spirit_3/spirit_2,models/Monsters/spirit/Textures/spirit_3_shadow,0.5,1.5,1,1,0
30039,3星_天兵守卫_阳,models/Monsters/guard/guard_anim,models/Monsters/guard/guard_5/guard_5,models/Monsters/guard/Textures/guard_5_gold,0.5,1.5,1,0,0
30040,3星_天兵守卫_阴,models/Monsters/guard/guard_anim,models/Monsters/guard/guard_5/guard_5,models/Monsters/guard/Textures/guard_5_shadow,0.5,1.5,1,0,0
30041,3星_鬼道士_水,models/Monsters/evilwizard/evilwizard_anim,models/Monsters/evilwizard/evilwizard_3/evilwizard_3,models/Monsters/evilwizard/Textures/evilwizard_3_blue,0.5,1.5,1,1,0
30042,3星_鬼道士_火,models/Monsters/evilwizard/evilwizard_anim,models/Monsters/evilwizard/evilwizard_3/evilwizard_3,models/Monsters/evilwizard/Textures/evilwizard_3_red,0.5,1.5,1,1,0
30043,3星_鬼道士_木,models/Monsters/evilwizard/evilwizard_anim,models/Monsters/evilwizard/evilwizard_3/evilwizard_3,models/Monsters/evilwizard/Textures/evilwizard_3_green,0.5,1.5,1,1,0
30044,3星_猿猴_火,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_3/monkey_3,models/Monsters/monkey/Textures/monkey_3_red,0.5,1.5,1,1,0
30045,3星_猿猴_水,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_3/monkey_3,models/Monsters/monkey/Textures/monkey_3_blue,0.5,1.5,1,1,0
30046,3星_猿猴_木,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_3/monkey_3,models/Monsters/monkey/Textures/monkey_3_green,0.5,1.5,1,1,0
30047,3星_狐妖_水,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_3/evilfox_3,models/Monsters/evilfox/Textures/evilfox_3_blue,0.5,1.5,1,1,0
30048,3星_狐妖_木,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_3/evilfox_3,models/Monsters/evilfox/Textures/evilfox_3_green,0.5,1.5,1,1,0
30049,3星_狐妖_火,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_3/evilfox_3,models/Monsters/evilfox/Textures/evilfox_3_red,0.5,1.5,1,1,0
30050,3星_狐妖_阳,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_3/evilfox_3,models/Monsters/evilfox/Textures/evilfox_3_gold,0.5,1.5,1,1,0
30051,3星_狐妖_阴,models/Monsters/evilfox/evilfox_anim,models/Monsters/evilfox/evilfox_3/evilfox_3,models/Monsters/evilfox/Textures/evilfox_3_shadow,0.5,1.5,1,1,0
30052,3星_符鬼_火,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_2/runeimp_light_2,models/Monsters/runeimp/Textures/runeimp_3_red,0.5,1.5,1,1,0
30053,3星_符鬼_水,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_2/runeimp_light_2,models/Monsters/runeimp/Textures/runeimp_3_blue,0.5,1.5,1,1,0
30054,3星_符鬼_木,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_2/runeimp_light_2,models/Monsters/runeimp/Textures/runeimp_3_green,0.5,1.5,1,1,0
30055,3星_符鬼_阳,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_2/runeimp_light_2,models/Monsters/runeimp/Textures/runeimp_3_gold,0.5,1.5,1,1,0
30056,3星_符鬼_阴,models/Monsters/runeimp/runeimp_anim,models/Monsters/runeimp/runeimp_2/runeimp_light_2,models/Monsters/runeimp/Textures/runeimp_3_shadow,0.5,1.5,1,1,0
30057,3星_虎_木,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger3/whitetriger_wood_3,models/Monsters/whitetirger/Textures/whitetirger_3_green,0.5,1.5,1,1,0
30058,3星_虎_阴,models/Monsters/whitetirger/whitetirger_anim,models/Monsters/whitetirger/whitetirger3/whitetriger_wood_3,models/Monsters/whitetirger/Textures/whitetirger_3_shadow,0.5,1.5,1,1,0
30059,3星_野人_木,models/Monsters/barbarian/barbarian_anim,models/Monsters/barbarian/barbarian_3/barbarian_2,models/Monsters/barbarian/Textures/barbarian_2_green,0.5,1.5,1,1,0
30060,3星_野人_水,models/Monsters/barbarian/barbarian_anim,models/Monsters/barbarian/barbarian_3/barbarian_2,models/Monsters/barbarian/Textures/barbarian_2_blue,0.5,1.5,1,1,0
30061,3星_野人_火,models/Monsters/barbarian/barbarian_anim,models/Monsters/barbarian/barbarian_3/barbarian_2,models/Monsters/barbarian/Textures/barbarian_2_red,0.5,1.5,1,1,0
30062,3星_蛇妖_阳,models/Monsters/evilsnake/evilsnake_anim,models/Monsters/evilsnake/evilsnake_3/evilsnake_2,models/Monsters/evilsnake/Textures/evilsnake_3_gold,0.5,1.5,1,1,0
30063,3星_蛇妖_阴,models/Monsters/evilsnake/evilsnake_anim,models/Monsters/evilsnake/evilsnake_3/evilsnake_2,models/Monsters/evilsnake/Textures/evilsnake_3_shadow,0.5,1.5,1,1,0
40001,4星_灵狐_火,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_4/Spirit_Fox_4,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_4_red,0.5,1.5,1,1,0
40002,4星_灵狐_阳,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_4/Spirit_Fox_4,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_4_gold,0.5,1.5,1,1,0
40003,4星_灵狐_阴,models/Monsters/Spirit_Fox/Spirit_Fox_anim,models/Monsters/Spirit_Fox/Spirit_Fox_4/Spirit_Fox_4,models/Monsters/Spirit_Fox/Textures/Spirit_Fox_4_shadow,0.5,1.5,1,1,0
40004,4星_鹿力大仙_火,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_4/deerlord_4,models/Monsters/deerlord/Textures/deerlord_4_red,0.5,1.5,1,1,0
40005,4星_鹿力大仙_木,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_4/deerlord_4,models/Monsters/deerlord/Textures/deerlord_4_green,0.5,1.5,1,1,0
40006,4星_鹿力大仙_水,models/Monsters/deerlord/deerlord_anim,models/Monsters/deerlord/deerlord_4/deerlord_4,models/Monsters/deerlord/Textures/deerlord_4_blue,0.5,1.5,1,1,0
40007,4星_虎力大仙_火,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_4/tigerlord_4,models/Monsters/tigerlord/Textures/tigerlord_4_red,0.5,1.5,1,1,0
40008,4星_虎力大仙_木,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_4/tigerlord_4,models/Monsters/tigerlord/Textures/tigerlord_4_green,0.5,1.5,1,1,0
40009,4星_虎力大仙_水,models/Monsters/tigerlord/tigerlord_anim,models/Monsters/tigerlord/tigerlord_4/tigerlord_4,models/Monsters/tigerlord/Textures/tigerlord_4_blue,0.5,1.5,1,1,0
40010,4星_哪吒_火,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_4/neza_4,models/Monsters/neza/Textures/neza_4_red,0.5,1.5,1,1,0
40011,4星_哪吒_阳,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_4/neza_4,models/Monsters/neza/Textures/neza_4_gold,0.5,1.5,1,1,0
40012,4星_哪吒_阴,models/Monsters/neza/neza_anim,models/Monsters/neza/neza_4/neza_4,models/Monsters/neza/Textures/neza_4_shadow,0.5,1.5,1,1,0
40013,4星_羊力大仙_水,models/Monsters/coatlord/coatlord_anim,models/Monsters/coatlord/coatlord_4/coatlord_4,models/Monsters/coatlord/Textures/coatlord_4_blue,0.5,1.5,1,1,0
