ID,ACTIVE_ID,LEVEL,BREAK_LEVEL,ARMS,JEWELRY,CLOTHES,SHOES,ATT_MAGIC,DEF_MAGIC,ARMS_STRENGTHEN_LEVLE,JEWELRY_STRENGTHEN_LEVLE,CLOTHES_STRENGTHEN_LEVLE,SHOES_STRENGTHEN_LEVLE,ATT_MAGIC_STRENGTHEN_LEVLE,DEF_MAGIC_STRENGTHEN_LEVLE,ARMS_REFINE_LEVLE,JEWELRY_REFINE_LEVLE,CLOTHES_REFINE_LEVLE,SHOES_REFINE_LEVLE,ATT_MAGIC_REFINE_LEVLE,DEF_MAGIC_REFINE_LEVLE,FATE_LEVEL,SKILL_LEVEL1,SKILL_LEVEL2,SKILL_LEVEL3,SKILL_LEVEL4
4127,30095,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4128,30095,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4129,30107,25,3,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4130,30107,35,4,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4131,30107,55,6,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4132,30107,75,8,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4133,30107,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4134,30107,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4135,30107,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4136,30107,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4137,30110,25,3,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4138,30110,35,4,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4139,30110,55,6,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4140,30110,75,8,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4141,30110,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4142,30110,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4143,30110,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4144,30110,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4145,30101,25,3,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4146,30101,35,4,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4147,30101,55,6,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4148,30101,75,8,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4149,30101,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4150,30101,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4151,30101,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4152,30101,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4153,30113,25,3,14007,14107,14307,14207,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4154,30113,35,4,14007,14107,14307,14207,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4155,30113,55,6,14007,14107,14307,14207,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4156,30113,75,8,14007,14107,14307,14207,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4157,30113,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4158,30113,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4159,30113,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4160,30113,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4161,30102,25,3,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4162,30102,35,4,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4163,30102,55,6,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4164,30102,75,8,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4165,30102,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4166,30102,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4167,30102,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4168,30102,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4169,30099,25,3,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4170,30099,35,4,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4171,30099,55,6,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4172,30099,75,8,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4173,30099,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4174,30099,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4175,30099,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4176,30099,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4177,30111,25,3,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4178,30111,35,4,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4179,30111,55,6,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4180,30111,75,8,14007,14107,14307,14207,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4181,30111,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4182,30111,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4183,30111,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4184,30111,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4185,30106,25,3,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4186,30106,35,4,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4187,30106,55,6,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4188,30106,75,8,14009,14109,14309,14209,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4189,30106,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4190,30106,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4191,30106,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4192,30106,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4193,30075,25,3,14008,14108,14308,14208,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4194,30075,35,4,14008,14108,14308,14208,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4195,30075,55,6,14008,14108,14308,14208,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4196,30075,75,8,14008,14108,14308,14208,15006,15106,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4197,30075,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4198,30075,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4199,30075,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4200,30075,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4201,30079,25,3,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4202,30079,35,4,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4203,30079,55,6,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4204,30079,75,8,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4205,30079,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4206,30079,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4207,30079,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4208,30079,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4209,30085,25,3,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4210,30085,35,4,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4211,30085,55,6,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4212,30085,75,8,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4213,30085,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4214,30085,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4215,30085,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4216,30085,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4217,30080,25,3,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4218,30080,35,4,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4219,30080,55,6,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4220,30080,75,8,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4221,30080,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4222,30080,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4223,30080,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4224,30080,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4225,30081,25,3,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4226,30081,35,4,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4227,30081,55,6,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4228,30081,75,8,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4229,30081,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4230,30081,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4231,30081,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4232,30081,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4233,30084,25,3,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4234,30084,35,4,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4235,30084,55,6,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4236,30084,75,8,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4237,30084,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4238,30084,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4239,30084,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4240,30084,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4241,30082,25,3,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4242,30082,35,4,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4243,30082,55,6,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4244,30082,75,8,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4245,30082,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4246,30082,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4247,30082,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4248,30082,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4249,30088,25,3,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4250,30088,35,4,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4251,30088,55,6,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4252,30088,75,8,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4253,30088,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4254,30088,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4255,30088,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4256,30088,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4257,30087,25,3,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4258,30087,35,4,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4259,30087,55,6,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4260,30087,75,8,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4261,30087,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4262,30087,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4263,30087,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4264,30087,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4265,30076,25,3,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4266,30076,35,4,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4267,30076,55,6,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4268,30076,75,8,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4269,30076,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4270,30076,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4271,30076,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4272,30076,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4273,30086,25,3,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4274,30086,35,4,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4275,30086,55,6,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4276,30086,75,8,14006,14106,14306,14206,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4277,30086,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4278,30086,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4279,30086,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4280,30086,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4281,30077,25,3,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4282,30077,35,4,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4283,30077,55,6,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4284,30077,75,8,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4285,30077,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4286,30077,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4287,30077,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4288,30077,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4289,30090,25,3,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4290,30090,35,4,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4291,30090,55,6,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4292,30090,75,8,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4293,30090,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4294,30090,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4295,30090,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4296,30090,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4297,30083,25,3,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4298,30083,35,4,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4299,30083,55,6,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4300,30083,75,8,14004,14104,14304,14204,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4301,30083,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4302,30083,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4303,30083,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4304,30083,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4305,30092,25,3,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4306,30092,35,4,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4307,30092,55,6,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4308,30092,75,8,14006,14106,14306,14206,15004,15104,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4309,30092,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4310,30092,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4311,30092,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4312,30092,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4313,30074,25,3,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4314,30074,35,4,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4315,30074,55,6,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4316,30074,75,8,14005,14105,14305,14205,15003,15103,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4317,30074,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4318,30074,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4319,30074,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4320,30074,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4321,50001,25,3,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4322,50001,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4323,50002,35,4,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4324,50002,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4325,50003,55,6,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4326,50003,75,8,14008,14108,14308,14208,15005,15105,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
4327,50003,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4328,50003,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
