INT,STRING,INT,INT,INT,INT,INT,INT,INT,INT
2411,,191001,11,3,11,2,10,2,12
2412,,191002,10,2,10,2,11,2,9
2413,,190000,9,3,9,3,12,3,11
2414,,190001,8,3,8,3,13,2,10
2415,,190002,13,3,13,2,8,2,13
2416,,191000,12,2,12,2,9,2,8
2417,,191001,11,3,11,3,10,3,12
2418,,191002,10,3,10,3,11,2,9
2419,,190000,9,3,9,2,12,2,11
2420,,190001,8,2,8,2,13,2,10
2421,,190002,13,3,13,3,8,3,13
2422,,191000,12,3,12,3,9,2,8
2423,,191001,11,3,11,2,10,2,12
2424,,191002,10,2,10,2,11,2,9
2425,,190000,9,3,9,3,12,3,11
2426,,190001,8,3,8,3,13,2,10
2427,,190002,13,3,13,2,8,2,13
2428,,191000,12,2,12,2,9,2,8
2429,,191001,11,3,11,3,10,3,12
2430,,191002,10,3,10,3,11,2,9
2431,,190000,9,3,9,2,12,2,11
2432,,190001,8,2,8,2,13,2,10
2433,,190002,13,3,13,3,8,3,13
2434,,191000,12,3,12,3,9,2,8
2435,,191001,11,3,11,2,10,2,12
2436,,191002,10,2,10,2,11,2,9
2437,,190000,9,3,9,3,12,3,11
2438,,190001,8,3,8,3,13,2,10
2439,,190002,13,3,13,2,8,2,13
2440,,191000,12,2,12,2,9,2,8
2441,,191001,11,3,11,3,10,3,12
2442,,191002,10,3,10,3,11,2,9
2443,,190000,9,3,9,2,12,2,11
2444,,190001,8,2,8,2,13,2,10
2445,,190002,13,3,13,3,8,3,13
2446,,191000,12,3,12,3,9,2,8
2447,,191001,11,3,11,2,10,2,12
2448,,191002,10,2,10,2,11,2,9
2449,,190000,9,3,9,3,12,3,11
2450,,190001,8,3,8,3,13,2,10
2451,,190002,13,3,13,2,8,2,13
2452,,191000,12,2,12,2,9,2,8
2453,,191001,11,3,11,3,10,3,12
2454,,191002,10,3,10,3,11,2,9
2455,,190000,9,3,9,2,12,2,11
2456,,190001,8,2,8,2,13,2,10
2457,,190002,13,3,13,3,8,3,13
2458,,191000,12,3,12,3,9,2,8
2459,,191001,11,3,11,2,10,2,12
2460,,191002,10,2,10,2,11,2,9
2461,,190000,9,3,9,3,12,3,11
2462,,190001,8,3,8,3,13,2,10
2463,,190002,13,3,13,2,8,2,13
2464,,191000,12,2,12,2,9,2,8
2465,,191001,11,3,11,3,10,3,12
2466,,191002,10,3,10,3,11,2,9
2467,,190000,9,3,9,2,12,2,11
2468,,190001,8,2,8,2,13,2,10
2469,,190002,13,3,13,3,8,3,13
2470,,191000,12,3,12,3,9,2,8
2471,,191001,11,3,11,2,10,2,12
2472,,191002,10,2,10,2,11,2,9
2473,,190000,9,3,9,3,12,3,11
2474,,190001,8,3,8,3,13,2,10
2475,,190002,13,3,13,2,8,2,13
2476,,191000,12,2,12,2,9,2,8
2477,,191001,11,3,11,3,10,3,12
2478,,191002,10,3,10,3,11,2,9
2479,,190000,9,3,9,2,12,2,11
2480,,190001,8,2,8,2,13,2,10
2481,,190002,13,3,13,3,8,3,13
2482,,191000,12,3,12,3,9,2,8
2483,,191001,11,3,11,2,10,2,12
2484,,191002,10,2,10,2,11,2,9
2485,,190000,9,3,9,3,12,3,11
2486,,190001,8,3,8,3,13,2,10
2487,,190002,13,3,13,2,8,2,13
2488,,191000,12,2,12,2,9,2,8
2489,,191001,11,3,11,3,10,3,12
2490,,191002,10,3,10,3,11,2,9
2491,,190000,9,3,9,2,12,2,11
2492,,190001,8,2,8,2,13,2,10
2493,,190002,13,3,13,3,8,3,13
2494,,191000,12,3,12,3,9,2,8
2495,,191001,11,3,11,2,10,2,12
2496,,191002,10,2,10,2,11,2,9
2497,,190000,9,3,9,3,12,3,11
2498,,190001,8,3,8,3,13,2,10
2499,,190002,13,3,13,2,8,2,13
2500,,191000,12,2,12,2,9,2,8
2501,,191001,11,3,11,3,10,3,12
2502,,191002,10,3,10,3,11,2,9
2503,,190000,9,3,9,2,12,2,11
2504,,190001,8,2,8,2,13,2,10
2505,,190002,13,3,13,3,8,3,13
2506,,191000,12,3,12,3,9,2,8
2507,,191001,11,3,11,2,10,2,12
2508,,191002,10,2,10,2,11,2,9
2509,,190000,9,3,9,3,12,3,11
2510,,190001,8,3,8,3,13,2,10
2511,,190002,13,3,13,2,8,2,13
2512,,191000,12,2,12,2,9,2,8
2513,,191001,11,3,11,3,10,3,12
2514,,191002,10,3,10,3,11,2,9
2515,,190000,9,3,9,2,12,2,11
2516,,190001,8,2,8,2,13,2,10
2517,,190002,13,3,13,3,8,3,13
2518,,191000,12,3,12,3,9,2,8
2519,,191001,11,3,11,2,10,2,12
2520,,191002,10,2,10,2,11,2,9
2521,,190000,9,3,9,3,12,3,11
2522,,190001,8,3,8,3,13,2,10
2523,,190002,13,3,13,2,8,2,13
2524,,191000,12,2,12,2,9,2,8
2525,,191001,11,3,11,3,10,3,12
2526,,191002,10,3,10,3,11,2,9
2527,,190000,9,3,9,2,12,2,11
2528,,190001,8,2,8,2,13,2,10
2529,,190002,13,3,13,3,8,3,13
2530,,191000,12,3,12,3,9,2,8
2531,,191001,11,3,11,2,10,2,12
2532,,191002,10,2,10,2,11,2,9
2533,,190000,9,3,9,3,12,3,11
2534,,190001,8,3,8,3,13,2,10
2535,,190002,13,3,13,2,8,2,13
2536,,191000,12,2,12,2,9,2,8
2537,,191001,11,3,11,3,10,3,12
2538,,191002,10,3,10,3,11,2,9
2539,,190000,9,3,9,2,12,2,11
2540,,190001,8,2,8,2,13,2,10
2541,,190002,13,3,13,3,8,3,13
2542,,191000,12,3,12,3,9,2,8
2543,,191001,11,3,11,2,10,2,12
2544,,191002,10,2,10,2,11,2,9
2545,,190000,9,3,9,3,12,3,11
2546,,190001,8,3,8,3,13,2,10
2547,,190002,13,3,13,2,8,2,13
2548,,191000,12,2,12,2,9,2,8
2549,,191001,11,3,11,3,10,3,12
2550,,191002,10,3,10,3,11,2,9
2551,,190000,9,3,9,2,12,2,11
2552,,190001,8,2,8,2,13,2,10
2553,,190002,13,3,13,3,8,3,13
2554,,191000,12,3,12,3,9,2,8
2555,,191001,11,3,11,2,10,2,12
2556,,191002,10,2,10,2,11,2,9
2557,,190000,9,3,9,3,12,3,11
2558,,190001,8,3,8,3,13,2,10
2559,,190002,13,3,13,2,8,2,13
2560,,191000,12,2,12,2,9,2,8
2561,,191001,11,3,11,3,10,3,12
2562,,191002,10,3,10,3,11,2,9
2563,,190000,9,3,9,2,12,2,11
2564,,190001,8,2,8,2,13,2,10
2565,,190002,13,3,13,3,8,3,13
2566,,191000,12,3,12,3,9,2,8
2567,,191001,11,3,11,2,10,2,12
2568,,191002,10,2,10,2,11,2,9
2569,,190000,9,3,9,3,12,3,11
2570,,190001,8,3,8,3,13,2,10
2571,,190002,13,3,13,2,8,2,13
2572,,191000,12,2,12,2,9,2,8
2573,,191001,11,3,11,3,10,3,12
2574,,191002,10,3,10,3,11,2,9
2575,,190000,9,3,9,2,12,2,11
2576,,190001,8,2,8,2,13,2,10
2577,,190002,13,3,13,3,8,3,13
2578,,191000,12,3,12,3,9,2,8
2579,,191001,11,3,11,2,10,2,12
2580,,191002,10,2,10,2,11,2,9
2581,,190000,9,3,9,3,12,3,11
2582,,190001,8,3,8,3,13,2,10
2583,,190002,13,3,13,2,8,2,13
2584,,191000,12,2,12,2,9,2,8
2585,,191001,11,3,11,3,10,3,12
2586,,191002,10,3,10,3,11,2,9
2587,,190000,9,3,9,2,12,2,11
2588,,190001,8,2,8,2,13,2,10
2589,,190002,13,3,13,3,8,3,13
2590,,191000,12,3,12,3,9,2,8
2591,,191001,11,3,11,2,10,2,12
2592,,191002,10,2,10,2,11,2,9
2593,,190000,9,3,9,3,12,3,11
2594,,190001,8,3,8,3,13,2,10
2595,,190002,13,3,13,2,8,2,13
2596,,191000,12,2,12,2,9,2,8
2597,,191001,11,3,11,3,10,3,12
2598,,191002,10,3,10,3,11,2,9
2599,,190000,9,3,9,2,12,2,11
2600,,190001,8,2,8,2,13,2,10
2601,,190002,13,3,13,3,8,3,13
2602,,191000,12,3,12,3,9,2,8
2603,,191001,11,3,11,2,10,2,12
2604,,191002,10,2,10,2,11,2,9
2605,,190000,9,3,9,3,12,3,11
2606,,190001,8,3,8,3,13,2,10
2607,,190002,13,3,13,2,8,2,13
2608,,191000,12,2,12,2,9,2,8
2609,,191001,11,3,11,3,10,3,12
2610,,191002,10,3,10,3,11,2,9
2611,,190000,9,3,9,2,12,2,11
2612,,190001,8,2,8,2,13,2,10
2613,,190002,13,3,13,3,8,3,13
2614,,191000,12,3,12,3,9,2,8
2615,,191001,11,3,11,2,10,2,12
2616,,191002,10,2,10,2,11,2,9
2617,,190000,9,3,9,3,12,3,11
2618,,190001,8,3,8,3,13,2,10
2619,,190002,13,3,13,2,8,2,13
2620,,191000,12,2,12,2,9,2,8
2621,,191001,11,3,11,3,10,3,12
2622,,191002,10,3,10,3,11,2,9
2623,,190000,9,3,9,2,12,2,11
2624,,190001,8,2,8,2,13,2,10
2625,,190002,13,3,13,3,8,3,13
2626,,191000,12,3,12,3,9,2,8
2627,,191001,11,3,11,2,10,2,12
2628,,191002,10,2,10,2,11,2,9
2629,,190000,9,3,9,3,12,3,11
2630,,190001,8,3,8,3,13,2,10
2631,,190002,13,3,13,2,8,2,13
2632,,191000,12,2,12,2,9,2,8
2633,,191001,11,3,11,3,10,3,12
2634,,191002,10,3,10,3,11,2,9
2635,,190000,9,3,9,2,12,2,11
2636,,190001,8,2,8,2,13,2,10
2637,,190002,13,3,13,3,8,3,13
2638,,191000,12,3,12,3,9,2,8
2639,,191001,11,3,11,2,10,2,12
2640,,191002,10,2,10,2,11,2,9
2641,,190000,9,3,9,3,12,3,11
2642,,190001,8,3,8,3,13,2,10
2643,,190002,13,3,13,2,8,2,13
2644,,191000,12,2,12,2,9,2,8
2645,,191001,11,3,11,3,10,3,12
2646,,191002,10,3,10,3,11,2,9
2647,,190000,9,3,9,2,12,2,11
2648,,190001,8,2,8,2,13,2,10
2649,,190002,13,3,13,3,8,3,13
2650,,191000,12,3,12,3,9,2,8
2651,,191001,11,3,11,2,10,2,12
2652,,191002,10,2,10,2,11,2,9
2653,,190000,9,3,9,3,12,3,11
2654,,190001,8,3,8,3,13,2,10
2655,,190002,13,3,13,2,8,2,13
2656,,191000,12,2,12,2,9,2,8
2657,,191001,11,3,11,3,10,3,12
2658,,191002,10,3,10,3,11,2,9
2659,,190000,9,3,9,2,12,2,11
2660,,190001,8,2,8,2,13,2,10
2661,,190002,13,3,13,3,8,3,13
2662,,191000,12,3,12,3,9,2,8
2663,,191001,11,3,11,2,10,2,12
2664,,191002,10,2,10,2,11,2,9
2665,,190000,9,3,9,3,12,3,11
2666,,190001,8,3,8,3,13,2,10
2667,,190002,13,3,13,2,8,2,13
2668,,191000,12,2,12,2,9,2,8
2669,,191001,11,3,11,3,10,3,12
2670,,191002,10,3,10,3,11,2,9
2671,,190000,9,3,9,2,12,2,11
2672,,190001,8,2,8,2,13,2,10
2673,,190002,13,3,13,3,8,3,13
2674,,191000,12,3,12,3,9,2,8
2675,,191001,11,3,11,2,10,2,12
2676,,191002,10,2,10,2,11,2,9
2677,,190000,9,3,9,3,12,3,11
2678,,190001,8,3,8,3,13,2,10
2679,,190002,13,3,13,2,8,2,13
2680,,191000,12,2,12,2,9,2,8
2681,,191001,11,3,11,3,10,3,12
2682,,191002,10,3,10,3,11,2,9
2683,,190000,9,3,9,2,12,2,11
2684,,190001,8,2,8,2,13,2,10
2685,,190002,13,3,13,3,8,3,13
2686,,191000,12,3,12,3,9,2,8
2687,,191001,11,3,11,2,10,2,12
2688,,191002,10,2,10,2,11,2,9
2689,,190000,9,3,9,3,12,3,11
2690,,190001,8,3,8,3,13,2,10
2691,,190002,13,3,13,2,8,2,13
2692,,191000,12,2,12,2,9,2,8
2693,,191001,11,3,11,3,10,3,12
2694,,191002,10,3,10,3,11,2,9
2695,,190000,9,3,9,2,12,2,11
2696,,190001,8,2,8,2,13,2,10
2697,,190002,13,3,13,3,8,3,13
2698,,191000,12,3,12,3,9,2,8
2699,,191001,11,3,11,2,10,2,12
2700,,191002,10,2,10,2,11,2,9
2701,,190000,9,3,9,3,12,3,11
2702,,190001,8,3,8,3,13,2,10
2703,,190002,13,3,13,2,8,2,13
2704,,191000,12,2,12,2,9,2,8
2705,,191001,11,3,11,3,10,3,12
2706,,191002,10,3,10,3,11,2,9
2707,,190000,9,3,9,2,12,2,11
2708,,190001,8,2,8,2,13,2,10
2709,,190002,13,3,13,3,8,3,13
2710,,191000,12,3,12,3,9,2,8
2711,,191001,11,3,11,2,10,2,12
2712,,191002,10,2,10,2,11,2,9
2713,,190000,9,3,9,3,12,3,11
2714,,190001,8,3,8,3,13,2,10
2715,,190002,13,3,13,2,8,2,13
2716,,191000,12,2,12,2,9,2,8
2717,,191001,11,3,11,3,10,3,12
2718,,191002,10,3,10,3,11,2,9
2719,,190000,9,3,9,2,12,2,11
2720,,190001,8,2,8,2,13,2,10
2721,,190002,13,3,13,3,8,3,13
2722,,191000,12,3,12,3,9,2,8
2723,,191001,11,3,11,2,10,2,12
2724,,191002,10,2,10,2,11,2,9
2725,,190000,9,3,9,3,12,3,11
2726,,190001,8,3,8,3,13,2,10
2727,,190002,13,3,13,2,8,2,13
2728,,191000,12,2,12,2,9,2,8
2729,,191001,11,3,11,3,10,3,12
2730,,191002,10,3,10,3,11,2,9
2731,,190000,9,3,9,2,12,2,11
2732,,190001,8,2,8,2,13,2,10
2733,,190002,13,3,13,3,8,3,13
2734,,191000,12,3,12,3,9,2,8
2735,,191001,11,3,11,2,10,2,12
2736,,191002,10,2,10,2,11,2,9
2737,,190000,9,3,9,3,12,3,11
2738,,190001,8,3,8,3,13,2,10
2739,,190002,13,3,13,2,8,2,13
2740,,191000,12,2,12,2,9,2,8
2741,,191001,11,3,11,3,10,3,12
2742,,191002,10,3,10,3,11,2,9
2743,,190000,9,3,9,2,12,2,11
2744,,190001,8,2,8,2,13,2,10
2745,,190002,13,3,13,3,8,3,13
2746,,191000,12,3,12,3,9,2,8
2747,,191001,11,3,11,2,10,2,12
2748,,191002,10,2,10,2,11,2,9
2749,,190000,9,3,9,3,12,3,11
2750,,190001,8,3,8,3,13,2,10
2751,,190002,13,3,13,2,8,2,13
2752,,191000,12,2,12,2,9,2,8
2753,,191001,11,3,11,3,10,3,12
2754,,191002,10,3,10,3,11,2,9
2755,,190000,9,3,9,2,12,2,11
2756,,190001,8,2,8,2,13,2,10
2757,,190002,13,3,13,3,8,3,13
2758,,191000,12,3,12,3,9,2,8
2759,,191001,11,3,11,2,10,2,12
2760,,191002,10,2,10,2,11,2,9
2761,,190000,9,3,9,3,12,3,11
2762,,190001,8,3,8,3,13,2,10
2763,,190002,13,3,13,2,8,2,13
2764,,191000,12,2,12,2,9,2,8
2765,,191001,11,3,11,3,10,3,12
2766,,191002,10,3,10,3,11,2,9
2767,,190000,9,3,9,2,12,2,11
2768,,190001,8,2,8,2,13,2,10
2769,,190002,13,3,13,3,8,3,13
2770,,191000,12,3,12,3,9,2,8
2771,,191001,11,3,11,2,10,2,12
2772,,191002,10,2,10,2,11,2,9
2773,,190000,9,3,9,3,12,3,11
2774,,190001,8,3,8,3,13,2,10
2775,,190002,13,3,13,2,8,2,13
2776,,191000,12,2,12,2,9,2,8
2777,,191001,11,3,11,3,10,3,12
2778,,191002,10,3,10,3,11,2,9
2779,,190000,9,3,9,2,12,2,11
2780,,190001,8,2,8,2,13,2,10
2781,,190002,13,3,13,3,8,3,13
2782,,191000,12,3,12,3,9,2,8
2783,,191001,11,3,11,2,10,2,12
2784,,191002,10,2,10,2,11,2,9
2785,,190000,9,3,9,3,12,3,11
2786,,190001,8,3,8,3,13,2,10
2787,,190002,13,3,13,2,8,2,13
2788,,191000,12,2,12,2,9,2,8
2789,,191001,11,3,11,3,10,3,12
2790,,191002,10,3,10,3,11,2,9
2791,,190000,9,3,9,2,12,2,11
2792,,190001,8,2,8,2,13,2,10
2793,,190002,13,3,13,3,8,3,13
2794,,191000,12,3,12,3,9,2,8
2795,,191001,11,3,11,2,10,2,12
2796,,191002,10,2,10,2,11,2,9
2797,,190000,9,3,9,3,12,3,11
2798,,190001,8,3,8,3,13,2,10
2799,,190002,13,3,13,2,8,2,13
2800,,191000,12,2,12,2,9,2,8
2801,,191001,11,3,11,3,10,3,12
2802,,191002,10,3,10,3,11,2,9
2803,,190000,9,3,9,2,12,2,11
2804,,190001,8,2,8,2,13,2,10
2805,,190002,13,3,13,3,8,3,13
2806,,191000,12,3,12,3,9,2,8
2807,,191001,11,3,11,2,10,2,12
2808,,191002,10,2,10,2,11,2,9
2809,,190000,9,3,9,3,12,3,11
2810,,190001,8,3,8,3,13,2,10
2811,,190002,13,3,13,2,8,2,13
2812,,191000,12,2,12,2,9,2,8
2813,,191001,11,3,11,3,10,3,12
2814,,191002,10,3,10,3,11,2,9
2815,,190000,9,3,9,2,12,2,11
2816,,190001,8,2,8,2,13,2,10
2817,,190002,13,3,13,3,8,3,13
2818,,191000,12,3,12,3,9,2,8
2819,,191001,11,3,11,2,10,2,12
2820,,191002,10,2,10,2,11,2,9
2821,,190000,9,3,9,3,12,3,11
2822,,190001,8,3,8,3,13,2,10
2823,,190002,13,3,13,2,8,2,13
2824,,191000,12,2,12,2,9,2,8
2825,,191001,11,3,11,3,10,3,12
2826,,191002,10,3,10,3,11,2,9
2827,,190000,9,3,9,2,12,2,11
2828,,190001,8,2,8,2,13,2,10
2829,,190002,13,3,13,3,8,3,13
2830,,191000,12,3,12,3,9,2,8
2831,,191001,11,3,11,2,10,2,12
2832,,191002,10,2,10,2,11,2,9
2833,,190000,9,3,9,3,12,3,11
2834,,190001,8,3,8,3,13,2,10
2835,,190002,13,3,13,2,8,2,13
2836,,191000,12,2,12,2,9,2,8
2837,,191001,11,3,11,3,10,3,12
2838,,191002,10,3,10,3,11,2,9
2839,,190000,9,3,9,2,12,2,11
2840,,190001,8,2,8,2,13,2,10
2841,,190002,13,3,13,3,8,3,13
2842,,191000,12,3,12,3,9,2,8
2843,,191001,11,3,11,2,10,2,12
2844,,191002,10,2,10,2,11,2,9
2845,,190000,9,3,9,3,12,3,11
2846,,190001,8,3,8,3,13,2,10
2847,,190002,13,3,13,2,8,2,13
2848,,191000,12,2,12,2,9,2,8
2849,,191001,11,3,11,3,10,3,12
2850,,191002,10,3,10,3,11,2,9
2851,,190000,9,3,9,2,12,2,11
2852,,190001,8,2,8,2,13,2,10
2853,,190002,13,3,13,3,8,3,13
2854,,191000,12,3,12,3,9,2,8
2855,,191001,11,3,11,2,10,2,12
2856,,191002,10,2,10,2,11,2,9
2857,,190000,9,3,9,3,12,3,11
2858,,190001,8,3,8,3,13,2,10
2859,,190002,13,3,13,2,8,2,13
2860,,191000,12,2,12,2,9,2,8
2861,,191001,11,3,11,3,10,3,12
2862,,191002,10,3,10,3,11,2,9
2863,,190000,9,3,9,2,12,2,11
2864,,190001,8,2,8,2,13,2,10
2865,,190002,13,3,13,3,8,3,13
2866,,191000,12,3,12,3,9,2,8
2867,,191001,11,3,11,2,10,2,12
2868,,191002,10,2,10,2,11,2,9
2869,,190000,9,3,9,3,12,3,11
2870,,190001,8,3,8,3,13,2,10
2871,,190002,13,3,13,2,8,2,13
2872,,191000,12,2,12,2,9,2,8
2873,,191001,11,3,11,3,10,3,12
2874,,191002,10,3,10,3,11,2,9
2875,,190000,9,3,9,2,12,2,11
2876,,190001,8,2,8,2,13,2,10
2877,,190002,13,3,13,3,8,3,13
2878,,191000,12,3,12,3,9,2,8
2879,,191001,11,3,11,2,10,2,12
2880,,191002,10,2,10,2,11,2,9
2881,,190000,9,3,9,3,12,3,11
2882,,190001,8,3,8,3,13,2,10
2883,,190002,13,3,13,2,8,2,13
2884,,191000,12,2,12,2,9,2,8
2885,,191001,11,3,11,3,10,3,12
2886,,191002,10,3,10,3,11,2,9
2887,,190000,9,3,9,2,12,2,11
2888,,190001,8,2,8,2,13,2,10
2889,,190002,13,3,13,3,8,3,13
2890,,191000,12,3,12,3,9,2,8
2891,,191001,11,3,11,2,10,2,12
2892,,191002,10,2,10,2,11,2,9
2893,,190000,9,3,9,3,12,3,11
2894,,190001,8,3,8,3,13,2,10
2895,,190002,13,3,13,2,8,2,13
2896,,191000,12,2,12,2,9,2,8
2897,,191001,11,3,11,3,10,3,12
2898,,191002,10,3,10,3,11,2,9
2899,,190000,9,3,9,2,12,2,11
2900,,190001,8,2,8,2,13,2,10
2901,,190002,13,3,13,3,8,3,13
2902,,191000,12,3,12,3,9,2,8
2903,,191001,11,3,11,2,10,2,12
2904,,191002,10,2,10,2,11,2,9
2905,,190000,9,3,9,3,12,3,11
2906,,190001,8,3,8,3,13,2,10
2907,,190002,13,3,13,2,8,2,13
2908,,191000,12,2,12,2,9,2,8
2909,,191001,11,3,11,3,10,3,12
2910,,191002,10,3,10,3,11,2,9
2911,,190000,9,3,9,2,12,2,11
2912,,190001,8,2,8,2,13,2,10
2913,,190002,13,3,13,3,8,3,13
2914,,191000,12,3,12,3,9,2,8
2915,,191001,11,3,11,2,10,2,12
2916,,191002,10,2,10,2,11,2,9
2917,,190000,9,3,9,3,12,3,11
2918,,190001,8,3,8,3,13,2,10
2919,,190002,13,3,13,2,8,2,13
2920,,191000,12,2,12,2,9,2,8
2921,,191001,11,3,11,3,10,3,12
2922,,191002,10,3,10,3,11,2,9
2923,,190000,9,3,9,2,12,2,11
2924,,190001,8,2,8,2,13,2,10
2925,,190002,13,3,13,3,8,3,13
2926,,191000,12,3,12,3,9,2,8
2927,,191001,11,3,11,2,10,2,12
2928,,191002,10,2,10,2,11,2,9
2929,,190000,9,3,9,3,12,3,11
2930,,190001,8,3,8,3,13,2,10
2931,,190002,13,3,13,2,8,2,13
2932,,191000,12,2,12,2,9,2,8
2933,,191001,11,3,11,3,10,3,12
2934,,191002,10,3,10,3,11,2,9
2935,,190000,9,3,9,2,12,2,11
2936,,190001,8,2,8,2,13,2,10
2937,,190002,13,3,13,3,8,3,13
2938,,191000,12,3,12,3,9,2,8
2939,,191001,11,3,11,2,10,2,12
2940,,191002,10,2,10,2,11,2,9
2941,,190000,9,3,9,3,12,3,11
2942,,190001,8,3,8,3,13,2,10
2943,,190002,13,3,13,2,8,2,13
2944,,191000,12,2,12,2,9,2,8
2945,,191001,11,3,11,3,10,3,12
2946,,191002,10,3,10,3,11,2,9
2947,,190000,9,3,9,2,12,2,11
2948,,190001,8,2,8,2,13,2,10
2949,,190002,13,3,13,3,8,3,13
2950,,191000,12,3,12,3,9,2,8
2951,,191001,11,3,11,2,10,2,12
2952,,191002,10,2,10,2,11,2,9
2953,,190000,9,3,9,3,12,3,11
2954,,190001,8,3,8,3,13,2,10
2955,,190002,13,3,13,2,8,2,13
2956,,191000,12,2,12,2,9,2,8
2957,,191001,11,3,11,3,10,3,12
2958,,191002,10,3,10,3,11,2,9
2959,,190000,9,3,9,2,12,2,11
2960,,190001,8,2,8,2,13,2,10
2961,,190002,13,3,13,3,8,3,13
2962,,191000,12,3,12,3,9,2,8
2963,,191001,11,3,11,2,10,2,12
2964,,191002,10,2,10,2,11,2,9
2965,,190000,9,3,9,3,12,3,11
2966,,190001,8,3,8,3,13,2,10
2967,,190002,13,3,13,2,8,2,13
2968,,191000,12,2,12,2,9,2,8
2969,,191001,11,3,11,3,10,3,12
2970,,191002,10,3,10,3,11,2,9
2971,,190000,9,3,9,2,12,2,11
2972,,190001,8,2,8,2,13,2,10
2973,,190002,13,3,13,3,8,3,13
2974,,191000,12,3,12,3,9,2,8
2975,,191001,11,3,11,2,10,2,12
2976,,191002,10,2,10,2,11,2,9
2977,,190000,9,3,9,3,12,3,11
2978,,190001,8,3,8,3,13,2,10
2979,,190002,13,3,13,2,8,2,13
2980,,191000,12,2,12,2,9,2,8
2981,,191001,11,3,11,3,10,3,12
2982,,191002,10,3,10,3,11,2,9
2983,,190000,9,3,9,2,12,2,11
2984,,190001,8,2,8,2,13,2,10
2985,,190002,13,3,13,3,8,3,13
2986,,191000,12,3,12,3,9,2,8
2987,,191001,11,3,11,2,10,2,12
2988,,191002,10,2,10,2,11,2,9
2989,,190000,9,3,9,3,12,3,11
2990,,190001,8,3,8,3,13,2,10
2991,,190002,13,3,13,2,8,2,13
2992,,191000,12,2,12,2,9,2,8
2993,,191001,11,3,11,3,10,3,12
2994,,191002,10,3,10,3,11,2,9
2995,,190000,9,3,9,2,12,2,11
2996,,190001,8,2,8,2,13,2,10
2997,,190002,13,3,13,3,8,3,13
2998,,191000,12,3,12,3,9,2,8
2999,,191001,11,3,11,2,10,2,12
3000,,191002,10,2,10,2,11,2,9
3001,,190000,8,3,8,3,5,3,8
3002,,190001,7,3,7,3,6,2,5
3003,,190002,6,3,6,3,7,1,7
3004,,191000,5,3,5,2,8,2,6
3005,,191001,8,3,8,2,5,1,8
3006,,191002,7,2,7,2,6,2,5
3007,,190000,6,2,6,2,7,1,7
3008,,190001,5,2,5,1,8,1,6
3009,,190002,8,1,8,1,5,1,8
3010,,191000,7,3,7,1,6,1,5
3011,,191001,6,3,6,3,7,3,7
3012,,191002,5,3,5,3,8,2,6
3013,,190000,8,3,8,3,5,1,8
3014,,190001,7,3,7,2,6,2,5
3015,,190002,6,3,6,2,7,1,7
3016,,191000,5,2,5,2,8,2,6
3017,,191001,8,2,8,2,5,1,8
3018,,191002,7,2,7,1,6,1,5
3019,,190000,6,1,6,1,7,1,7
3020,,190001,5,3,5,1,8,1,6
3021,,190002,8,3,8,3,5,3,8
3022,,191000,7,3,7,3,6,2,5
3023,,191001,6,3,6,3,7,1,7
3024,,191002,5,3,5,2,8,2,6
3025,,190000,8,3,8,2,5,1,8
3026,,190001,7,2,7,2,6,2,5
3027,,190002,6,2,6,2,7,1,7
3028,,191000,5,2,5,1,8,1,6
3029,,191001,8,1,8,1,5,1,8
3030,,191002,7,3,7,1,6,1,5
3031,,190000,6,3,6,3,7,3,7
3032,,190001,5,3,5,3,8,2,6
3033,,190002,8,3,8,3,5,1,8
3034,,191000,7,3,7,2,6,2,5
3035,,191001,6,3,6,2,7,1,7
3036,,191002,5,2,5,2,8,2,6
3037,,190000,8,2,8,2,5,1,8
3038,,190001,7,2,7,1,6,1,5
3039,,190002,6,1,6,1,7,1,7
3040,,191000,5,3,5,1,8,1,6
3041,,191001,8,3,8,3,5,3,8
3042,,191002,7,3,7,3,6,2,5
3043,,190000,6,3,6,3,7,1,7
3044,,190001,5,3,5,2,8,2,6
3045,,190002,8,3,8,2,5,1,8
3046,,191000,7,2,7,2,6,2,5
3047,,191001,6,2,6,2,7,1,7
3048,,191002,5,2,5,1,8,1,6
3049,,190000,8,1,8,1,5,1,8
3050,,190001,7,3,7,1,6,1,5
3051,,190002,6,3,6,3,7,3,7
3052,,191000,5,3,5,3,8,2,6
3053,,191001,8,3,8,3,5,1,8
3054,,191002,7,3,7,2,6,2,5
3055,,190000,6,3,6,2,7,1,7
3056,,190001,5,2,5,2,8,2,6
3057,,190002,8,2,8,2,5,1,8
3058,,191000,7,2,7,1,6,1,5
3059,,191001,6,1,6,1,7,1,7
3060,,191002,5,3,5,1,8,1,6
3061,,190000,8,3,8,3,5,3,8
3062,,190001,7,3,7,3,6,2,5
3063,,190002,6,3,6,3,7,1,7
3064,,191000,5,3,5,2,8,2,6
3065,,191001,8,3,8,2,5,1,8
3066,,191002,7,2,7,2,6,2,5
3067,,190000,6,2,6,2,7,1,7
3068,,190001,5,2,5,1,8,1,6
3069,,190002,8,1,8,1,5,1,8
3070,,191000,7,3,7,1,6,1,5
3071,,191001,6,3,6,3,7,3,7
3072,,191002,5,3,5,3,8,2,6
3073,,190000,8,3,8,3,5,1,8
3074,,190001,7,3,7,2,6,2,5
3075,,190002,6,3,6,2,7,1,7
