INDEX,NAME,TIP_TITLE,INFO,SKILL_ATLAS_NAME,SKILL_SPRITE_NAME,ICON,ATTACK_AFFECT,ATTACK_AFFECT_OBJECT,ATTACK_TARGET_RANGE,ATTACK_AFFECT_RATE,ADD_ATTACK_AFFECT_RATE,HIT_AFFECT,HIT_AFFECT_OBJECT,HIT_TARGET_RANGE,HIT_AFFECT_RATE,ADD_HIT_AFFECT_RATE,AUREOLA_AFFECT,AUREOLA_AFFECT_RANGE,AUREOLA_AFFECT_OBJECT,AUREOLA_AFFECT_RATE,AUREOLA_AFFECT_TIME,ITEM_TYPE,ITEM_ID,ITEM_NUM,COST_TYPE,COST_ID,COST_NUM,START_BATTLE,UPGRADE_BATTLE
41905,狂化 Lv.5,狂化 Lv.5,\n\n被攻击时，有[00ff00]18%[ffffff]概率增加自身攻击力[00ff00]435[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_2,0,0,0,0,0,0,41905,SELF,0,18,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
41906,狂化 Lv.6,狂化 Lv.6,\n\n被攻击时，有[00ff00]20%[ffffff]概率增加自身攻击力[00ff00]505[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_2,0,0,0,0,0,0,41906,SELF,0,20,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
41907,狂化 Lv.7,狂化 Lv.7,\n\n被攻击时，有[00ff00]22%[ffffff]概率增加自身攻击力[00ff00]575[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_2,0,0,0,0,0,0,41907,SELF,0,22,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
41908,狂化 Lv.8,狂化 Lv.8,\n\n被攻击时，有[00ff00]24%[ffffff]概率增加自身攻击力[00ff00]645[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_2,0,0,0,0,0,0,41908,SELF,0,24,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
41909,狂化 Lv.9,狂化 Lv.9,\n\n被攻击时，有[00ff00]26%[ffffff]概率增加自身攻击力[00ff00]715[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_2,0,0,0,0,0,0,41909,SELF,0,26,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
41910,狂化 Lv.10,狂化 Lv.10,\n\n被攻击时，有[00ff00]28%[ffffff]概率增加自身攻击力[00ff00]785[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_2,0,0,0,0,0,0,41910,SELF,0,28,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42001,幻影 Lv.1,幻影 Lv.1,\n\n被攻击时，有[00ff00]15%[ffffff]概率增加自身闪避[00ff00]20%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42001,SELF,0,15,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42002,幻影 Lv.2,幻影 Lv.2,\n\n被攻击时，有[00ff00]18%[ffffff]概率增加自身闪避[00ff00]30%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42002,SELF,0,18,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42003,幻影 Lv.3,幻影 Lv.3,\n\n被攻击时，有[00ff00]21%[ffffff]概率增加自身闪避[00ff00]40%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42003,SELF,0,21,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42004,幻影 Lv.4,幻影 Lv.4,\n\n被攻击时，有[00ff00]24%[ffffff]概率增加自身闪避[00ff00]50%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42004,SELF,0,24,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42005,幻影 Lv.5,幻影 Lv.5,\n\n被攻击时，有[00ff00]27%[ffffff]概率增加自身闪避[00ff00]60%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42005,SELF,0,27,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42006,幻影 Lv.6,幻影 Lv.6,\n\n被攻击时，有[00ff00]30%[ffffff]概率增加自身闪避[00ff00]70%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42006,SELF,0,30,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42007,幻影 Lv.7,幻影 Lv.7,\n\n被攻击时，有[00ff00]33%[ffffff]概率增加自身闪避[00ff00]80%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42007,SELF,0,33,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42008,幻影 Lv.8,幻影 Lv.8,\n\n被攻击时，有[00ff00]36%[ffffff]概率增加自身闪避[00ff00]90%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42008,SELF,0,36,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42009,幻影 Lv.9,幻影 Lv.9,\n\n被攻击时，有[00ff00]39%[ffffff]概率增加自身闪避[00ff00]100%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42009,SELF,0,39,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42010,幻影 Lv.10,幻影 Lv.10,\n\n被攻击时，有[00ff00]42%[ffffff]概率增加自身闪避[00ff00]110%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_33,0,0,0,0,0,0,42010,SELF,0,42,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42101,梵灵 Lv.1,梵灵 Lv.1,\n\n被攻击时，有[00ff00]15%[ffffff]概率恢复自身生命[00ff00]250[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42101,SELF,0,15,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42102,梵灵 Lv.2,梵灵 Lv.2,\n\n被攻击时，有[00ff00]18%[ffffff]概率恢复自身生命[00ff00]370[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42102,SELF,0,18,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42103,梵灵 Lv.3,梵灵 Lv.3,\n\n被攻击时，有[00ff00]21%[ffffff]概率恢复自身生命[00ff00]490[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42103,SELF,0,21,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42104,梵灵 Lv.4,梵灵 Lv.4,\n\n被攻击时，有[00ff00]24%[ffffff]概率恢复自身生命[00ff00]610[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42104,SELF,0,24,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42105,梵灵 Lv.5,梵灵 Lv.5,\n\n被攻击时，有[00ff00]27%[ffffff]概率恢复自身生命[00ff00]730[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42105,SELF,0,27,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42106,梵灵 Lv.6,梵灵 Lv.6,\n\n被攻击时，有[00ff00]30%[ffffff]概率恢复自身生命[00ff00]850[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42106,SELF,0,30,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42107,梵灵 Lv.7,梵灵 Lv.7,\n\n被攻击时，有[00ff00]33%[ffffff]概率恢复自身生命[00ff00]970[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42107,SELF,0,33,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42108,梵灵 Lv.8,梵灵 Lv.8,\n\n被攻击时，有[00ff00]36%[ffffff]概率恢复自身生命[00ff00]1090[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42108,SELF,0,36,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42109,梵灵 Lv.9,梵灵 Lv.9,\n\n被攻击时，有[00ff00]39%[ffffff]概率恢复自身生命[00ff00]1210[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42109,SELF,0,39,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
42110,梵灵 Lv.10,梵灵 Lv.10,\n\n被攻击时，有[00ff00]42%[ffffff]概率恢复自身生命[00ff00]1330[ffffff]点,SkillAtlas,skill_critic_47,0,0,0,0,0,0,42110,SELF,0,42,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50101,断劲 Lv.1,断劲 Lv.1,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]15%[ffffff]概率使目标受到伤害额外增加[00ff00]155[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50101,TARGET,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50102,断劲 Lv.2,断劲 Lv.2,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]18%[ffffff]概率使目标受到伤害额外增加[00ff00]225[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50102,TARGET,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50103,断劲 Lv.3,断劲 Lv.3,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]21%[ffffff]概率使目标受到伤害额外增加[00ff00]295[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50103,TARGET,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50104,断劲 Lv.4,断劲 Lv.4,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]24%[ffffff]概率使目标受到伤害额外增加[00ff00]365[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50104,TARGET,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50105,断劲 Lv.5,断劲 Lv.5,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]27%[ffffff]概率使目标受到伤害额外增加[00ff00]435[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50105,TARGET,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50106,断劲 Lv.6,断劲 Lv.6,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]30%[ffffff]概率使目标受到伤害额外增加[00ff00]505[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50106,TARGET,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50107,断劲 Lv.7,断劲 Lv.7,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]33%[ffffff]概率使目标受到伤害额外增加[00ff00]575[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50107,TARGET,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50108,断劲 Lv.8,断劲 Lv.8,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]36%[ffffff]概率使目标受到伤害额外增加[00ff00]645[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50108,TARGET,0,36,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50109,断劲 Lv.9,断劲 Lv.9,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]39%[ffffff]概率使目标受到伤害额外增加[00ff00]715[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50109,TARGET,0,39,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50110,断劲 Lv.10,断劲 Lv.10,\n\n使杨戬能够攻击面前所有敌人，攻击时，有[00ff00]42%[ffffff]概率使目标受到伤害额外增加[00ff00]785[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_42,0,50110,TARGET,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50201,锁敌 Lv.1,锁敌 Lv.1,\n\n攻击时，有[00ff00]15%[ffffff]概率降低目标闪避[00ff00]20[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50201,TARGET,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50202,锁敌 Lv.2,锁敌 Lv.2,\n\n攻击时，有[00ff00]18%[ffffff]概率降低目标闪避[00ff00]30[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50202,TARGET,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50203,锁敌 Lv.3,锁敌 Lv.3,\n\n攻击时，有[00ff00]21%[ffffff]概率降低目标闪避[00ff00]40[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50203,TARGET,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50204,锁敌 Lv.4,锁敌 Lv.4,\n\n攻击时，有[00ff00]24%[ffffff]概率降低目标闪避[00ff00]50[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50204,TARGET,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50205,锁敌 Lv.5,锁敌 Lv.5,\n\n攻击时，有[00ff00]27%[ffffff]概率降低目标闪避[00ff00]60[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50205,TARGET,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50206,锁敌 Lv.6,锁敌 Lv.6,\n\n攻击时，有[00ff00]30%[ffffff]概率降低目标闪避[00ff00]70[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50206,TARGET,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50207,锁敌 Lv.7,锁敌 Lv.7,\n\n攻击时，有[00ff00]33%[ffffff]概率降低目标闪避[00ff00]80[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50207,TARGET,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50208,锁敌 Lv.8,锁敌 Lv.8,\n\n攻击时，有[00ff00]36%[ffffff]概率降低目标闪避[00ff00]90[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50208,TARGET,0,36,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50209,锁敌 Lv.9,锁敌 Lv.9,\n\n攻击时，有[00ff00]39%[ffffff]概率降低目标闪避[00ff00]100[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50209,TARGET,0,39,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50210,锁敌 Lv.10,锁敌 Lv.10,\n\n攻击时，有[00ff00]42%[ffffff]概率降低目标闪避[00ff00]110[ffffff]点，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_18,0,50210,TARGET,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50301,寒裂 Lv.1,寒裂 Lv.1,\n\n攻击时，有[00ff00]10%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50301,TARGET,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50302,寒裂 Lv.2,寒裂 Lv.2,\n\n攻击时，有[00ff00]13%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50302,TARGET,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50303,寒裂 Lv.3,寒裂 Lv.3,\n\n攻击时，有[00ff00]16%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50303,TARGET,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50304,寒裂 Lv.4,寒裂 Lv.4,\n\n攻击时，有[00ff00]19%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50304,TARGET,0,19,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50305,寒裂 Lv.5,寒裂 Lv.5,\n\n攻击时，有[00ff00]22%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50305,TARGET,0,22,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50306,寒裂 Lv.6,寒裂 Lv.6,\n\n攻击时，有[00ff00]25%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50306,TARGET,0,25,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50307,寒裂 Lv.7,寒裂 Lv.7,\n\n攻击时，有[00ff00]28%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50307,TARGET,0,28,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50308,寒裂 Lv.8,寒裂 Lv.8,\n\n攻击时，有[00ff00]31%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50308,TARGET,0,31,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50309,寒裂 Lv.9,寒裂 Lv.9,\n\n攻击时，有[00ff00]34%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50309,TARGET,0,34,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50310,寒裂 Lv.10,寒裂 Lv.10,\n\n攻击时，有[00ff00]37%[ffffff]概率使目标冻结，持续[00ff00]3[ffffff]秒,SkillAtlas,skill_critic_15,0,50310,TARGET,0,37,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50401,致毒 Lv.1,致毒 Lv.1,\n\n攻击时，有[00ff00]15%[ffffff]概率使目标中毒，每秒受到[00ff00]250[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50401,TARGET,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50402,致毒 Lv.2,致毒 Lv.2,\n\n攻击时，有[00ff00]18%[ffffff]概率使目标中毒，每秒受到[00ff00]370[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50402,TARGET,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50403,致毒 Lv.3,致毒 Lv.3,\n\n攻击时，有[00ff00]21%[ffffff]概率使目标中毒，每秒受到[00ff00]490[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50403,TARGET,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50404,致毒 Lv.4,致毒 Lv.4,\n\n攻击时，有[00ff00]24%[ffffff]概率使目标中毒，每秒受到[00ff00]610[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50404,TARGET,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50405,致毒 Lv.5,致毒 Lv.5,\n\n攻击时，有[00ff00]27%[ffffff]概率使目标中毒，每秒受到[00ff00]730[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50405,TARGET,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50406,致毒 Lv.6,致毒 Lv.6,\n\n攻击时，有[00ff00]30%[ffffff]概率使目标中毒，每秒受到[00ff00]850[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50406,TARGET,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50407,致毒 Lv.7,致毒 Lv.7,\n\n攻击时，有[00ff00]33%[ffffff]概率使目标中毒，每秒受到[00ff00]970[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50407,TARGET,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50408,致毒 Lv.8,致毒 Lv.8,\n\n攻击时，有[00ff00]36%[ffffff]概率使目标中毒，每秒受到[00ff00]1090[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50408,TARGET,0,36,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50409,致毒 Lv.9,致毒 Lv.9,\n\n攻击时，有[00ff00]39%[ffffff]概率使目标中毒，每秒受到[00ff00]1210[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50409,TARGET,0,39,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50410,致毒 Lv.10,致毒 Lv.10,\n\n攻击时，有[00ff00]42%[ffffff]概率使目标中毒，每秒受到[00ff00]1330[ffffff]点伤害，持续[00ff00]8[ffffff]秒,SkillAtlas,skill_critic_23,0,50410,TARGET,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50501,邪心 Lv.1,邪心 Lv.1,\n\n攻击时，有[00ff00]15%[ffffff]概率点燃目标，每秒受到[00ff00]250[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50501,TARGET,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50502,邪心 Lv.2,邪心 Lv.2,\n\n攻击时，有[00ff00]18%[ffffff]概率点燃目标，每秒受到[00ff00]370[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50502,TARGET,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50503,邪心 Lv.3,邪心 Lv.3,\n\n攻击时，有[00ff00]21%[ffffff]概率点燃目标，每秒受到[00ff00]490[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50503,TARGET,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50504,邪心 Lv.4,邪心 Lv.4,\n\n攻击时，有[00ff00]24%[ffffff]概率点燃目标，每秒受到[00ff00]610[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50504,TARGET,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50505,邪心 Lv.5,邪心 Lv.5,\n\n攻击时，有[00ff00]27%[ffffff]概率点燃目标，每秒受到[00ff00]730[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50505,TARGET,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50506,邪心 Lv.6,邪心 Lv.6,\n\n攻击时，有[00ff00]30%[ffffff]概率点燃目标，每秒受到[00ff00]850[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50506,TARGET,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50507,邪心 Lv.7,邪心 Lv.7,\n\n攻击时，有[00ff00]33%[ffffff]概率点燃目标，每秒受到[00ff00]970[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50507,TARGET,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50508,邪心 Lv.8,邪心 Lv.8,\n\n攻击时，有[00ff00]36%[ffffff]概率点燃目标，每秒受到[00ff00]1090[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50508,TARGET,0,36,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50509,邪心 Lv.9,邪心 Lv.9,\n\n攻击时，有[00ff00]39%[ffffff]概率点燃目标，每秒受到[00ff00]1210[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50509,TARGET,0,39,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50510,邪心 Lv.10,邪心 Lv.10,\n\n攻击时，有[00ff00]42%[ffffff]概率点燃目标，每秒受到[00ff00]1330[ffffff]点伤害，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_11,0,50510,TARGET,0,42,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50601,神虚 Lv.1,神虚 Lv.1,\n\n攻击时，有[00ff00]15%[ffffff]概率增加自身攻击力00ff00]150%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50601,TARGET,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50602,神虚 Lv.2,神虚 Lv.2,\n\n攻击时，有[00ff00]18%[ffffff]概率增加自身攻击力00ff00]220%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50602,TARGET,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50603,神虚 Lv.3,神虚 Lv.3,\n\n攻击时，有[00ff00]21%[ffffff]概率增加自身攻击力00ff00]290%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50603,TARGET,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50604,神虚 Lv.4,神虚 Lv.4,\n\n攻击时，有[00ff00]24%[ffffff]概率增加自身攻击力00ff00]360%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50604,TARGET,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50605,神虚 Lv.5,神虚 Lv.5,\n\n攻击时，有[00ff00]27%[ffffff]概率增加自身攻击力00ff00]430%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50605,TARGET,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50606,神虚 Lv.6,神虚 Lv.6,\n\n攻击时，有[00ff00]30%[ffffff]概率增加自身攻击力00ff00]500%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50606,TARGET,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50607,神虚 Lv.7,神虚 Lv.7,\n\n攻击时，有[00ff00]33%[ffffff]概率增加自身攻击力00ff00]570%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50607,TARGET,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
50608,神虚 Lv.8,神虚 Lv.8,\n\n攻击时，有[00ff00]36%[ffffff]概率增加自身攻击力00ff00]640%[ffffff]，持续[00ff00]5[ffffff]秒,SkillAtlas,skill_critic_4,0,50608,TARGET,0,36,0,0,0,0,0,0,0,0,0,0,0,1,1003,5,2,0,1000,500,5
