INDEX,ISLEFT,DIALOG,NEXT,MODEL,SCALE,OFFSET,BACKUP,SOUND
30029,0,情况如何？,30030,102064,1.6,0,0,0
30030,1,那小屋很有问题，它底下有个很深的地道，堆满了机关木偶，并没有失踪的少年。,0,190000,1.7,0,新手引导用于神器装备,0
30031,0,看来你还需要增强灵力！,30032,102064,1.6,0,0,0
30032,0,强大的神器可以增强你自身的基础能力，善加利用吧,0,102064,1.6,0,引导进入第三关战斗,0
30033,0,失踪事件越来越频繁，调查的进度要加快了！,30034,102064,1.6,0,0,0
30034,1,好吧，我这次就当一次地鼠，去那地道里探探。,0,190000,1.7,0,0,0
30035,0,为了万无一失，你还是找个帮手吧。就算你折在里面，也能有人给我报个信。,30036,102064,1.6,0,0,0
30036,1,听着真让人火大…,30037,190000,1.7,0,0,0
30037,0,我帮你联系了个帮手，他会助你一臂之力！,0,102064,1.6,0,新手引导用于召唤好友,0
30038,0,快，把帮手叫出来！！,0,102064,1.6,0,第三关战斗结束对话,0
30039,0,总算出来了，幸亏我机灵！,30040,191000,1.6,0,0,0
30040,1,明明是我智勇无双！,30041,190000,1.7,0,0,0
30041,0,咦？你…我是不是见过你？,30042,191000,1.6,0,0,0
30042,1,啧！搭讪的手段真拙劣。,0,190000,1.7,0,天魔出现对话,0
30043,1,天呐！这…这是什么？,30044,190000,1.7,0,0,0
30044,0,五境动荡，乱相丛生。恐怕这是上界逃窜下来的妖魔！,30045,102064,1.6,0,0,0
30045,0,以你现在的力量恐怕无法对抗它，需要更为强大的灵将才行。,0,102064,1.7,0,新手引导用于添加好友,0
30046,0,听你的描述，这怕是操纵人灵魂的妖魔！,30047,102064,1.6,0,0,0
30047,1,年轻人真是人不可貌相啊！,30048,102064,1.7,0,0,0
30048,0,虽说是夸奖，却让人高兴不起来啊…这家伙真是不会说话！,30049,190000,1.6,0,0,0
30049,1,这位少侠是谁？,30050,102064,1.7,0,0,0
30050,0,路上捡来的…,30051,190000,1.6,0,0,0
30051,0,也罢，你如今确实需要结交更多的朋友！,30052,102064,1.6,0,0,0
30052,0,在这里，可以找到志同道合的伙伴！出发吧，开始你的降妖除魔的征程吧！,0,102064,1.6,0,0,0
40001,0,这……这是最后的机关木偶了吧？,40002,191000,1.6,0,0,0
40002,1,应该不是。,40003,190000,1.6,0,0,0
40003,1,我想那个才是最后的！,40004,190000,1.6,0,0,0
40004,0,咯吱咯吱——,0,102021,1.6,0,结束时对话,0
40005,0,上师饶命！,40006,103182,1.6,0,0,0
40006,1,居然是个小孩子？,40007,191000,1.6,0,0,0
40007,0,呆子！这分明是一只符鬼！,40008,190000,1.6,0,0,0
40008,0,你为何作恶？,40009,190000,1.6,0,0,0
40009,0,我没有！我……我只是太寂寞，想有人来陪我……,40010,103182,1.6,0,0,0
40010,1,陪你？就把他们的魂魄都囚禁在机甲人偶里？,40011,191000,1.6,0,0,0
40011,0,书上说，这样他们就会永远陪着我。,40012,103182,1.6,0,0,0
40012,1,摄魂傀儡术？！这可是极为稀有的秘籍，你区区一只符鬼是怎么得到的？,40013,191000,1.6,0,0,0
40013,0,上月初三，我在这小屋外捡的。,0,103182,1.6,0,0,0
40014,0,无双，谢谢你相信我并没有偷窃大家的…贴身衣物。,40015,191000,1.6,0,0,0
40015,1,咳，我是知道你的身手，根本不可能在众人的眼皮底下偷窃。,40016,190000,1.6,0,0,0
40016,0,……,40017,191000,1.6,0,0,0
40017,0,那谢谢你来帮我调查。,40018,191000,1.6,0,0,0
40018,1,快别罗嗦了，瞧，寻踪符往火境方向飞去了。,0,190000,1.6,0,0,0
40019,0,无双，你……你来看看，这可是赵大姐的裹脚布？,40020,191000,1.6,0,0,0
40020,1,正是！,40021,190000,1.6,0,0,0
40021,1,瞧，那边那棵奇怪的大树上，似乎挂满了衣物。,40022,190000,1.6,0,0,0
40022,0,看来此处就是那小贼的老巢了，我们一窝端了它！,0,191000,1.6,0,结束时对话,0
40023,0,哪跑！你这该死的小贼，居然让小爷替你背黑锅！看招！,40024,191000,1.6,0,0,0
40024,1,哎呦！别打脸，别打我这张如花似玉貌比潘安的俊脸！,40025,102033,1.6,0,0,0
40025,0,大言不惭！就你这一脸猥琐相，我打那是帮你整容！,0,191000,1.6,0,0,0
40026,0,上官欢！你在不在？我要回师门啦！,40027,190000,1.6,0,0,0
40027,1,回…师门？今天么？我…我恐怕没办法送你了，祝你一路顺风。,40028,191000,1.6,0,0,0
40028,0,咦，你看起来不太妙啊。,40029,190000,1.6,0,0,0
40029,1,我昨晚练功时，灵气失控，现在……,40030,191000,1.6,0,0,0
40030,0,什么？！你怕是走火入魔了！,0,190000,1.6,0,结束时对话,0
40031,0,这是怎么回事？自灵清门镇守水境以来，从来妖魔降伏，百姓安乐，哪来如此多的妖兽作乱？,40032,190000,1.6,0,0,0
40032,1,无双姐姐！听小妖们说，似乎是灵清门出了变故呢！,40033,102154,1.6,0,0,0
40033,0,师门出了变故？有父亲在，这些小妖翻不出什么风浪。,40034,190000,1.6,0,0,0
40034,0,不过……我们还是尽快赶回去妥当。,0,190000,1.6,0,0,0
40035,0,何方妖孽居然敢在灵清门山前挑衅！,40036,190000,1.6,0,0,0
40036,1,恩？这位小哥看起来面色不好，不如让奴家帮你调理一番？保证手到病除哦～,40037,103231,1.6,0,0,0
40037,0,上官欢，她在魅惑你！别看她的眼睛！,40038,190000,1.6,0,0,0
40038,1,别逗了，我现在内息混乱，头晕眼花，哪看得见她抛来的媚眼啊！,40039,191000,1.6,0,0,0
40039,1,哼！罢了，待我率领众妖一统水境，何愁没有纳阳的男子。,40040,103231,1.6,0,0,0
40040,0,你这狐妖竟敢在我灵清门前作乱，今日我必要替天行道！,0,190000,1.6,0,结束时对话,0
40041,1,父亲说，得饶人处且饶人，这妖狐虽有错却不致死，且留她一命吧。,40042,190000,1.6,0,0,0
40042,0,那便饶她一次！,0,191000,1.6,0,0,0
40043,0,上官，你动作快点，别磨磨蹭蹭的。,40044,190000,1.6,0,0,0
40044,0,封灵之术基础最重要，我父亲说，你虽天赋极佳，却根基不稳，正因如此才有上次的走火入魔。,40045,190000,1.6,0,0,0
40045,1,真的么？师父居然夸我有天赋？！哈哈哈，真是太棒了！,40046,191000,1.6,0,0,0
40046,0,这不是重点！！,40047,190000,1.6,0,0,0
40047,0,总之，此次前往上阳境，事事都要听我的，你明白了么？,40048,190000,1.6,0,0,0
40048,1,我有选择嘛？,40049,191000,1.6,0,0,0
40049,0,没有！,40050,190000,1.6,0,0,0
40050,1,哦，那走吧。,0,191000,1.6,0,0,0
40051,0,这…这究竟是什么地方？我怎么觉得已经路过这里很多次了，都快和这棵大树有感情了。,40052,190000,1.6,0,0,0
40052,1,我想，我们怕是误入了一个幻阵。,40053,191000,1.6,0,0,0
40053,1,才发现喵？,40054,103064,1.6,0,0,0
40054,0,猫道！难道你早就发觉了？那你为什么不提醒我们？,40055,191000,1.6,0,0,0
40055,1,懒～喵～,40056,103064,1.6,0,0,0
40056,0,……,40057,191000,1.6,0,0,0
40057,1,算了，现在要紧的是破阵，只要找到阵眼，我们就能走出这里。,40058,190000,1.6,0,0,0
40058,1,但凡阵眼都有异象…,40059,103064,1.6,0,0,0
40059,0,哎～别说那么多听不明白的，猫道，现在你指哪打哪！,40060,191000,1.6,0,0,0
40060,0,就是这棵你快有感情的大树喵～,0,103064,1.6,0,结束时对话,0
40061,0,这该死的小浣熊，竟敢让小爷我绕着大树转圈圈！,40062,191000,1.6,0,0,0
40062,1,放……放开我！是你们自己踩了我的幻术，我只是在保护蝶蝶！,40063,102114,1.6,0,0,0
40063,0,呦呵！还敢顶嘴！看小爷我……,40064,191000,1.6,0,0,0
40064,0,行了！欺负弱小也不脸红。小浣熊，你方才说，你在保护谁？,40065,190000,1.6,0,0,0
40065,1,几日前，下阴境的入口涌入了好多妖怪，蝶蝶就受了重伤……,40066,102114,1.6,0,0,0
40066,0,越讲我越糊涂，无双，我看我们还是亲自去一趟比较稳妥。,0,191000,1.6,0,0,0
40067,1,啧啧啧，这下阴境的入口也太磕碜了点。,40068,191000,1.6,0,0,0
40068,0,不，这应该是发生了不止一次的爆炸才会变成如此摸样。,40069,190000,1.6,0,0,0
40069,0,（轰隆隆！）,40070,190000,1.6,0,0,0
40070,0,怎么回事？,40071,190000,1.6,0,0,0
40071,1,快让开快让开！女王又征婚啦，大家快逃啊！,0,103135,1.6,0,0,0
40072,0,真是岂有此理！本王貌美如花法力无边，你们一个个居然如此不开眼！,40073,104067,1.6,0,0,0
40073,1,姻缘本就是两情相悦之事，你这般强横无理，自然是无人敢应。,40074,190000,1.6,0,0,0
40074,0,哼，你是何人？胆敢在我面前大放厥词！我今日岂能容你！,0,104067,1.6,0,0,0
40075,1,上师本领高强，为人正直，正是本王，哦不，奴家所寻之人。,40076,104067,1.6,0,0,0
40076,0,嗯？？什么情况？,40077,191000,1.6,0,0,0
40077,1,上师赢了擂台，奴家，已经是你的人了…,40078,104067,1.6,0,0,0
40078,0,从了吧喵~就当为民除害喵~,40079,103064,1.6,0,0,0
40079,0,咳咳咳！,0,190000,1.6,0,0,0
40080,0,父亲真是纵容你，仅凭你一句梦话，居然就放你出山门了，想当初我可是费尽心力也没能如愿。,40081,190000,1.6,0,0,0
40081,1,什么叫一句梦话！我的梦可是十分灵验的预言梦，我还梦见过你…,40082,191000,1.6,0,0,0
40082,0,嗯？梦见我什么？,40083,190000,1.6,0,0,0
40083,1,（殒命这样的话太不吉利…还是…）,40084,191000,1.6,0,0,0
40084,1,咳，没什么。别的不说，那王大婶对我多年照顾，若是真有意外我却未能救助，只怕此生不安，从此灵心受阻，修业再无寸进…,40085,191000,1.6,0,0,0
40085,0,停停停，救人乃是善行，我就不与你计较了。你且来看看这张宣传告示，我记得以前是没有的。,40086,190000,1.6,0,0,0
40086,1,马戏剧场？这种活动为何会将地点定在森林中？无双你怎么看？,40087,191000,1.6,0,0,0
40087,0,必有蹊跷！,0,190000,1.6,0,0,0
40088,0,这位王大婶可真是人不可貌相，居然还是戏班子的忠实铁粉！,40089,190000,1.6,0,0,0
40089,1,咳咳，人都有自己的志趣。,40090,191000,1.6,0,0,0
40090,0,是啊，这位大妈的志趣可真不一般，喜欢闯妖怪巢穴，还闯得这么深，真是醉了。,40091,190000,1.6,0,0,0
40091,1,嘘，你少说两句，被发现了就……,40092,191000,1.6,0,0,0
40092,0,别躲了，我想，我们已经被发现了。,40093,190000,1.6,0,0,0
40093,1,欢迎来到妖怪马戏团，你们一定会成为我们忠实的观众哦~！,0,204081,1.6,0,0,0
40094,1,念你二人未伤人命，此次便不予追究了，若有下次，定不轻饶！,40095,190000,1.6,0,0,0
40095,0,是是是，其实我们这种天生丽质的明星也是很难做的，毕竟我们走的是亲民路线。,40096,204081,1.6,0,0,0
40096,1,快走快走！天生丽质？小爷的审美都要被你俩毁了！,0,191000,1.6,0,0,0
40097,0,不知那三纹幽炎草是否能帮助大师兄的提升修为。,40098,190000,1.6,0,0,0
40098,1,师傅说行，那一定没问题啦。,40099,191000,1.6,0,0,0
40099,0,你倒是万事不担忧。,40100,190000,1.6,0,0,0
40100,1,谁说的，我现在就很担忧，你不觉得这一路上越来越多的妖兽在奔逃么？,0,191000,1.6,0,0,0
40101,1,吼~~~~,40102,205051,1.6,0,0,0
40102,0,这是什么妖兽？好强的妖力！,40103,191000,1.6,0,0,0
40103,1,上官你看！那，那是不是三纹幽炎草！,40104,190000,1.6,0,0,0
40104,0,我明白了！这妖兽是仙草的守护妖兽，看来这株草即将成熟，他正在清场呢！,40105,191000,1.6,0,0,0
40105,1,那我们怎么办？,40106,190000,1.6,0,0,0
40106,0,还能怎么办，当然是开打咯！,0,191000,1.6,0,0,0
40107,1,呼！总算搞定！累死小爷我了。,40108,191000,1.6,0,0,0
40108,0,这次，多亏了你。,40109,190000,1.6,0,0,0
40109,1,别客气，这次我也收获颇丰啊。不知道这妖兽的巢穴里还有没有好东西。,40110,191000,1.6,0,0,0
40110,1,咦！无双你快来，这里，这里有个受伤的女孩！,40111,191000,1.6,0,0,0
40111,0,她伤势严重，我们还是带她回师门吧！,40112,190000,1.6,0,0,0
40112,1,（这姑娘在如此凶兽地盘中藏身，实在颇为怪异。）,0,191000,1.6,0,0,0
40113,1,大师兄不要！呼~又是梦…糟糕，我竟然在师傅的训导课上睡着了！,40114,191000,1.6,0,0,0
40114,1,可是，大师兄为什么会伏击师傅呢？要不要和无双商量呢？她和大师兄感情那么好，恐怕不会相信我这几句梦言…,40115,191000,1.6,0,0,0
40115,0,上官当心！,40116,190000,1.6,0,0,0
40116,1,你想什么呢？试炼谷虽说有师兄们坐镇，但也十分危险，你还一直在走神。,40117,190000,1.6,0,0,0
40117,0,无…无双，你还记得我的预言梦么？我，我梦见大师兄他，他伏击了师傅…,40118,191000,1.6,0,0,0
40118,1,怎…怎么可能！！他的心魔之症明明已经…,0,190000,1.6,0,0,0
40119,0,无双小心！好重的魔气！,40120,191000,1.6,0,0,0
40120,0,这...怎么会这样？大师兄还在洞中闭关，怎么会有魔气四溢？,40121,190000,1.6,0,0,0
40121,1,何人喧噪？,40122,205011,1.6,0,0,0
40122,0,你？你不是大师兄！,40123,190000,1.6,0,0,0
40123,1,不，他是，但他是被心魔侵袭的大师兄...,0,191000,1.6,0,0,0
40124,0,无双，你也莫要太过伤心，大师兄心神受损，此时被封印，也是权宜之计，他日我们必能想到解救他的办法……,0,191000,1.6,0,0,0
40125,0,站住！你们可知我是何人？,40126,204033,1.6,0,0,0
40126,1,笑话，你是谁这种问题，问我们这些陌生人，你觉得合适么？,40127,191000,1.6,0,0,0
40127,0,大胆！我可是战无不胜的武神大人，你们识相的就乖乖留下钱袋，否则别怪我不客气。,40128,204033,1.6,0,0,0
40128,1,嘿，打劫？正好，小爷我专管打劫，专制各种不服！,0,191000,1.6,0,0,0
40129,0,别跑！来与我大战三百回合！,40130,205181,1.6,0,0,0
40130,1,青天白日大喊这种话，真是不知羞耻！,40131,191000,1.6,0,0,0
40131,1,看来花卿说的没错，他应该就是伤她的“正牌”武神。,40132,190000,1.6,0,0,0
40132,0,你二人居然不怕我，好好好！便与我大战一场！,0,205181,1.6,0,0,0
40133,0,唔，发生了什么事？,40134,205181,1.6,0,0,0
40134,1,不会吧，被打败你就装失忆，要不要这么无耻？,40135,191000,1.6,0,0,0
40135,0,我，我做了什么？,40136,205181,1.6,0,0,0
40136,1,你不记得自己寻隙挑战的事情么？,40137,190000,1.6,0,0,0
40137,0,我？我身负重伤，又怎么会做这等损人不利己之事…,40138,205181,1.6,0,0,0
40138,1,这不可能，我和上官都未下重手，你怎么受如此重伤？！,40139,190000,1.6,0,0,0
40139,0,无双，他似乎中了某种阴邪之术，被控制了神智，恐怕唯有在下阴境才有得救。,0,191000,1.6,0,0,0
40140,0,这怨气…好臭…,40141,190000,1.6,0,0,0
40141,0,这里的妖兽都受到了怨气的侵蚀，变得异常凶残，上官，你小心些。,40142,190000,1.6,0,0,0
40142,1,我是没什么，就是这大块头似乎情况不太妙。,40143,191000,1.6,0,0,0
40143,1,而且我瞧着这怨气之浓，引起下阴境异变只是时间问题。,40144,191000,1.6,0,0,0
40144,0,嗯，我们必须找到这怨气的来源，否则…,0,190000,1.6,0,0,0
40145,0,奇怪，无双你有没有见到花卿？自从进入下阴境，她似乎就不见了，不会是被暴走的妖兽叼走了吧？,40146,191000,1.6,0,0,0
40146,1,嘻嘻，上官，你是在找我么？,40147,205205,1.6,0,0,0
40147,0,你！你是花卿？,40148,190000,1.6,0,0,0
40148,1,花卿？那是很久以前的名字了，我现在的名字，叫阴姬！,0,205205,1.6,0,0,0
40149,0,糟糕！方才那只是她的幻影，我们中了她的调虎离山之计！,40150,191000,1.6,0,0,0
40150,1,多谢你们二人将武神之魂带来与我，本来以我之力是办不到的。,40151,205205,1.6,0,0,0
40151,1,上官！我…我似乎中招了…,40152,190000,1.6,0,0,0
40152,0,你吸入了太多的怨气，别怕，我带你离开！,40153,191000,1.6,0,0,0
40153,1,可是那阴姬…,40154,190000,1.6,0,0,0
40154,0,你的伤重要，她…我们来日方长！,0,191000,1.6,0,0,0
5001101,0,修行的十分神速啊！现在已经可以去报名参加竞技场了！,5001102,30053,1.6,0,0,0
5001102,0,我带你去竞技场看看吧！,0,30053,1.6,0,0,0
5001103,0,瞧，人山人海吧！这里可是扬名立万的最佳场所，五境封灵师都在这里，可谓高手如云！,5001104,30053,1.6,0,0,0
5001104,0,在这里挑战其他封灵师将获得[FF0000]声望[FFFFFF]哦！,5001105,30053,1.6,0,0,0
5001105,0,而在这里挑战的名次越高，获得的[FF0000]声望[FFFFFF]也就越多。,5001106,30053,1.6,0,0,0
5001106,0,来，挑个对手吧！,0,30053,1.6,0,0,0
5001107,0,呀吼！获得了比我想象中更多地[FF0000]声望[FFFFFF]呢！,0,30053,0,0,0,0
5001108,0,[FF0000]声望[FFFFFF]可以在[FF0000]声望[FFFFFF]商铺换到不少好东西，连珍贵的[FF0000]技能秘籍[FFFFFF]也有哦！,5001109,30053,1.6,0,0,0
5001109,0,还有还有，竞技场[FF0000]前一千名[FFFFFF]的高手，每天都将获得额外的[FF0000]声望[FFFFFF]奖励哦！,5001110,30053,1.6,0,0,0
5001110,1,听起来福利很优厚啊，伸伸腿拉拉筋，我们向着第一进发吧！,0,50001,1.6,0,0,0
5001111,0,可不要太大意，五境藏龙卧虎，想要第一还是需要很强的实力的。,0,30053,1.6,0,0,0
5001112,0,你的进步很快，现在，是时候为自己配置几件像样的神器了！,5001113,30053,1.6,0,0,0
5001113,0,神器是汲取天地精华的至宝，能够提升灵将的攻击和生命力，是非常强大的存在。,5001114,30053,1.6,0,0,0
5001114,0,现在，就一起去夺宝吧。,0,30053,1.6,0,0,0
5001115,0,神器是提升战力强有力的辅力，但是也需要佩戴才有效力哦！,5001116,30053,1.6,0,0,0
5001116,0,去队伍中佩戴上神器吧！,0,30053,1.6,0,0,0
5001117,0,一次可以同时佩戴两种神器，搭配齐全会大大提升战斗力。,0,30053,1.6,0,0,0
5001118,0,神器可以通过消耗其他神器进行强化精炼，提升品质，提升后会变得更具威力。,0,30053,1.6,0,0,0
5001119,0,我们已经得到不少[ff9900]星相石碎片[FFFFFF]了，究竟应该如何使用它们呢？,5001120,30053,1.6,0,0,0
5001120,0,[ff9900]星相石碎片[FFFFFF]可以激活星相中封印的星相神力，善加利用将会使你更加强大。,5001121,30053,1.6,0,0,0
5001121,0,以你现在的修为，应该可以承受这等力量了，我带你去激活星相吧。,0,30053,1.6,0,0,0
5001122,0,激活第一颗星相可以获得全体攻击加成，待到几个特殊的星相被激活，星相神力将改变你的资质，使你进阶为紫色及橙色！,5001123,30053,1.6,0,0,0
5001123,1,[ff9900]星相石碎片[FFFFFF]果然威能无穷，我们必须尽快找到其余[ff9900]星相石碎片[FFFFFF]的下落。,5001124,50001,1.6,0,0,Sound/dub/jiang_17
5001124,0,无双姐姐不用心急，每章副本首次通关都将获得[ff9900]星相石碎片[FFFFFF]。,0,30053,1.6,0,0,0
5001125,0,干的漂亮！现在的战力完全可以进入封灵塔进行试炼。,5001126,30053,1.6,0,0,0
5001126,0,有没有兴趣现在去挑战试试看？,5001127,30053,1.6,0,0,0
5001127,1,正合我意！,0,50001,1.6,0,0,0
5001128,0,封灵塔中封有数目庞大的神兵利器，是获得装备最快的途径，但是每一层都有妖魔盘守。,5001129,30053,1.6,0,0,0
5001129,0,挑战的层数越高，获得的[FF0000]封灵符[FFFFFF]越多，[FF0000]封灵符[FFFFFF]可以在装备商铺中兑换装备。,0,30053,1.6,0,0,0
5001130,0,少侠若要获得高级的装备，那就努力向着最高层挑战吧！,0,30053,1.6,0,0,0
5001131,0,更高难度的关卡开启啦！那里的怪物更加凶猛，但奖励也将更加丰厚。,5001132,30053,1.6,0,0,0
5001132,0,快去挑战吧！,0,30053,1.6,0,0,0
5001133,0,现在可以去日常副本挑战啦，在日常副本可以获得每日必须的资源哦！,0,30053,1.6,0,0,0
5001134,0,努力提升等级，可以挑战更高级的日常副本，获得更多资源！,0,30053,1.6,0,0,0
5001135,0,现在你使用装备已经越来越得心应手，可以尝试精炼来提升它们的品质。,5001136,30053,1.6,0,0,0
5001136,0,精炼后的装备会产生质的改变，是提升战力的重要途径。,0,30053,1.6,0,0,0
5001137,0,瞧！是不是牛X了不少？,5001138,30053,1.6,0,0,0
5001138,0,这还不是最厉害的，当把身上四件装备都精炼到一定等级，会触发[FF0000]强化大师[FFFFFF]的属性加成哦～！,0,30053,1.6,0,0,0
5001139,0,现在可以去镇妖了！可以获得意外收获哦！,0,30053,1.6,0,0,0
5001140,0,现在你可以去创建或者加入宗门，开启自己的宗师生涯了！！,0,30053,1.6,0,0,0
5001141,0,你的能力真是突飞猛进啊！！快去试试神器精炼吧！！,0,30053,1.6,0,0,0
5001142,0,快看，我们获得了稀有武器呢，快去装备上吧！,0,30053,1.6,0,0,0
5001143,0,提升装备的强化等级可以获得强力的战力提升，还可以激活强化大师哟！,0,30053,1.6,0,0,0
5001144,0,现在你已经提升到9级了，现在可以上阵第二只灵将了！,0,30053,1.6,0,0,0
5001145,0,终于升到16级了！这下可以组成我们的黄金铁三角阵容了，快上阵第三只灵将吧！！,0,30053,1.6,0,0,0
5001146,0,远程怪物对我们的威胁更大，先干掉他！,0,30053,1.6,0,0,0
5001147,0,又从任务里获得了绿色灵将啊，用不上的灵将让我们去把他回收吧！,0,30053,1.6,0,0,0
5001148,0,紫色和橙色领奖也已用来分级额，分解之后可以获得所有消耗的资源哦！,0,30053,1.6,0,0,0
5001149,0,分解领奖可以获得将魂，将魂可以在灵将商铺中换取需要的领奖和资源哟！,0,30053,1.6,0,0,0
5001201,0,修行的十分神速啊！现在已经可以去报名参加五境挑战赛了！,5001202,30026,1.6,0,0,0
5001202,0,我带你去竞技场看看吧！,0,30026,1.6,0,0,0
5001203,0,瞧，人山人海吧！这里可是扬名立万的最佳场所，五境封灵师都在这里，可谓高手如云！,5001204,30026,1.6,0,0,0
5001204,0,在这里挑战其他封灵师将获得[FF0000]声望[FFFFFF]哦！,5001205,30026,1.6,0,0,0
5001205,0,而在这里挑战的名次越高，获得的[FF0000]声望[FFFFFF]也就越多。,5001206,30026,1.6,0,0,0
5001206,0,来，挑个对手吧！,0,30026,1.6,0,0,0
5001207,0,不错，获得了比我想象中更多地[FF0000]声望[FFFFFF]！,5001208,30026,1.6,0,0,0
5001208,0,[FF0000]声望[FFFFFF]可以在[FF0000]声望[FFFFFF]商铺换到不少好东西，甚至包括珍贵的[FF0000]技能秘籍[FFFFFF]！,5001209,30026,1.6,0,0,0
5001209,0,竞技场[FF0000]前一千名[FFFFFF]的高手，每天都将获得额外的[FF0000]声望[FFFFFF]奖励！,5001210,30026,1.6,0,0,0
5001210,1,听起来福利很优厚啊，伸伸腿拉拉筋，我们向着第一进发吧！,0,50101,1.6,0,0,0
5001211,0,可不要太大意，五境藏龙卧虎，想要第一还是需要很强的实力的。,0,30026,1.6,0,0,0
5001212,0,你的进步很快，现在，是时候为自己配置几件像样的神器了！,5001213,30026,1.6,0,0,0
5001213,0,神器是汲取天地精华的至宝，能够提升灵将的攻击和生命力，是非常强大的存在。,0,30026,1.6,0,0,0
5001214,0,现在，就一起去夺宝吧。,0,30026,1.6,0,0,0
5001215,0,神器是提升战力强有力的辅力，但是也需要佩戴才有效力哦！,5001216,30026,1.6,0,0,0
5001216,0,去队伍中佩戴上神器吧！,0,30026,1.6,0,0,0
5001217,0,一次可以同时佩戴两种神器，搭配齐全会大大提升战斗力。,5001218,30026,1.6,0,0,0
5001218,0,神器可以通过消耗其他神器进行强化精炼，提升品质，提升后会变得更具威力。,0,30026,1.6,0,0,0
5001219,0,我们已经得到不少[ff9900]星相石碎片[FFFFFF]了，究竟应该如何使用它们呢？,5001220,30026,1.6,0,0,Sound/dub/mao_17
5001220,0,[ff9900]星相石碎片[FFFFFF]可以激活星相中封印的星相神力，善加利用将会使你更加强大。,5001221,30026,1.6,0,0,0
5001221,0,以你现在的修为，应该可以承受这等力量了，我带你去激活星相吧。,0,30026,1.6,0,0,0
5001222,0,激活第一颗星相可以获得全体攻击加成，待到几个特殊的星相被激活，星相神力将改变你的资质，使你进阶为紫色及橙色！,5001223,30026,1.6,0,0,0
5001223,1,[ff9900]星相石碎片[FFFFFF]果然威能无穷，我们必须尽快找到其余[ff9900]星相石碎片[FFFFFF]的下落。,5001224,50101,1.6,0,0,0
5001224,0,你也不必心急，每章副本首次通关都将获得[ff9900]星相石碎片[FFFFFF]。,0,30026,1.6,0,0,0
5001225,0,干的漂亮！现在的战力完全可以进入封灵塔进行试炼。,5001226,30026,1.6,0,0,0
5001226,0,有没有兴趣现在去挑战试试看？,5001227,30026,1.6,0,0,0
5001227,1,正合我意！,0,50101,1.6,0,0,0
5001228,0,封灵塔中封有数目庞大的神兵利器，是获得装备最快的途径，但是每一层都有妖魔盘守。,0,30026,1.6,0,0,0
5001229,0,挑战的层数越高，获得的[FF0000]封灵符[FFFFFF]越多，[FF0000]封灵符[FFFFFF]可以在装备商铺中兑换装备。,0,30026,1.6,0,0,0
5001230,0,少侠若要获得高级的装备，那就努力向着最高层挑战吧！,0,30026,1.6,0,0,0
5001231,0,更高难度的关卡开启啦！那里的怪物更加凶猛，但奖励也将更加丰厚。,5001232,30026,1.6,0,0,0
5001232,0,快去挑战吧！,0,30026,1.6,0,0,0
5001233,0,现在可以去日常副本挑战啦，在日常副本可以获得每日必须的资源哦！,0,30026,1.6,0,0,0
5001234,0,努力提升等级，可以挑战更高级的日常副本，获得更多资源！,0,30026,1.6,0,0,0
5001235,0,现在你使用装备已经越来越得心应手，可以尝试精炼来提升它们的品质。,5001236,30026,1.6,0,0,0
5001236,0,精炼后的装备会产生质的改变，是提升战力的重要途径。,0,30026,1.6,0,0,0
5001237,0,瞧！是不是牛X了不少？,5001238,30026,1.6,0,0,0
5001238,0,这还不是最厉害的，当把身上四件装备都精炼到一定等级，会触发[FF0000]强化大师[FFFFFF]的属性加成哦～！,0,30026,1.6,0,0,0
5001239,0,现在可以去镇妖了！可以获得意外收获哦！,0,30026,1.6,0,0,0
5001240,0,现在你可以去创建或者加入宗门，开启自己的宗师生涯了！！,0,30026,1.6,0,0,0
5001241,0,你的能力真是突飞猛进啊！！快去试试神器精炼吧！！,0,30026,1.6,0,0,0
5001242,0,快看，我们获得了稀有武器呢，快去装备上吧！,0,30026,1.6,0,0,0
5001243,0,提升装备的强化等级可以获得强力的战力提升，还可以激活强化大师哟！,0,30026,1.6,0,0,0
5001244,0,现在你已经提升到9级了，现在可以上阵第二只灵将了！,0,30026,1.6,0,0,0
5001245,0,终于升到16级了！这下可以组成我们的黄金铁三角阵容了，快上阵第三只灵将吧！！,0,30026,1.6,0,0,0
5001246,0,远程怪物对我们的威胁更大，先干掉他！,0,30026,1.6,0,0,0
5001247,0,又从任务里获得了绿色灵将啊，用不上的灵将让我们去把他回收吧！,0,30026,1.6,0,0,0
5001248,0,紫色和橙色领奖也已用来分级额，分解之后可以获得所有消耗的资源哦！,0,30026,1.6,0,0,0
5001249,0,分解领奖可以获得将魂，将魂可以在灵将商铺中换取需要的领奖和资源哟！,0,30026,1.6,0,0,0
5002001,1,花卿姐姐，你不要再执迷不悟了，槐夙哥他若泉下有灵，也不希望见到如今你这般模样的！,5002002,50001,1.6,0,0,0
5002002,0,花卿？她已经随着槐郎一起消失了…（她的声音充满了伤感）,5002003,30109,1,0,0,0
5002003,0,不过，他很快就会回来陪我！只要有了[ff9900]星相石[FFFFFF]，我就可以逆转时空，操纵万物生命，无所不能！,5002004,30109,1,0,0,0
5002004,1,阴姬！[ff9900]星相石[FFFFFF]乃是孕于混沌，生于洪荒的万源之精，它所蕴含的磅礴能量一旦无法驾驭，必将遭其反噬。,5002005,30026,1.6,0,0,0
