INDEX,NAME,TYPE,MODEL,LIFE_TIME,UPDATEPOS,LOCATION_1,LOCATION_2,BONE,APPLY_DIRECTION,X,Y,Z,SOUND,SOUND_START_TIME,EFFECT_SPEED,EFFECT_SIZE
6029,鹰远程起手2,Effect,effect/Atteffect/noratt_eagleatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6030,鹰远程起手3,Effect,effect/Atteffect/noratt_eagleatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6031,蝴蝶精远程起手1,Effect,effect/Atteffect/noratt_butterflyatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6032,蝴蝶精远程起手2,Effect,effect/Atteffect/noratt_butterflyatt1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6033,蝴蝶精远程起手3,Effect,effect/Atteffect/noratt_butterflyatt2,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6034,蜘蛛精远程起手1,Effect,effect/Atteffect/noratt_spideratt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6035,蜘蛛精远程起手2,Effect,effect/Atteffect/noratt_spideratt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6036,蜘蛛精远程起手3,Effect,effect/Atteffect/noratt_spideratt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6037,女主起手1,Effect,effect/Atteffect/noratt_wushuangatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6038,女主起手2,Effect,effect/Atteffect/noratt_wushuangatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6039,女主起手3,Effect,effect/Atteffect/noratt_wushuangatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6040,男主起手1,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6041,男主起手2,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
6042,男主起手3,Effect,effect/Atteffect/empty,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
7001,狐狸远程1飞行,Effect,effect/Atteffect/noratt_foxfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,0.6,0,0,0,1,1
7002,狐狸远程2飞行,Effect,effect/Atteffect/noratt_foxfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,0.6,0,0,0,1,1
7003,狐狸远程3飞行,Effect,effect/Atteffect/noratt_foxfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,0.6,0,0,0,1,1
7004,鹿力大仙远程1飞行,Effect,effect/Atteffect/noratt_deerlordatt,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7005,鹿力大仙远程2飞行,Effect,effect/Atteffect/noratt_deerlordatt,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7006,鹿力大仙远程3飞行,Effect,effect/Atteffect/noratt_deerlordatt,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7007,仙女远程1飞行,Effect,effect/Atteffect/noratt_fairyfly,10,0,OBJECT,0,Bip01Footsteps,LINE,-0.21,0,0,0,0,1,1
7008,仙女远程2飞行,Effect,effect/Atteffect/noratt_fairyfly,10,0,OBJECT,0,Bip01Footsteps,LINE,-0.21,0,0,0,0,1,1
7009,仙女远程3飞行,Effect,effect/Atteffect/noratt_fairyfly,10,0,OBJECT,0,Bip01Footsteps,LINE,-0.21,0,0,0,0,1,1
7010,鬼道士远程1飞行,Effect,effect/Atteffect/noratt_evilwizardfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7011,鬼道士远程2飞行,Effect,effect/Atteffect/noratt_evilwizardfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7012,鬼道士远程3飞行,Effect,effect/Atteffect/noratt_evilwizardfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7013,狸猫远程1飞行,Effect,effect/Atteffect/noratt_zidan,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7014,狸猫远程2飞行,Effect,effect/Atteffect/noratt_zidan,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7015,狸猫远程3飞行,Effect,effect/Atteffect/noratt_zidan,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7016,狐妖远程1飞行,Effect,effect/Atteffect/noratt_evilfoxfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7017,狐妖远程2飞行,Effect,effect/Atteffect/noratt_evilfoxfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7018,狐妖远程3飞行,Effect,effect/Atteffect/noratt_evilfoxfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7019,风伯远程1飞行,Effect,effect/Atteffect/noratt_windmasterfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7020,风伯远程2飞行,Effect,effect/Atteffect/noratt_windmasterfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7021,风伯远程3飞行,Effect,effect/Atteffect/noratt_windmasterfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7022,机关鸟远程1飞行,Effect,effect/Atteffect/noratt_mechbirdfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7023,机关鸟远程2飞行,Effect,effect/Atteffect/noratt_mechbirdfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7024,机关鸟远程3飞行,Effect,effect/Atteffect/noratt_mechbirdfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7025,朱雀远程1飞行,Effect,effect/Atteffect/noratt_redbirdfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7026,朱雀远程2飞行,Effect,effect/Atteffect/noratt_redbirdfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7027,朱雀远程3飞行,Effect,effect/Atteffect/noratt_redbirdfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7028,鹰远程子弹1,Effect,effect/Atteffect/noratt_eaglefly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7029,鹰远程子弹2,Effect,effect/Atteffect/noratt_eaglefly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7030,鹰远程子弹3,Effect,effect/Atteffect/noratt_eaglefly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7031,蝴蝶精远程子弹1,Effect,effect/Atteffect/noratt_butterflyfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7032,蝴蝶精远程子弹2,Effect,effect/Atteffect/noratt_butterflyfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7033,蝴蝶精远程子弹3,Effect,effect/Atteffect/noratt_butterflyfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7034,蜘蛛精远程子弹1,Effect,effect/Atteffect/noratt_spiderfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7035,蜘蛛精远程子弹2,Effect,effect/Atteffect/noratt_spiderfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7036,蜘蛛精远程子弹3,Effect,effect/Atteffect/noratt_spiderfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7037,女主角子弹,Effect,effect/Atteffect/noratt_zhujiaozidan,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
7038,男主角子弹,Effect,effect/Skill/male_fly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
100,3D漂字,0,0,0,1,BONE,0,Bip01 Head,NONE,0,1.2,0,0,0,1,1
81000,爆炸,Effect,effect/Char/ec_gather_red_q,99,1,BONE,0,Bip01 RHand,NONE,0,0,0,0,0,1,1
81001,暴击,Effect,db/prefabs/skill/skillstomp,3,0,OBJECT,0,0,LINE,0,0.1,0,0,0,1,1
81002,深紫色法术攻击伤害,Effect,effect/effect_resource/dark_hit,1.5,0,BONE,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81003,法术攻击伤害,Effect,effect/effect_resource/debuff_movespeed,1.5,0,OBJECT,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81004,法术攻击伤害,Effect,effect/effect_resource/e_gunner_s_attack1_xuli,1.5,0,BONE,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81005,法术攻击伤害,Effect,effect/effect_resource/e_mushroom_attack,1.5,0,BONE,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81006,法术攻击伤害,Effect,effect/effect_resource/e_sparta_attack,1.5,0,BONE,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81007,法术攻击伤害,Effect,effect/effect_resource/e_sparta_s_attack2,1.5,0,OBJECT,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81008,法术攻击伤害,Effect,effect/effect_resource/e_tiny_pig_s_attack1,1.5,0,BONE,0,Bip01 Head,LINE,0,1.2,0,0,0,1,1
81009,法术攻击伤害,Effect,effect/effect_resource/ice_hit,1.5,0,BONE,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81010,法术攻击伤害,Effect,effect/effect_resource/physic_hit,1.5,0,BONE,0,Bip01 Head,BONE,0,0.8,0,0,0,1,1
81011,法术攻击伤害,Effect,effect/effect_resource/buff_atk_y01,2,0,OBJECT,0,Bip01 Head,NONE,0,0.1,0,0,0,1,1
81012,测试子弹-剑气（普攻）,Effect,prefabs/sphere,1.5,0,OBJECT,0,0,NONE,0,1,0,0,0,1,1
81013,测试骷髅头龙卷风——直线多个技能（BOSS）,Effect,effect/effect_resource/skill/bonewhirlwind,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81014,大火球——主技能（主角）,Effect,effect/effect_resource/skill/projectile03,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81015,测试移动火球——暂时不用,Effect,effect/effect_resource/skill/arrowfx_fire,5,0,OBJECT,0,Bip01 Head,LINE,0,2,0,0,0,1,1
81016,测试落雷闪电——直线多个技能（主角）,Effect,effect/effect_resource/skill/lightningstrike,2,0,OBJECT,0,Bip01 Head,LINE,0,1,0,0,0,1,1
81017,测试子弹类技能——普通攻击（粉红星）,Effect,effect/effect_resource/skill/chaosmissile,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81018,测试对应的命中（主角）,Effect,effect/effect_resource/skill/chaosexplosion,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81019,测试子弹类技能——普通攻击（彩绿光）,Effect,effect/effect_resource/skill/rainbowballbase,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81020,测试对应的命中（远程侠客）,Effect,effect/effect_resource/skill/rainbowexplosionbase,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81021,测试子弹类技能——普通攻击（双线紫光）,Effect,effect/effect_resource/skill/arcanemissilebase,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81022,测试对应的命中（远程侠客、怪物）,Effect,effect/effect_resource/skill/arcaneexplosionbase,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81023,测试落雷闪电——直线单个技能（备用）,Effect,effect/effect_resource/skill/groundlightsbase,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81024,测试——aoe（BOSS）,Effect,effect/effect_resource/skill/firestorm_manager,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81025,测试——冰爆（主角）,Effect,effect/effect_resource/skill/ice_impact,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81026,雷电,BaseEffect,effect/dynamicelements_effects/lightningeffects/lightningstrike,2,0,OBJECT,0,0,0,0,0,0,0,0,1,1
81027,技能范围,BaseEffect,effect/skillbound,99,0,OBJECT,0,0,0,0,0.2,0,0,0,1,1
81028,黑龙卷风,BaseEffect,effect/dynamicelements_effects/aireffects/tornadoeffect,6,0,0,0,0,0,0,0,0,0,0,1,1
81029,危险范围紫色提示,BaseEffect,effect/cfx3/cartoonfx/cfx3prefabs/magicmisc/cfx3_vortex_ground,99,0,OBJECT,0,0,0,0,0.2,0,0,0,1,1
81030,刀剑攻击声音,Effect,effect/Char/physic_hit,1.5,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
81031,BOSS咆哮,SoundEffect,0,0,0,0,0,0,0,0,0,0,0,0,1,1
81032,刀剑命中,Effect,effect/effect_resource/skill/rainbowexplosionbase,2,0,OBJECT,0,Bip01 Head,NONE,0,1,0,0,0,1,1
9001,火BOSS普攻,Effect,effect/Atteffect/noratt_bossgoldenlionatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9002,火BOSS技能1预警,Effect,effect/Char/skill_bossgoldenlionwaring,2,0,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9003,火BOSS技能1子弹,Effect,effect/Char/skill_bossgoldenlionskill1,3,0,OBJECT,0,Bip01Footsteps,NONE,0,0.1,0,0,0,1,1
9004,火BOSS技能2预警,Effect,effect/Char/skill_bossgoldwaring2,3,0,OBJECT,0,Bip01Footsteps,NONE,0,1,0,0,0,1,1
9005,火BOSS技能2火雨,Effect,effect/Char/skill_bossgoldenlionskill2,5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9006,木BOSS技能1激光,Effect,effect/Char/skill_bossmechskill1,4,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
9007,木BOSS技能2预警,Effect,effect/Char/skill_bossmechwaring,5,0,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9008,木BOSS技能2范围,Effect,effect/Char/skill_bossmechskill2,5,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9009,BOSS普攻,Effect,effect/Atteffect/noratt_bossgiantatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9011,暗BOSS技能1\2预警,Effect,effect/Char/skill_bossstonemisterwaring,3,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9012,暗BOSS技能1AOE,Effect,effect/Char/skill_bossstonemisterskill1,4,0,OBJECT,0,Bip01Footsteps,NONE,0,0.5,0,0,0,1,1
9013,暗BOSS技能2AOE,Effect,effect/Char/skill_bossstonemisterskill2,4,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9014,BOSS普攻,Effect,effect/Char/skill_bossstonemisterfly,10,0,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
9015,冰BOSS技能1起手,Effect,effect/Char/skill_bosshydrawaring,3,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9016,冰BOSS技能1发射,Effect,effect/Char/skill_bosshydraskill1,10,0,OBJECT,0,Bip01Footsteps,NONE,0,0.1,0,0,0,1,1
9017,冰BOSS技能2,Effect,effect/Char/skill_bosshydraskill2,20,0,OBJECT,0,Bip01Footsteps,LINE,0,0.1,0,0,0,1,1
9018,冰BOSS技能2命中,Effect,effect/Char/ec_boom_blue_m,1,1,BONE,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9019,BOSS普攻,Effect,effect/Atteffect/noratt_bosshydraatt,3,0,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9020,技能2起手,Effect,effect/Char/skill_bosshydrawaring2,3,0,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9021,光BOSS技能1,Effect,effect/Char/skill_bossguanyuskill1,3,1,OBJECT,0,Bip01Footsteps,LINE,0,1,0,0,0,1,1
9022,光BOSS技能2预警,Effect,effect/Char/skill_bosswaring,3,0,OBJECT,0,Bip01Footsteps,NONE,0,1,0,0,0,1,1
9023,光BOSS技能2雷击,Effect,effect/Char/skill_bossguanyuskill2,3,0,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
9024,BOSS普攻,Effect,effect/Atteffect/noratt_bossguanyuatt,3,1,OBJECT,0,Bip01Footsteps,LINE,0,0,0,0,0,1,1
9025,主角跑路烟雾,Effect,Effect/Char/ec_dust,999999,1,OBJECT,0,0,0,0,0.5,0,0,0,1,1
9026,0,Effect,Effect/Char/ec_battlehit,0.5,0,OBJECT,0,0,0,0,1.5,0,0,0,1,0
8001,攻击力增加,Effect,effect/State/ec_bloodjian,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8002,攻击力数值减少,Effect,effect/State/ec_fracture,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8003,当前生命值增加,Effect,effect/State/ec_redcross,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8004,当前生命值减少,Effect,effect/State/ec_redarrow,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8005,当前魔法值增加,Effect,effect/State/ec_bluebroken,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8006,当前魔法值减少,Effect,effect/State/ec_bluearrow,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8007,防御力增加,Effect,effect/State/ec_goldenshield,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8008,防御力减少,Effect,effect/State/ec_shieldbroken,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8009,命中增加,Effect,effect/State/ec_hitincrease,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8010,命中下降,Effect,effect/State/ec_hitdown,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8011,闪避增加,Effect,effect/State/ec_evasionincrease,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8012,闪避下降,Effect,effect/State/ec_evasionincreasedown,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8013,暴击率增加,Effect,effect/State/ec_firefist,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8014,暴击率下降,Effect,effect/State/ec_waterboxing,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8015,增加受到暴击伤害比例,Effect,effect/State/ec_damage,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8016,减少受到暴击伤害比例,Effect,effect/State/ec_damagebjdown,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8017,伤害减免增加,Effect,effect/State/ec_damagenoneup,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8018,伤害减免下降,Effect,effect/State/ec_damagenonedown,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8019,魅惑,Effect,effect/State/ec_peachheart,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8020,恐惧,Effect,effect/State/ec_fear,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8021,冰冻,Effect,effect/State/ec_frozen,10,1,OBJECT,0,Bip01Footsteps,NONE,0,0,0,0,0,1,1
8022,眩晕,Effect,effect/State/ec_vertigo,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8023,生命上限增加,Effect,effect/State/ec_hpmaxadd,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8024,击倒,Effect,effect/State/ec_knockdown,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8025,当前魔法值增加,Effect,effect/State/ec_bluecross,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8026,中毒,Effect,effect/State/ec_poisondot,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8027,灼烧,Effect,effect/State/ec_firedot,10,1,OBJECT,0,Bip01 Head,NONE,0,0,0,0,0,1,1
8028,攻击速度增加,Effect,effect/State/ec_bloodjianspeed,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8029,攻击速度减少,Effect,effect/State/ec_fracturespeed,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8030,生命值上限减少,Effect,effect/State/ec_hpmaxreduce,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8031,魔法值上限增加,Effect,effect/State/ec_spmaxadd,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
8032,魔法值上限减少,Effect,effect/State/ec_spmaxreduce,10,1,OBJECT,0,Bip01 Head,NONE,0,2.2,0,0,0,1,1
10001,关羽绑定特效球,Effect,effect/Idleeffect/ec_qiu_01,9999,1,BONE,0,Qiu_01,BONE,0,0,0,0,0,1,1
10002,关羽绑定特效球,Effect,effect/Idleeffect/ec_qiu_01,9999,1,BONE,0,Qiu_02,BONE,0,0,0,0,0,1,1
10003,关羽绑定特效球,Effect,effect/Idleeffect/ec_qiu_01,9999,1,BONE,0,Qiu_03,BONE,0,0,0,0,0,1,1
10004,麒麟爪,Effect,effect/Idleeffect/ec_kirin,9999,1,BONE,0,Bip001LHand,BONE,0,0,0,0,0,1,1
10005,麒麟爪,Effect,effect/Idleeffect/ec_kirin,9999,1,BONE,0,Bip001RHand,BONE,0,0,0,0,0,1,1
10006,麒麟爪,Effect,effect/Idleeffect/ec_kirin,9999,1,BONE,0,Bip001LFoot,BONE,0,0,0,0,0,1,1
10007,麒麟爪,Effect,effect/Idleeffect/ec_kirin,9999,1,BONE,0,Bip001RFoot,BONE,0,0,0,0,0,1,1
10008,麒麟尾巴,Effect,effect/Idleeffect/ec_kirin_tail,9999,1,BONE,0,Tail_04,BONE,0,0,0,0,0,1,1
10014,火boss,Effect,effect/Idleeffect/ec_goldenlion,9999,1,BONE,0,Bip01,BONE,0,0,0,0,0,1,1
10019,雨师,Effect,effect/Idleeffect/ec_rainmaster_01,9999,1,BONE,0,Bip01,BONE,0,0,0,0,0,1,1
10020,树人火,Effect,effect/Idleeffect/ec_treeman_red,9999,1,BONE,0,Bip01 Head,BONE,0,0,0,0,0,1,1
10021,树人水,Effect,effect/Idleeffect/ec_treeman_blue,9999,1,BONE,0,Bip01 Head,BONE,0,0,0,0,0,1,1
10022,树人木,Effect,effect/Idleeffect/ec_treeman_green,9999,1,BONE,0,Bip01 Head,BONE,0,0,0,0,0,1,1
10023,雨师,Effect,effect/Idleeffect/ec_windmaster,9999,1,BONE,0,Bip01Footsteps,BONE,0,0,0,0,0,1,1
10024,石机,Effect,effect/Idleeffect/ec_stonemister,9999,1,BONE,0,Bip01 Neck,BONE,0,0,0,0,0,1,1
10101,武圣随身-游戏中,Effect,Effect/Idleeffect/idleeffect_guanyuweapon,9999,1,BONE,0,Bip01 Prop1,BONE,0,0,0,0,0,1,1
10102,武圣随身-游戏中,Effect,Effect/Idleeffect/idleeffect_guanyueyes,9999,1,BONE,0,Bip01 Head,BONE,0,0,0,0,0,1,1
10103,石肌随身-游戏中,Effect,Effect/Idleeffect/idleeffect_stonemister,9999,1,BONE,0,Bip02,BONE,0,0,0,0,0,1,1
10104,石肌随身-游戏中,Effect,Effect/Idleeffect/ec_stonemister,9999,1,BONE,0,Bip01 RFinger1,BONE,0,0,0,0,0,1,1
10105,石肌随身-游戏中,Effect,Effect/Idleeffect/ec_stonemister,9999,1,BONE,0,Bip01 LFinger1,BONE,0,0,0,0,0,1,1
10106,巨擘随身-游戏中,Effect,Effect/Idleeffect/idleeffect_giant,9999,1,BONE,0,Bip01 LUpperArm,BONE,0,0,0,0,0,1,1
10107,巨擘随身-游戏中,Effect,Effect/Idleeffect/idleeffect_giant,9999,1,BONE,0,Bip01 RUpperArm,BONE,0,0,0,0,0,1,1
10108,寒冰随身-游戏中,Effect,Effect/Idleeffect/idleeffect_hydrabig,9999,1,BONE,0,Bone054,BONE,0,0,0,0,0,1,1
10109,寒冰随身-游戏中,Effect,Effect/Idleeffect/idleeffect_hydrabig,9999,1,BONE,0,Bone048,BONE,0,0,0,0,0,1,1
10110,寒冰随身-游戏中,Effect,Effect/Idleeffect/idleeffect_hydrasmall,9999,1,BONE,0,Bone052,BONE,0,0,0,0,0,1,1
10111,寒冰随身-游戏中,Effect,Effect/Idleeffect/idleeffect_hydrasmall,9999,1,BONE,0,Bone050,BONE,0,0,0,0,0,1,1
10112,寒冰随身-游戏中,Effect,Effect/Idleeffect/idleeffect_hydrasmall,9999,1,BONE,0,Bone056,BONE,0,0,0,0,0,1,1
10113,寒冰随身-游戏中,Effect,Effect/Idleeffect/idleeffect_hydraweapon,9999,1,BONE,0,Bip01 RHand,BONE,0,0,0,0,0,1,1
10015,朱雀,Effect,effect/Idleeffect/ec_redbird,9999,1,BONE,0,Bip01,BONE,0,0,0,0,0,1,1
20101,朱雀随身-UI,Effect,Effect/Idleeffect/idleeffect_ui_redbird,9999,1,BONE,0,Bip01,BONE,0,0,0,0,0,1,1
10114,白虎随身-游戏中,Effect,Effect/Idleeffect/idleeffect_whitetriger,9999,1,BONE,0,Bip01 LHand,BONE,0,0,0,0,0,1,1
10115,白虎随身-游戏中,Effect,Effect/Idleeffect/idleeffect_whitetriger,9999,1,BONE,0,Bip01 RHand,BONE,0,0,0,0,0,1,1
10116,白虎随身-游戏中,Effect,Effect/Idleeffect/idleeffect_whitetrigerfoot,9999,1,BONE,0,Bip01 LFoot,BONE,0,0,0,0,0,1,1
10117,白虎随身-游戏中,Effect,Effect/Idleeffect/idleeffect_whitetrigerfoot,9999,1,BONE,0,Bip01 RFoot,BONE,0,0,0,0,0,1,1
10118,玄武随身-游戏中,Effect,Effect/Idleeffect/idleeffect_blackturtle,9999,1,BONE,0,Bip01,BONE,0,0,0,0,0,1,1
10119,刑天随身-游戏中,Effect,Effect/Idleeffect/idleeffect_gintanleader,9999,1,BONE,0,Bip02 LFinger1,BONE,0,0,0,0,0,1,1
10120,刑天随身-游戏中,Effect,Effect/Idleeffect/idleeffect_gintan,9999,1,BONE,0,Bip01 LHand,BONE,0,0,0,0,0,1,1
10121,刑天随身-游戏中,Effect,Effect/Idleeffect/idleeffect_gintan,9999,1,BONE,0,Bip01 RHand,BONE,0,0,0,0,0,1,1
10122,饕餮随身-游戏中,Effect,Effect/Idleeffect/idleeffect_toitehorns,9999,1,BONE,0,Bip01 HeadNub,BONE,0,0,0,0,0,1,1
10123,杨戬随身-游戏中,Effect,Effect/Idleeffect/idleeffect_threeeyeshead,9999,1,BONE,0,Bip01 Head,BONE,0,0,0,0,0,1,1
10016,哪吒风火轮,Effect,effect/Idleeffect/ec_neza,9999,1,BONE,0,Bone06,BONE,0,0,0,0,0,1,1
10017,哪吒风火轮,Effect,effect/Idleeffect/ec_neza,9999,1,BONE,0,Bone07,BONE,0,0,0,0,0,1,1
20105,哪吒风火轮-UI,Effect,effect/Idleeffect/idleffect_ui_neza,9999,1,BONE,0,Bone06,BONE,0,0,0,0,0,1,1
