INDEX,NAME,TXT,DESCRIBE,PET_TYPE,FIRST_SHOW,RENDER_TYPE,CLASS,INFO,MODEL,POS_Y,ROTATION_Y,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,IS_TUJIAN_SHOW,SCALE,UI_SCALE,STAR_LEVEL,APTITUDE_LEVEL,ELEMENT_INDEX,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,ADD_ATTACK,BASE_BREAK_ATTACK,BREAK_ATTACK,BASE_HP,ADD_HP,BASE_BREAK_HP,BREAK_HP,BASE_MP,ADD_MP,BASE_BREAK_MP,BREAK_MP,BASE_PHYSICAL_DEFENCE,ADD_PHYSICAL_DEFENCE,BASE_BREAK_PHYSICAL_DEFENCE,BREAK_PHYSICAL_DEFENCE,BASE_MAGIC_DEFENCE,ADD_MAGIC_DEFENCE,BASE_BREAK_MAGIC_DEFENCE,BREAK_MAGIC_DEFENCE,HIT,DODGE,CRITICAL_STRIKE,CRITICAL_DERATE,ATTACK_DAMAGE,MITIGATIONG,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,SKILL_ACTIVE_LEVEL_1,SKILL_ACTIVE_LEVEL_2,SKILL_ACTIVE_LEVEL_3,SKILL_ACTIVE_LEVEL_4,SKILL_DESCRIPTOR,DROP_EXP,MODEL_2,MAXMANA,MATTACK_DAMAGE,SKILL,EFFECT,UI_EFFECT,SKILLPOINTS,MAX_LEVEL,MAX_LEVEL_BREAK,MAX_STRENGTH,EXP_MULRIPLE,EXP_ELEMENT_MULRIPLE,SUMMON_TIME,ACTIVE_TIME,PUNISH_TIME,LEVEL_BERAK_FLAG,ATTACK_TYPE,BASE_MAGIC_DEF,ADD_MAGIC_DEF,RELATE_ID_1,RELATE_ID_2,RELATE_ID_3,RELATE_ID_4,RELATE_ID_5,RELATE_ID_6,RELATE_ID_7,RELATE_ID_8,RELATE_ID_9,RELATE_ID_10,RELATE_ID_11,RELATE_ID_12,RELATE_ID_13,RELATE_ID_14,RELATE_ID_15,SELL_PRICE,AUTO_HP,AUTO_MP,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,ATTACKSPEED,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,GROUP_ID,EVOLUTION_ID,EVOLUTION_GET,STORE_GET
30203,寒冰仙子,寒冰仙子,水,2,0,51100,PET,5星水,11100,0,0,AvatarAtlas,icon_hydra_5_shui,0,0.9,0.9,5,2,1,5.58,11,0.2,1,400101,60000,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,109003,301013,301093,301072,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,30,15,5,1,1.2,15000,20000,10000,1164,0,0,0,65111,65112,65113,65118,65119,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,26,0,0,0,0,0,0,0,0,0,0,0
30204,焚天炎龙,焚天炎龙,世人都以为他是天火宫的守山神兽，其实他才是真正的主人。,0,1,0,PET,5星火,11098,0,0,AvatarAtlas,icon_goldenlion_5_huo,0,0.9,0.9,5,14,0,5.58,11,0.05,1,400080,148,0,0,0,1733,0,0,0,0,0,0,0,86,0,0,0,86,0,0,0,10000,100,100,0,0,0,109011,109023,301098,104098,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,15000,15000,10000,1135,0,0,0,65981,65982,65983,65988,65989,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,26,0,0,0,0,0,0,0,0,0,0,0
30205,御火剑使,御火剑使,以火为剑的剑客，所到之处无所不焚。,1,1,0,PET,5星火,11117,0,0,AvatarAtlas,icon_sworddancer_5_huo,0,0.9,0.9,5,14,0,4.680000000000001,11,0.2,1,400111,152,0,0,0,1719,0,0,0,0,0,0,0,93,0,0,0,78,0,0,0,10000,100,100,0,0,0,109012,109024,301117,302117,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,15000,10000,15000,1090,0,0,0,65171,65172,65173,65178,65179,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,101,1,76,0,0,0,0,0,0,0,0,0,0,0
30206,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,6.3,11,0.05,1.6,400091,152,0,0,0,1719,0,0,0,0,0,0,0,93,0,0,0,78,0,0,0,10000,100,100,0,0,0,109013,109025,301105,104105,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,20000,25000,15000,1159,0,0,0,65051,65052,65053,65058,65059,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,168,1,126,0,0,0,0,0,0,0,0,0,0,0
30207,傀儡魔甲,傀儡魔甲,以阴境古木制造而成的巨大傀儡人偶，力大无穷，战斗力爆表。,0,1,0,PET,5星阴,11102,0.4,0,AvatarAtlas,icon_gintan_5_yin,0,0.9,0.9,5,14,4,5.58,11,0.05,1,400086,148,0,0,0,1733,0,0,0,0,0,0,0,86,0,0,0,86,0,0,0,10000,100,100,0,0,0,109014,109026,301102,302102,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,15000,15000,10000,1135,0,0,0,65021,65022,65023,65028,65029,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,26,0,0,0,0,0,0,0,0,0,0,0
30208,黑无常,黑无常,游走于阴阳两境之间的鬼使，相传能吸走一切生灵的三魂。,2,1,0,PET,5星阴,11099,0.2,0,AvatarAtlas,icon_gostkeeper_5_yin,0,0.9,0.9,5,14,4,5.9399999999999995,11,0.05,1.1,400083,152,0,0,0,1719,0,0,0,0,0,0,0,77,0,0,0,93,0,0,0,10000,100,100,0,0,0,109015,109027,301099,302099,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,20000,25000,15000,1133,0,0,0,65991,65992,65993,65998,65999,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,135,1,101,0,0,0,0,0,0,0,0,0,0,0
30209,白无常,白无常,主掌生灵的六魄的鬼使，比众生多一窍灵智，睿智无双。,3,1,0,PET,5星阴,11111,0.2,0,AvatarAtlas,icon_gostkeeper_white_5_yin,0,0.9,0.9,5,14,4,5.58,11,0.2,1,400101,145,0,0,0,1746,0,0,0,0,0,0,0,95,0,0,0,79,0,0,0,10000,100,100,0,0,0,109016,109028,301111,104111,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,15000,20000,10000,1164,0,0,0,65111,65112,65113,65118,65119,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,26,0,0,0,0,0,0,0,0,0,0,0
30210,持枪仙君,持枪仙君,年少有为的金刚正太，脚踏风火轮手持破天枪。,0,1,0,PET,5星阳,11076,0.2,0,AvatarAtlas,icon_neza_5_yang,0,1.1,1.1,5,14,3,6,11,0.05,1.2,400036,148,0,0,0,3000,0,0,0,0,0,0,0,86,0,0,0,86,0,0,0,10000,100,100,0,0,0,109017,109029,301076,302076,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,20000,25000,15000,1162,0,0,0,65971,65972,65973,65978,65979,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,26,0,0,0,0,0,0,0,0,0,0,0
30211,雷震童子,雷震童子,生于电闪雷鸣中的霹雳妖怪，是年过万岁的大龄伪萝莉。,2,1,0,PET,5星阳,11104,0.3,0,AvatarAtlas,icon_lightningmaster_5_yang,0,0.9,0.9,5,14,3,5.4,11,0.05,1.6,400090,152,0,0,0,3000,0,0,0,0,0,0,0,77,0,0,0,93,0,0,0,10000,100,100,0,0,0,109018,109030,301104,302104,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,20000,25000,15000,1159,0,0,0,65041,65042,65043,65048,65049,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,168,1,126,0,0,0,0,0,0,0,0,0,0,0
30212,霞光朱雀,霞光朱雀,太阳初升时第一缕霞光中诞生的朱雀，周身浴火，艳丽非凡,3,1,0,PET,5星火,11115,0,0,AvatarAtlas,icon_redbird_5_yang,0,0.7,0.7,5,14,3,5.1,11,0.05,1,400109,145,0,0,0,3000,0,0,0,0,0,0,0,95,0,0,0,79,0,0,0,10000,100,100,0,0,0,109019,109031,301115,302115,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,20000,25000,15000,1158,0,0,0,65151,65152,65153,65158,65159,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,168,1,126,0,0,0,0,0,0,0,0,0,0,0
30213,神木大圣,神木大圣,混沌古树中诞生的神猴，拥有通天彻地的本领。,0,1,0,PET,5星木,11086,0,0,AvatarAtlas,icon_sunwukong_5_mu,0,1.3,1.3,5,14,2,6,11,0.05,1,400134,5000,0,0,0,12000,0,0,0,0,0,0,0,86,0,0,0,86,0,0,0,10000,100,100,0,0,0,109020,109032,301086,302086,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,20000,25000,15000,1162,0,0,0,65951,65952,65953,65958,65959,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,26,0,0,0,0,0,0,0,0,0,0,0
30214,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,152,0,0,0,12000,0,0,0,0,0,0,0,77,0,0,0,93,0,0,0,10000,100,100,0,0,0,109021,109033,301107,104107,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,15000,15000,15000,1153,0,0,0,65071,65072,65073,65078,65079,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,168,1,126,0,0,0,0,0,0,0,0,0,0,0
30215,古木山精,古木山精,守护山川河流的山神精灵。,3,1,0,PET,5星木,11110,0,35,AvatarAtlas,icon_shujingling_5_mu,0,1,1,5,14,2,5.1,11,0.05,1,400098,145,0,0,0,12000,0,0,0,0,0,0,0,95,0,0,0,79,0,0,0,10000,100,100,0,0,0,109022,109034,301110,302110,0,0,3,4,0,1000,monster_devil,200,0,0,0,0,0,120,15,240,1,1.2,15000,15000,15000,1153,0,0,0,65101,65102,65103,65108,65109,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,168,1,126,0,0,0,0,0,0,0,0,0,0,0
50021,乱舞清风,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,14,5,5.4,12,0.36,0.3,400114,149,0,0,0,860,0,0,0,380,0,0,0,78,0,0,0,60,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50000,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,14,5,5.4,12,0.4,0.3,400115,60000,0,0,0,300000,0,0,0,2000,20,0,0,0,0,0,0,0,0,0,0,10000,0,5,0,0,0,0,0,0,0,0,0,3,4,0,1000,character_2,200,0,0,0,0,0,50,0,0,0,0,-1,-1,-1,0,0,0,0,60118,60128,60138,60148,60119,60129,60158,60168,60178,60188,60139,60149,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,191002,0,0
50011,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,5184,0,0,0,63492,0,0,0,980,0,0,0,1143,0,0,0,906,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,200,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50012,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,5024,0,0,0,61276,0,0,0,960,0,0,0,1027,0,0,0,835,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,200,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50013,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,4576,0,0,0,55563,0,0,0,940,0,0,0,893,0,0,0,729,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,200,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50014,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,3857,0,0,0,41118,0,0,0,920,0,0,0,887,0,0,0,725,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50015,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,2412,0,0,0,23779,0,0,0,880,0,0,0,795,0,0,0,795,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50016,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,1645,0,0,0,15422,0,0,0,740,0,0,0,554,0,0,0,544,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50017,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,1136,0,0,0,11325,0,0,0,600,0,0,0,390,0,0,0,391,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50018,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,789,0,0,0,6556,0,0,0,560,0,0,0,276,0,0,0,278,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50019,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,332,0,0,0,2625,0,0,0,460,0,0,0,130,0,0,0,76,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50020,无双,0,无双，清灵门掌门之女，才貌双全，后台够硬，要和她一起征战四方，踏上世间最巅峰么？,0,0,0,CHAR,0,90001,0,0,AvatarAtlas,icon_blade_female_3,0,1,1,3,8,5,5.4,12,0.4,0.3,400115,308,0,0,0,1500,0,0,0,400,0,0,0,74,0,0,0,76,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1000,0,2,20000,0,0,0,0,0,0,0,10,20,30,40,50,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50111,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,5184,0,0,0,63492,0,0,0,980,0,0,0,1143,0,0,0,906,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50112,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,5024,0,0,0,61276,0,0,0,960,0,0,0,1027,0,0,0,835,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50113,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,4576,0,0,0,55563,0,0,0,940,0,0,0,893,0,0,0,729,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50114,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,3857,0,0,0,41118,0,0,0,920,0,0,0,887,0,0,0,725,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50115,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,2412,0,0,0,23779,0,0,0,880,0,0,0,795,0,0,0,795,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50116,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,1645,0,0,0,15422,0,0,0,740,0,0,0,554,0,0,0,544,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50117,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,1136,0,0,0,11325,0,0,0,600,0,0,0,390,0,0,0,391,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50118,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,789,0,0,0,6556,0,0,0,560,0,0,0,276,0,0,0,278,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50119,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,332,0,0,0,2625,0,0,0,460,0,0,0,130,0,0,0,76,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
50120,上官欢,0,上官，天资绝佳，根骨惊奇，据说很有桃花运，要和他一起游历五境，荡尽天下不平事么？,0,0,0,CHAR,0,90007,0,0,AvatarAtlas,icon_blade_male_3,0,1.1,1,3,8,5,5.4,12,0.36,0.3,400114,308,0,0,0,1500,0,0,0,400,0,0,0,74,0,0,0,76,0,0,0,11000,0,0,0,0,0,100025,100025,0,0,0,0,0,0,0,0,character_2,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#1003,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30351,古墓暗灵,古墓暗灵,喜欢阴气浓郁的地方，在古墓等地方多见。,3,0,0,PET,4星阴,11074,0,0,AvatarAtlas,icon_anjingling_4_yin,0,1,1,4,10,4,5.1,11,0.2,0.8,400030,108,0,0,0,900,0,0,0,0,0,0,0,84,0,0,0,84,0,0,0,11000,0,0,0,0,0,101074,102074,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
