OBJECT_NAME,SOUND_FILE,HIT_SOUND_FILE,DELAY_TIME,IS_LOOP,INTERVAL_TIME,IS_NEED_REPLAY,SOUND_TYPE,INFO
bag_bg_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
black_market_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
board_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
boss_rank_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
boss_ready_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
boss_reward_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
chat_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
common_tip_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
connect_error_tologin_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
connect_error_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
consumables_details_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
Dynamic_MsgBox_4,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
equip_bg_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
explore_tip_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
explore_way_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
flash_sale_details_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
flash_sale_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
fragment_bag,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
friend_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
game_settings_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
get_decompose_result_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
get_rewards_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
get_score_award_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_buy_peace_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_compose_item_info,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_compose_result,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_fight_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_list_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_record_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
key_use_choose_reward_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
login_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
mail_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
main_rank_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
mall_bg_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
mall_consume_buy_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
mall_gift_preview_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
message_help_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
message_ok_ex_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
message_ok_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
message_only_tips_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
message_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
morrow_land_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
net_error_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
package_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
peak_break_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
peak_rank_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
peak_treasure_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
pet_album_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
private_chat_friend_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
rammbock_difficulty_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
rammbock_rank_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
rammbock_reward_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
recharge_vip_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
recover_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
registration_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
reward_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
role_details_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
select_item_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
seven_days_carnival_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_album_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_gain_item_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_gain_pet_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
stage_info_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
task_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
team_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
tips_picture_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
total_task_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_check_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_create_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_infonews_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_list_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_pk_drop_preview_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_pk_enter_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_pk_rank_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_rank_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_rule_tips_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_set_pk_aim_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_shop_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
world_map_bonus_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_feats_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_renown_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
shop_prestige_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
package_consume_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
package_equip_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
explore_bg_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
explore_friend_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
grab_use_peace_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
pet_album_camp_info_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
union_shop_container_window,Sound/uisound/UI_CASE_03,0,0,0,0,0,0,界面弹出
new_ui_choukalow,Sound/uisound/ui_EFF_02_back,0,0,0,0,0,0,普通抽取
new_ui_choukaadvanced,Sound/uisound/ui_EFF_01_back,0,0,0,0,0,0,高级符灵获取
ten_times_get_card,Sound/uisound/ui_ten_times_get_card,0,0,0,0,0,0,十连抽飞出
tupo_animation_window,Sound/skillsound/tupo,0,0,0,0,0,0,突破1阶段
ec_ui_qhcg,Sound/skillsound/LevelUptupo,0,0,0,0,0,0,突破2阶段
