INDEX,TYPE,DIFFICULTY,NAME,DESC,SCENE_NAME,ROLE_BIRTH_POINT,MODEL_COLOR,BACK_MUSIC,MUSIC_VOLUME,START_SOUND,WIN_SOUND,LOST_SOUND,BOSS_SOUND,START_X,START_Z,END_X,END_Z,MINIMAP_TEXTURE,MINIMAP_TEXTURE_W,MINIMAP_TEXTURE_H,STAGENUMBER,DROP_FRIST,DROPGROUPID,GROUP_PLOT,LOOT_PREVEIW,DROPMIN,DROPMAX,FRONT_INDEX,FRONT_INDEX_1,FRONT_INDEX_2,AFTER_INDEX_1,AFTER_INDEX_2,DIALOG,CHECK_TIME,CHECK_BATTLE,RENFERENCE_BATTLE,BOSS_ACTIVE_RATE,HEADICON,BOSS_MONEY,ADDSTAR_0,ADDSTAR_1,ADDSTAR_2,CHALLENGE_NUM,SWEEP_TIME,CAMERA_PATH,DRAMA_PARAM,STAGE_TIME,AWARD_TYPE_1,AWARD_1,AWARD_TYPE_2,AWARD_2,AWARD_TYPE_3,AWARD_3,KEEPLINE,MONSTER_MONEY,MONSTER_EXP,BOSS_EXP,MONSTER_COUNT,DIFFICULT,STATUS,OPENTIME,OPENDAY,OPENMONTH,STAGELIMIT,EVENT_OPEN_COST,EVENT_EXTRA_COST,STAGE_TYPE,DESC_MJ,PLAYER_EXP,EXP_TIME,NEED_BATTLE,DIFFICULTY_NUM,ROLE_BIRTH_DIRECTION
20226,1,1,水之境【23-6】,鹿力大仙在木之境埋伏了不少妖魔，做好准备击败他吧！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,23-6,,98226,6092841|6092842|6092080|6092843|6092704|6092842|6092843|6092080|6092704|6092841|6092843|6092704|6092080|6092841|6092842|6092704|6092841|6092080|6092842|6092843,40080#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20225,20225,0,20227,0,40080,3,6500,460190,2000,70718,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,4,50,25,1,0,0,0,0,0,0,0,1,0,15,3,460190,0,0
20227,1,1,水之境【23-7】,碧波蝶在木之境的深处静静的观察着你的一举一动！,Lonng_Water02,14 0 15,0 0 0 255,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/windmaster_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,23-7,,98227,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20226,20226,0,20228,0,0,3,6500,460700,2000,70722,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,18,6,50,25,1,0,0,0,0,0,0,0,1,0,15,3,460700,0,0
20228,1,1,水之境【23-8】,沼泽木在木之境里已经做好了准备，就等你自投罗网了！,Lonng_Water01,15 -9 28,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,23-8,,98228,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20227,20227,0,20229,0,0,3,6500,461550,2000,70726,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,21,6,50,25,1,0,0,0,0,0,0,0,1,0,15,3,461550,0,0
20229,1,1,水之境【23-9】,魔化武士在木之境守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,Lonng_Water02,14 0 15,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/shujingling_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,23-9,,98229,6092841|6092842|6092101|6092843|6092704|6092842|6092843|6092101|6092704|6092841|6092843|6092704|6092101|6092841|6092842|6092704|6092841|6092101|6092842|6092843,40101#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20228,20228,0,20230,0,0,3,6500,470900,2000,70728,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,23,6,50,25,1,0,0,0,0,0,0,0,1,0,15,3,470900,0,0
20230,1,1,水之境【23-10】,碧眼冰蝶在木之境中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,Lonng_Water01,15 -9 28,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,23-10,2000012#1,98230,6092841|6092842|6092112|6092843|6092704|6092842|6092843|6092112|6092704|6092841|6092843|6092704|6092112|6092841|6092842|6092704|6092504|6092112|6092841|6092842,16307#1|40112#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20229,20229,0,20231,0,40088,3,6500,483310,2000,70730,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,28,9,50,25,1,0,0,0,0,0,0,0,1,0,15,3,483310,0,0
20231,1,1,阳之境【24-1】,点赞圣手在火之境中潜伏着，快去寻找他吧！,Immortal_cliff_1,-31 0 -28,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/spider_boss_cute,-94.3,-46.5,80,51.5,textures/minimap/Immortal_cliff_1,1618,910,24-1,,98231,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20230,20230,0,20232,0,40097,3,6500,525300,2000,70734,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,5,50,25,1,1,0,0,0,0,0,0,1,0,15,3,525300,0,0
20232,1,1,阳之境【24-2】,双尾圣灵在火之境的深处静静的观察着你的一举一动！,Immortal_cliff_1,-31 0 -28,0 0 0 255,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/bullhead_boss_cute,-94.3,-46.5,80,51.5,textures/minimap/Immortal_cliff_1,1618,910,24-2,,98232,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20231,20231,0,20233,0,0,3,6500,533290,2000,70738,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,18,4,50,25,1,1,0,0,0,0,0,0,1,0,15,3,533290,0,0
20233,1,1,阳之境【24-3】,梵地麒麟在火之境里已经做好了准备，就等你自投罗网了！,Immortal_cliff_1,-31 0 -28,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/sworddancer_boss_cute,-94.3,-46.5,80,51.5,textures/minimap/Immortal_cliff_1,1618,910,24-3,,98233,6092841|6092842|6092090|6092843|6092704|6092842|6092843|6092090|6092704|6092841|6092843|6092704|6092090|6092841|6092842|6092704|6092841|6092090|6092842|6092843,40090#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20232,20232,0,20234,0,0,3,6500,562530,2000,70740,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,21,5,50,25,1,1,0,0,0,0,0,0,1,0,15,3,562530,0,0
20234,1,1,阳之境【24-4】,吉祥仙女在火之境的深处静静的观察着你的一举一动！,Immortal_cliff_3,2 -1 -48,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,24-4,,98234,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20233,20233,0,20235,0,0,3,6500,569500,2000,70744,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,23,5,50,25,1,1,0,0,0,0,0,0,1,0,15,3,569500,0,0
20235,1,1,阳之境【24-5】,迷踪影狐在火之境的深处静静的观察着你的一举一动！,Immortal_cliff_3,2 -1 -48,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/flower_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,24-5,,98235,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20234,20234,0,20236,0,40101,3,6500,583780,2000,70748,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,28,7,50,25,1,1,0,0,0,0,0,0,1,0,15,3,583780,0,0
20236,1,1,阴之境【24-6】,夺魄在水之境埋伏了不少妖魔，做好准备击败他吧！,thebot_door03,-22 0 -12,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-142.2,-73.4,127.9,78.5,textures/minimap/thebot_door03,1136,639,24-6,,98236,6092841|6092842|6092076|6092843|6092704|6092842|6092843|6092076|6092704|6092841|6092843|6092704|6092076|6092841|6092842|6092704|6092841|6092076|6092842|6092843,40097#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20235,20235,0,20237,0,40113,3,6500,612680,2000,70750,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,15,4,50,25,1,2,0,0,0,0,0,0,1,0,15,3,612680,0,0
20237,1,1,阴之境【24-7】,点赞狂魔在水之境中的某个角落中准备将你一击致命！,thebot_door01,-78 0 -28,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/rainmaster_boss_cute,-109.7,-55.2,95.4,60.2,textures/minimap/thebot_door01,1136,639,24-7,,98237,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20236,20236,0,20238,0,0,3,6500,613020,2000,70754,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,18,5,50,25,1,2,0,0,0,0,0,0,1,0,15,3,613020,0,0
20238,1,1,阴之境【24-8】,九尾冥狐在水之境里已经做好了准备，就等你自投罗网了！,thebot_door01,-78 0 -28,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/hydra_boss_cute,-109.7,-55.2,95.4,60.2,textures/minimap/thebot_door01,1136,639,24-8,,98238,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20237,20237,0,20239,0,0,3,6500,614040,2000,70758,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,21,6,50,25,1,2,0,0,0,0,0,0,1,0,15,3,614040,0,0
20239,1,1,阴之境【24-9】,冥界战将在水之境守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,thebot_door01,8 0 16,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-109.7,-55.2,95.4,60.2,textures/minimap/thebot_door01,1136,639,24-9,,98239,6092841|6092842|6092096|6092843|6092704|6092842|6092843|6092096|6092704|6092841|6092843|6092704|6092096|6092841|6092842|6092704|6092841|6092096|6092842|6092843,40096#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20238,20238,0,20240,0,0,3,6500,616590,2000,70760,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,23,6,50,25,1,2,0,0,0,0,0,0,1,0,15,3,616590,0,0
20240,1,1,阴之境【24-10】,白无常在水之境中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,thebot_door02,-44 0 -22,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/zhubeixianzi_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,24-10,2000012#1,98240,6092841|6092842|6092106|6092843|6092704|6092842|6092843|6092106|6092704|6092841|6092843|6092704|6092106|6092841|6092842|6092704|6092503|6092106|6092841|6092842,16207#1|40106#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20239,20239,0,20241,0,40119,3,6500,628490,2000,70762,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,28,7,50,25,1,2,0,0,0,0,0,0,1,0,15,3,628490,0,0
20241,1,1,木之境【25-1】,峰山木在阳之境的深处静静的观察着你的一举一动！,loyalismwood_3,41 0 17,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/lightningmaster_boss_cute,-92.2,-50.7,78,55.8,textures/minimap/loyalismwood_3,854,480,25-1,,98241,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20240,20240,0,20242,0,40125,3,6500,730150,2000,70766,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,23,7,50,25,1,4,0,0,0,0,0,0,1,0,15,3,730150,0,0
20242,1,1,木之境【25-2】,承旭猿在阳之境的深处静静的观察着你的一举一动！,loyalismwood_1,21 0 -15,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/qiuju_boss_cute,-80.3,-38.6,66,43.7,textures/minimap/loyalismwood_1,1136,639,25-2,,98242,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20241,20241,0,20243,0,0,3,6500,731170,2000,70770,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,26,8,50,25,1,4,0,0,0,0,0,0,1,0,15,3,731170,0,0
20243,1,1,木之境【25-3】,独孤求败在阳之境里已经做好了准备，就等你自投罗网了！,loyalismwood_1,21 0 -15,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-80.3,-38.6,66,43.7,textures/minimap/loyalismwood_1,1136,639,25-3,,98243,6092841|6092842|6092082|6092843|6092704|6092842|6092843|6092082|6092704|6092841|6092843|6092704|6092082|6092841|6092842|6092704|6092841|6092082|6092842|6092843,40082#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20242,20242,0,20244,0,0,3,6500,735080,2000,70772,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,28,8,50,25,1,4,0,0,0,0,0,0,1,0,15,3,735080,0,0
20244,1,1,木之境【25-4】,采花大盗在阳之境中已经饥饿难耐！,loyalismwood_1,-31 -2 24,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-80.3,-38.6,66,43.7,textures/minimap/loyalismwood_1,1136,639,25-4,,98244,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20243,20243,0,20245,0,0,3,6500,736270,2000,70776,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,77,17,50,25,1,4,0,0,0,0,0,0,1,0,15,3,736270,0,0
20245,1,1,木之境【25-5】,翠翅蝶在阳之境中的某个角落中准备将你一击致命！,loyalismwood_2,57 0 -20,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/neza_boss_cute,-93.9,-46.2,79.6,51.3,textures/minimap/loyalismwood_2,1136,639,25-5,,98245,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20244,20244,0,20246,0,40129,3,6500,738480,2000,70780,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,84,18,50,25,1,4,0,0,0,0,0,0,1,0,15,3,738480,0,0
20246,1,1,火之境【25-6】,虎力大仙在阴之境埋伏了不少妖魔，做好准备击败他吧！,lava_core_1,2 0 -16,255 0 0 200,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-114.2,-57.7,99.9,62.7,textures/minimap/lava_core_1,1136,639,25-6,,98246,6092841|6092842|6092074|6092843|6092704|6092842|6092843|6092074|6092704|6092841|6092843|6092704|6092074|6092841|6092842|6092704|6092841|6092074|6092842|6092843,40074#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20245,20245,0,20247,0,40140,3,6500,744090,2000,70782,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,28,8,50,25,1,3,0,0,0,0,0,0,1,0,15,3,744090,0,0
20247,1,1,火之境【25-7】,揽月猿在阴之境的深处静静的观察着你的一举一动！,lava_core_3,-4 0 -33,255 0 0 200,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/duopo_boss_cute,-121.6,-61.8,107.3,66.9,textures/minimap/lava_core_3,1136,639,25-7,,98247,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20246,20246,0,20248,0,0,3,6500,745110,2000,70786,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,77,18,50,25,1,3,0,0,0,0,0,0,1,0,15,3,745110,0,0
20248,1,1,火之境【25-8】,狂炎木在阴之境的深处静静的观察着你的一举一动！,lava_core_3,-4 0 -33,255 0 0 200,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/duopo_boss_cute,-121.6,-61.8,107.3,66.9,textures/minimap/lava_core_3,1136,639,25-8,,98248,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20247,20247,0,20249,0,0,3,6500,746980,2000,70790,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,80,19,50,25,1,3,0,0,0,0,0,0,1,0,15,3,746980,0,0
20249,1,1,火之境【25-9】,三头怪鸟在阴之境守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,lava_core_3,-4 0 -33,255 0 0 200,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/blackturtle_boss_cute,-121.6,-61.8,107.3,66.9,textures/minimap/lava_core_3,1136,639,25-9,,98249,6092841|6092842|6092103|6092843|6092704|6092842|6092843|6092103|6092704|6092841|6092843|6092704|6092103|6092841|6092842|6092704|6092841|6092103|6092842|6092843,40103#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20248,20248,0,20250,0,0,3,6500,751400,2000,70792,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,84,20,50,25,1,3,0,0,0,0,0,0,1,0,15,3,751400,0,0
20250,1,1,火之境【25-10】,猫天师在阴之境中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,lava_core_2,19 6 -32,255 0 0 200,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/gintan_boss_cute,-120.6,-61.3,106.4,66.3,textures/minimap/lava_core_2,854,480,25-10,2000012#1,98250,6092841|6092842|6092113|6092843|6092704|6092842|6092843|6092113|6092704|6092841|6092843|6092704|6092113|6092841|6092842|6092704|6092502|6092113|6092841|6092842,16107#1|40095#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20249,20249,0,20251,0,40145,3,6500,777240,2000,70794,0,0,2001,2002,5,1,0,astrology_tip=集齐一百零八块星相石碎片，就能窥探五境本源秘密！|astrology_num=星相石碎片*1,180,0,0,0,0,0,0,1,90,20,50,25,1,3,0,0,0,0,0,0,1,0,15,3,777240,0,0
20251,1,1,水之境【26-1】,江洋大盗在木之境疯狂地寻找着猎物，你可要当心了！,Lonng_Water01,-27 0 30,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/spider_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,26-1,,98251,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20250,20250,0,20252,0,0,3,6500,809370,2000,70798,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,5,6,50,25,1,0,0,0,0,0,0,0,1,0,15,3,809370,0,0
20252,1,1,水之境【26-2】,双面毒蛛在木之境埋伏了不少妖魔，做好准备击败他吧！,Lonng_Water02,14 0 15,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/horsehead_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,26-2,,98252,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20251,20251,0,20253,0,0,3,6500,813110,2000,70802,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,5,2,50,25,1,0,0,0,0,0,0,0,1,0,15,3,813110,0,0
20253,1,1,水之境【26-3】,巨钳蟹将在木之境里已经做好了准备，就等你自投罗网了！,Lonng_Water02,-40 0 51,0 0 0 255,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/flower_boss_cute,-117,-59.2,102.7,64.3,textures/minimap/Lonng_Water02,1136,639,26-3,,98253,6092841|6092842|6092078|6092843|6092704|6092842|6092843|6092078|6092704|6092841|6092843|6092704|6092078|6092841|6092842|6092704|6092841|6092078|6092842|6092843,40078#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20252,20252,0,20254,0,0,3,6500,828240,2000,70804,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,8,3,50,25,1,0,0,0,0,0,0,0,1,0,15,3,828240,0,0
20254,1,1,水之境【26-4】,攀枝猿在木之境中潜伏着，快去寻找他吧！,Lonng_Water03,-60 0 -13,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/coatlord_boss_cute,-73.5,-34.8,59.2,39.9,textures/minimap/Lonng_Water03,1136,639,26-4,,98254,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20253,20253,0,20255,0,0,3,6500,831300,2000,70808,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,8,2,50,25,1,0,0,0,0,0,0,0,1,0,15,3,831300,0,0
20255,1,1,水之境【26-5】,沸水符人在木之境中已经饥饿难耐！,Lonng_Water01,-27 0 30,0 0 0 255,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/windmaster_boss_cute,-90,-44.1,75.7,49.1,textures/minimap/Lonng_Water01,1136,639,26-5,,98255,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20254,20254,0,20256,0,40001,3,6500,837250,2000,70812,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,10,4,50,25,1,0,0,0,0,0,0,0,1,0,15,3,837250,0,0
20256,1,1,阳之境【26-6】,向阳菊仙在火之境埋伏了不少妖魔，做好准备击败他吧！,Immortal_cliff_2,-57 0 -21,0 0 0 255,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/monkey_boss_cute,-106.7,-53.5,92.4,58.5,textures/minimap/Immortal_cliff_2,1618,910,26-6,,98256,6092841|6092842|6092089|6092843|6092704|6092842|6092843|6092089|6092704|6092841|6092843|6092704|6092089|6092841|6092842|6092704|6092841|6092089|6092842|6092843,40089#1|2000002#4|30005#1|30004#1|30003#1|30002#1,4,4,20255,20255,0,20257,0,40014,3,6500,868700,2000,70814,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,8,3,50,25,1,1,0,0,0,0,0,0,1,0,15,3,868700,0,0
20257,1,1,阳之境【26-7】,迷踪影狐在火之境的深处静静的观察着你的一举一动！,Immortal_cliff_1,15 0 29,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-94.3,-46.5,80,51.5,textures/minimap/Immortal_cliff_1,1618,910,26-7,,98257,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20256,20256,0,20258,0,0,3,6500,875840,2000,70818,0,0,2001,2002,10,1,0,,180,0,0,0,0,0,0,1,10,3,50,25,1,1,0,0,0,0,0,0,1,0,15,3,875840,0,0
20258,1,1,阳之境【26-8】,迷踪影狐在火之境中潜伏着，快去寻找他吧！,Immortal_cliff_3,-9 0 30,0 0 0 255,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/deerlord_boss_cute,-117.3,-59.4,103.1,64.5,textures/minimap/Immortal_cliff_3,1225,689,26-8,,98258,6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842|6092843|6092842|6092843|6092841|6092843|6092842|6092841|6092841|6092842,30005#1|30004#1|30003#1|30002#1,2,2,20257,20257,0,20259,0,0,3,6500,890120,2000,70822,0,0,2001,2002,99,1,0,,180,0,0,0,0,0,0,1,13,4,50,25,1,1,0,0,0,0,0,0,1,0,15,3,890120,0,0
