INDEX,NAME,CLASS,INFO,MODEL,RENDER_TYPE,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,ELEMENT_INDEX,STAR_LEVEL,SCALE,UI_SCALE,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,BASE_HP,PHYSICAL_DEFENCE,MAGIC_DEFENCE,HIT,DODGE,ATTACKSPEED,CRITICAL_STRIKE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,HIT_RATE,MITIGATIONG,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,EFFECT,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DEFENCE_CRITICAL_STRIKE,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,AUTO_HP,AUTO_MP,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,BELOW_HP_RATE,HP_SKILL,SKILL,PET_CD_1,PET_CD_2,PET_CD_3,PET_CD_4,FULING_ID
74508,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,15,0.2,1.2,400012,219945,1895405,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
74509,破土符妖,MONSTER,2星阴,11032,0,AvatarAtlas,icon_runeimp_2_yin,4,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,219946,1895410,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30032
74510,九尾冥狐,MONSTER,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,0.9,0.9,4.680000000000001,15,0.2,1,400023,311484,1185589,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
74511,点赞狂魔,MONSTER,3星阴,11045,0,AvatarAtlas,icon_spirit_3_yin,4,3,0.9,0.9,5.9399999999999995,13,0.05,1,400017,219947,1895420,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30045
74512,腹黑蛇女,MONSTER,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,0.8,0.8,4.680000000000001,15,0.2,1,400025,311485,1185599,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74513,冥界战将,MONSTER,4星阴,11083,0,AvatarAtlas,icon_mingjiezhanjiang_4_yin,4,4,0.9,0.9,6.3,13,0.05,0.9,400049,362747,534930,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30083
74514,傀儡魔甲,BOSS,5星阴,11102,0,AvatarAtlas,icon_gintan_5_yin,4,5,1.4,0.9,5.58,15,0.05,1,400086,487239,9466913,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30102
74515,僵尸娃娃,MONSTER,3星阴,11053,0,AvatarAtlas,icon_zombie_2_yin,4,2,0.9,0.9,5.4,13,0.2,0.8,400022,219949,1895440,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30053
74516,松子鼠,MONSTER,1星阴,11004,0,AvatarAtlas,icon_fox_1_yin,4,1,0.9,0.9,5.9399999999999995,15,0.05,1,400004,329795,428471,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30004
74517,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,13,0.05,1,400011,311488,1185624,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
74518,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,15,0.05,1,400006,329796,428481,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
74519,九尾冥狐,MONSTER,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,0.9,0.9,4.680000000000001,15,0.2,1,400023,342612,1481394,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
74520,瞑木玄武,BOSS,5星阴,11106,0,AvatarAtlas,icon_blackturtle_5_yin,4,5,1.4,0.9,4.680000000000001,13,0.2,1,400092,487242,9466943,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30106
74521,幽火熊哥,MONSTER,2星阴,11043,0,AvatarAtlas,icon_panda_2_yin,4,2,0.9,1,5.4,13,0.2,0.8,400016,219952,1895470,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30043
74522,腹黑蛇女,MONSTER,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,0.8,0.8,4.680000000000001,15,0.2,1,400025,311490,1185649,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74523,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,13,0.05,0.95,400027,219953,1895480,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
74524,追命魔女,MONSTER,3星阴,11070,0,AvatarAtlas,icon_fairy_3_yin,4,3,0.9,0.9,6.3,15,0.05,0.95,400028,311491,1185659,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30070
74525,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,13,0.05,0.95,400027,241923,2368707,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
74526,腹黑蛇女,BOSS,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,1.4,0.8,4.680000000000001,15,0.2,1,400025,487245,9466973,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74527,盘根虎,MONSTER,2星木,11022,0,AvatarAtlas,icon_hu_2_mu,2,2,0.9,0.9,5.9399999999999995,13,0.05,0.8,400011,219955,1895500,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30022
74528,雏雀,MONSTER,1星木,11002,0,AvatarAtlas,icon_maque_1_mu,2,1,0.6,0.6,6.3,15,0.2,0.7,400002,311493,1185679,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30002
74529,爆木符人,MONSTER,3星木,11060,0,AvatarAtlas,icon_uncontrolmech_3_mu,2,3,0.8,0.8,4.680000000000001,13,0.2,1,400024,219956,1895510,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
74530,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400029,329802,428541,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
74531,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400029,362756,535020,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
74532,爆木符人,BOSS,3星木,11060,0,AvatarAtlas,icon_uncontrolmech_3_mu,2,3,1.4,0.8,4.680000000000001,13,0.2,1,400024,487248,9467003,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
74533,密林熊哥,MONSTER,2星木,11040,0,AvatarAtlas,icon_panda_2_mu,2,2,0.9,1,5.58,13,0.05,1,400016,329804,428556,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30040
74534,青叶雀,MONSTER,2星木,11037,0,AvatarAtlas,icon_maque_2_mu,2,2,0.6,0.6,5.04,15,0.2,1.5,400013,311496,1185709,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30037
74535,峰山木,MONSTER,3星木,11065,0,AvatarAtlas,icon_treeman_3_mu,2,3,0.9,0.9,4.680000000000001,13,0.2,1,400026,219959,1895540,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065
74536,诸乘射手,MONSTER,4星木,11092,0,AvatarAtlas,icon_huaqingting_4_mu,2,4,0.9,0.9,5.04,15,0.2,0.8,400070,342620,1481479,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30092
74537,神木大圣,BOSS,4星木,11086,0,AvatarAtlas,icon_sunwukong_5_mu,2,5,1.4,1.1,6.3,13,0.05,1,400056,487251,9467028,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,109086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30095
74538,密林熊哥,MONSTER,2星木,11040,0,AvatarAtlas,icon_panda_2_mu,2,2,0.9,1,5.58,13,0.05,1,400016,329806,428581,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30040
74539,木机人偶,MONSTER,2星木,11016,0,AvatarAtlas,icon_jiguan_2_mu,2,2,0.7,0.7,6.3,15,0.2,0.7,400009,329807,428586,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30016
74540,青叶雀,MONSTER,2星木,11037,0,AvatarAtlas,icon_maque_2_mu,2,2,0.6,0.6,5.04,15,0.2,1.5,400013,311499,1185739,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30037
74541,藏树狐妖,MONSTER,3星木,11055,0,AvatarAtlas,icon_evilfox_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400023,362761,535070,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30055
74542,承旭猿,BOSS,3星木,11048,0,AvatarAtlas,icon_monkey_3_mu,2,3,1.4,0.9,5.4,13,0.2,0.8,400020,487253,9467053,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30048
74543,峰山木,MONSTER,3星木,11065,0,AvatarAtlas,icon_treeman_3_mu,2,3,0.9,0.9,4.680000000000001,13,0.2,1,400026,219963,1895580,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065
74544,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400029,329809,428611,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
74545,盘根虎,MONSTER,2星木,11022,0,AvatarAtlas,icon_hu_2_mu,2,2,0.9,0.9,5.9399999999999995,13,0.05,0.8,400011,219964,1895590,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30022
74546,吐火浣熊,MONSTER,2星木,11011,0,AvatarAtlas,icon_civet_2_mu,2,2,0.8,0.8,5.58,15,0.2,1,400007,311502,1185769,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30011
74547,爆木符人,MONSTER,3星木,11060,0,AvatarAtlas,icon_uncontrolmech_3_mu,2,3,0.8,0.8,4.680000000000001,13,0.2,1,400024,241934,2368817,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
74548,藏树狐妖,BOSS,3星木,11055,0,AvatarAtlas,icon_evilfox_3_mu,2,3,1.4,0.9,5.9399999999999995,15,0.05,1,400023,487256,9467083,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30055
74549,巨藤符妖,MONSTER,2星木,11030,0,AvatarAtlas,icon_runeimp_2_mu,2,2,0.6,0.6,4.680000000000001,13,0.2,0.9,400003,219966,1895610,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30030
74550,翠翅蝶,MONSTER,3星木,11050,0,AvatarAtlas,icon_butterfly_3_mu,2,3,0.8,0.8,5.9399999999999995,15,0.05,1,400021,241935,2368832,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30050
74551,采花大盗,BOSS,3星木,11019,0,AvatarAtlas,icon_flower_3_mu,2,3,1.4,0.9,5.58,13,0.05,1,400010,487258,9467098,0,0,11420,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,109053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30019
74552,星火符妖,MONSTER,2星火,11028,0,AvatarAtlas,icon_runeimp_2_huo,0,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,311505,1185799,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30028
74553,戏火小狐,MONSTER,2星火,11008,0,AvatarAtlas,icon_fox_2_huo,0,2,0.9,0.9,6.3,15,0.05,0.95,400006,219968,1895630,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30008
74554,柘木浣熊,MONSTER,2星火,11010,0,AvatarAtlas,icon_civet_2_huo,0,2,0.8,0.8,6.3,15,0.05,0.95,400007,311506,1185809,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30010
74555,纵火大盗,MONSTER,3星火,11020,0,AvatarAtlas,icon_flower_3_huo,0,3,0.9,0.9,6.3,13,0.05,1,400010,311507,1185814,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
74556,烈烈雀,MONSTER,2星火,11038,0,AvatarAtlas,icon_maque_2_huo,0,2,0.6,0.6,5.9399999999999995,15,0.05,0.8,400013,311507,1185819,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30038
74557,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,15,0.05,1.3,400021,311508,1185824,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
74558,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,15,0.05,1.3,400021,342631,1481589,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
74559,纵火大盗,BOSS,3星火,11020,0,AvatarAtlas,icon_flower_3_huo,0,3,1.4,0.9,6.3,13,0.05,1,400010,487262,9467138,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
74560,狂炎木,MONSTER,3星火,11066,0,AvatarAtlas,icon_treeman_3_huo,0,3,0.9,0.9,5.58,13,0.2,1,400026,311509,1185839,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30066
74561,惹火狐妖,MONSTER,3星火,11056,0,AvatarAtlas,icon_evilfox_3_huo,0,3,0.9,0.9,6.3,15,0.05,0.9,400023,311510,1185844,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30056
74562,姬鬼狼蛛,MONSTER,3星火,11073,0,AvatarAtlas,icon_spider_3_huo,0,3,0.9,0.9,4.680000000000001,15,0.2,0.8,400029,219972,1895675,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30073
74563,揽月猿,MONSTER,3星火,11046,0,AvatarAtlas,icon_monkey_3_huo,0,3,0.9,0.9,6.3,13,0.05,1.3,400020,311511,1185854,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30046
74564,虎力大仙,MONSTER,4星火,11079,0,AvatarAtlas,icon_tigerlord_4_huo,0,4,1,1,4.680000000000001,13,0.2,1,400041,342634,1481619,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30079
74565,独孤求败,BOSS,4星火,11077,0,AvatarAtlas,icon_jianke_4_huo,0,4,1.4,0.9,5.4,15,0.2,1,400037,487265,9467168,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30077
74566,炙热虎,MONSTER,2星火,11021,0,AvatarAtlas,icon_hu_2_huo,0,2,0.9,0.9,6.3,13,0.2,0.7,400011,219974,1895695,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30021
74567,幼齿浣熊,MONSTER,1星火,11001,0,AvatarAtlas,icon_civet_1_huo,0,1,0.8,0.8,6.3,15,0.05,1,400001,311513,1185874,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30001
74568,戏火小狐,MONSTER,2星火,11008,0,AvatarAtlas,icon_fox_2_huo,0,2,0.9,0.9,6.3,15,0.05,0.95,400006,219975,1895705,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30008
74569,星火符妖,MONSTER,2星火,11028,0,AvatarAtlas,icon_runeimp_2_huo,0,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,311514,1185884,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30028
74570,柘木浣熊,MONSTER,2星火,11010,0,AvatarAtlas,icon_civet_2_huo,0,2,0.8,0.8,6.3,15,0.05,0.95,400007,311514,1185889,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30010
74571,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,15,0.05,1.3,400021,342638,1481654,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
74572,焚天炎龙,BOSS,5星火,11098,0,AvatarAtlas,icon_goldenlion_5_huo,0,5,1.4,0.9,5.58,13,0.05,1,400080,487268,9467203,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30098
74573,纵火大盗,MONSTER,3星火,11020,0,AvatarAtlas,icon_flower_3_huo,0,3,0.9,0.9,6.3,13,0.05,1,400010,311516,1185904,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
74574,火机人偶,MONSTER,2星火,11017,0,AvatarAtlas,icon_jiguan_2_huo,0,2,0.7,0.7,5.9399999999999995,15,0.05,0.8,400009,311516,1185909,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30017
74575,烈烈雀,MONSTER,2星火,11038,0,AvatarAtlas,icon_maque_2_huo,0,2,0.6,0.6,5.9399999999999995,15,0.05,0.8,400013,311517,1185914,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30038
74576,赤炎龟,MONSTER,2星火,11035,0,AvatarAtlas,icon_wugui_2_huo,0,2,0.9,0.9,5.4,13,0.2,1.2,400005,219979,1895745,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30035
74577,撒烬鸟,MONSTER,2星火,11014,0,AvatarAtlas,icon_mechbird_2_huo,0,2,1,1,5.58,15,0.05,1,400008,311518,1185924,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30014
74578,灼风熊哥,MONSTER,2星火,11041,0,AvatarAtlas,icon_panda_2_huo,0,2,0.9,1,6.3,13,0.05,1.3,400016,329826,428781,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30041
74579,火机人偶,MONSTER,2星火,11017,0,AvatarAtlas,icon_jiguan_2_huo,0,2,0.7,0.7,5.9399999999999995,15,0.05,0.8,400009,311519,1185934,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30017
74580,烈烈雀,MONSTER,2星火,11038,0,AvatarAtlas,icon_maque_2_huo,0,2,0.6,0.6,5.9399999999999995,15,0.05,0.8,400013,311519,1185939,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30038
74581,星火符妖,MONSTER,2星火,11028,0,AvatarAtlas,icon_runeimp_2_huo,0,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,311520,1185944,0,0,11940,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30028
