INDEX,NAME,TIP_TITLE,INFO,BUFFER_TYPE,ANIMATION,EFFECT,VALUE_COEFF,EFFECT_PARAM,TIME,ADD_TIME,TIMES,AFFECT_TYPE,AFFECT_VALUE,ADD_AFFECT_VALUE,AFFECT_TYPE_1,AFFECT_VALUE_1,ADD_AFFECT_VALUE_1,BUFF_RANGE,BUFFER_ATLAS_NAME,BUFFER_SPRITE_NAME,SKILL_ATLAS_NAME,SKILL_SPRITE_NAME,SCRIPT,ITEM_TYPE,ITEM_ID,ITEM_NUM,COST_TYPE,COST_ID,COST_NUM,EXTRA_CONDITION,SHOCKSCERRN_TIME,RANGE,AFFECT_TIME,SPUTTERING_DAMAGE,TARGET,EXTRA_BUFFID,START_BATTLE,UPGRADE_BATTLE
320012,套装属性（蓝）2-3-2,伤害减免+4%,伤害减免+4%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_HIT_RATE,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320013,套装属性（紫）1-1,生命+4500,生命+4500,AffectValueBuffer,0,0,0,0,99999,0,0,HP_MAX,4500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320014,套装属性（紫）1-2,闪避率+6%,闪避率+6%,AffectValueBuffer,0,0,0,0,99999,0,0,DODGE_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320015,套装属性（紫）1-3-1,抗暴率+6%,抗暴率+6%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_CRITICAL_STRIKE_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320016,套装属性（紫）1-3-2,伤害减免+6%,伤害减免+6%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_HIT_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320017,套装属性（紫）2-1,生命+3000,生命+3000,AffectValueBuffer,0,0,0,0,99999,0,0,HP_MAX,3000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320018,套装属性（紫）2-2,攻击+165,攻击+165,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,165,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320019,套装属性（紫）2-3-1,伤害加成+6%,伤害加成+6%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320020,套装属性（紫）2-3-2,伤害减免+6%,伤害减免+6%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_HIT_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320021,套装属性（紫）3-1,攻击+247,攻击+247,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,247,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320022,套装属性（紫）3-2,命中率+6%,命中率+6%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_TARGET_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320023,套装属性（紫）3-3-1,暴击率+6%,暴击率+6%,AffectValueBuffer,0,0,0,0,99999,0,0,CRITICAL_STRIKE_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320024,套装属性（紫）3-3-2,伤害加成+6%,伤害加成+6%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320025,套装属性（橙）1-1,生命+3800,生命+3800,AffectValueBuffer,0,0,0,0,99999,0,0,HP_MAX,3800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320026,套装属性（橙）1-2,攻击+214,攻击+214,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,214,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320027,套装属性（橙）1-3-1,伤害加成+8%,伤害加成+8%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320028,套装属性（橙）1-3-2,伤害减免+8%,伤害减免+8%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_HIT_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320029,套装属性（橙）2-1,生命+5500,生命+5500,AffectValueBuffer,0,0,0,0,99999,0,0,HP_MAX,5500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320030,套装属性（橙）2-2,闪避率+8%,闪避率+8%,AffectValueBuffer,0,0,0,0,99999,0,0,DODGE_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320031,套装属性（橙）2-3-1,抗暴率+8%,抗暴率+8%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_CRITICAL_STRIKE_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320032,套装属性（橙）2-3-2,伤害减免+8%,伤害减免+8%,AffectValueBuffer,0,0,0,0,99999,0,0,DEFENCE_HIT_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320033,套装属性（橙）3-1,攻击+321,攻击+321,AffectValueBuffer,0,0,0,0,99999,0,0,ATTACK,321,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320034,套装属性（橙）3-2,命中率+8%,命中率+8%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_TARGET_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320035,套装属性（橙）3-3-1,暴击率+8%,暴击率+8%,AffectValueBuffer,0,0,0,0,99999,0,0,CRITICAL_STRIKE_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320036,套装属性（橙）3-3-2,伤害加成+8%,伤害加成+8%,AffectValueBuffer,0,0,0,0,99999,0,0,HIT_RATE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320101,装备强化大师BUFF_1,攻击+80,攻击+80,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,80,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320102,装备强化大师BUFF_1,攻击+160,攻击+160,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,160,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320103,装备强化大师BUFF_1,攻击+240,攻击+240,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,240,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320104,装备强化大师BUFF_1,攻击+320,攻击+320,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,320,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320105,装备强化大师BUFF_1,攻击+400,攻击+400,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320106,装备强化大师BUFF_1,攻击+480,攻击+480,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,480,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320107,装备强化大师BUFF_1,攻击+560,攻击+560,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,560,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320108,装备强化大师BUFF_1,攻击+640,攻击+640,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,640,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320109,装备强化大师BUFF_1,攻击+720,攻击+720,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,720,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320110,装备强化大师BUFF_1,攻击+800,攻击+800,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320111,装备强化大师BUFF_1,攻击+880,攻击+880,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,880,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320112,装备强化大师BUFF_1,攻击+960,攻击+960,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,960,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320113,装备强化大师BUFF_1,攻击+1040,攻击+1040,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1040,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320114,装备强化大师BUFF_1,攻击+1120,攻击+1120,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1120,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320115,装备强化大师BUFF_1,攻击+1200,攻击+1200,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320116,装备强化大师BUFF_1,攻击+1280,攻击+1280,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1280,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320117,装备强化大师BUFF_1,攻击+1360,攻击+1360,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1360,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320118,装备强化大师BUFF_1,攻击+1440,攻击+1440,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1440,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320119,装备强化大师BUFF_1,攻击+1520,攻击+1520,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1520,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320120,装备强化大师BUFF_1,攻击+1600,攻击+1600,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320121,装备强化大师BUFF_1,攻击+1680,攻击+1680,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1680,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320122,装备强化大师BUFF_1,攻击+1760,攻击+1760,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1760,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320123,装备强化大师BUFF_1,攻击+1840,攻击+1840,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1840,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320124,装备强化大师BUFF_1,攻击+1920,攻击+1920,AffectValueBuffer,0,1,0,0,99999,0,0,ATTACK,1920,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320201,装备强化大师BUFF_2,防御力+50,防御力+50,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,50,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320202,装备强化大师BUFF_2,防御力+100,防御力+100,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,100,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320203,装备强化大师BUFF_2,防御力+150,防御力+150,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,150,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320204,装备强化大师BUFF_2,防御力+200,防御力+200,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320205,装备强化大师BUFF_2,防御力+250,防御力+250,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,250,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320206,装备强化大师BUFF_2,防御力+300,防御力+300,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,300,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320207,装备强化大师BUFF_2,防御力+350,防御力+350,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,350,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320208,装备强化大师BUFF_2,防御力+400,防御力+400,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,400,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320209,装备强化大师BUFF_2,防御力+450,防御力+450,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,450,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320210,装备强化大师BUFF_2,防御力+500,防御力+500,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,500,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320211,装备强化大师BUFF_2,防御力+550,防御力+550,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,550,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320212,装备强化大师BUFF_2,防御力+600,防御力+600,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,600,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320213,装备强化大师BUFF_2,防御力+650,防御力+650,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,650,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320214,装备强化大师BUFF_2,防御力+700,防御力+700,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,700,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320215,装备强化大师BUFF_2,防御力+750,防御力+750,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,750,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320216,装备强化大师BUFF_2,防御力+800,防御力+800,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,800,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320217,装备强化大师BUFF_2,防御力+850,防御力+850,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,850,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320218,装备强化大师BUFF_2,防御力+900,防御力+900,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,900,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320219,装备强化大师BUFF_2,防御力+950,防御力+950,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,950,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320220,装备强化大师BUFF_2,防御力+1000,防御力+1000,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,1000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320221,装备强化大师BUFF_2,防御力+1050,防御力+1050,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,1050,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320222,装备强化大师BUFF_2,防御力+1100,防御力+1100,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,1100,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320223,装备强化大师BUFF_2,防御力+1150,防御力+1150,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,1150,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320224,装备强化大师BUFF_2,防御力+1200,防御力+1200,AffectValueBuffer,0,1,0,0,99999,0,0,DEFENCE,1200,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320301,装备强化大师BUFF_3,生命+1000,生命+1000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,1000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320302,装备强化大师BUFF_3,生命+2000,生命+2000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,2000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320303,装备强化大师BUFF_3,生命+3000,生命+3000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,3000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320304,装备强化大师BUFF_3,生命+4000,生命+4000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,4000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320305,装备强化大师BUFF_3,生命+5000,生命+5000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,5000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320306,装备强化大师BUFF_3,生命+6000,生命+6000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,6000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320307,装备强化大师BUFF_3,生命+7000,生命+7000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,7000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320308,装备强化大师BUFF_3,生命+8000,生命+8000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,8000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320309,装备强化大师BUFF_3,生命+9000,生命+9000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,9000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320310,装备强化大师BUFF_3,生命+10000,生命+10000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,10000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320311,装备强化大师BUFF_3,生命+11000,生命+11000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,11000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320312,装备强化大师BUFF_3,生命+12000,生命+12000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,12000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320313,装备强化大师BUFF_3,生命+13000,生命+13000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,13000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320314,装备强化大师BUFF_3,生命+14000,生命+14000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,14000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320315,装备强化大师BUFF_3,生命+15000,生命+15000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,15000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320316,装备强化大师BUFF_3,生命+16000,生命+16000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,16000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320317,装备强化大师BUFF_3,生命+17000,生命+17000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,17000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320318,装备强化大师BUFF_3,生命+18000,生命+18000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,18000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320319,装备强化大师BUFF_3,生命+19000,生命+19000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,19000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320320,装备强化大师BUFF_3,生命+20000,生命+20000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,20000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320321,装备强化大师BUFF_3,生命+21000,生命+21000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,21000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320322,装备强化大师BUFF_3,生命+22000,生命+22000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,22000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320323,装备强化大师BUFF_3,生命+23000,生命+23000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,23000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320324,装备强化大师BUFF_3,生命+24000,生命+24000,AffectValueBuffer,0,1,0,0,99999,0,0,HP_MAX,24000,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
320501,装备精炼大师BUFF_1,伤害加成+1%,伤害加成+1%,AffectValueBuffer,0,1,0,0,99999,0,0,HIT_RATE,100,0,0,0,0,1,SkillAtlas,buff_10,SkillAtlas,skill_critic_27,0,1,1003,5,0,2000008,5,0,0,0,0,0,0,0,30,50
