INT,STRING,STRING,STRING,STRING,INT,INT,INT,INT,INT
324,生命上限,hp上限数值,SmalliconAtlas,skill_hp,44004,7,15210000,100,1
325,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,44004,8,4934,100,1
326,攻击力,攻击,SmalliconAtlas,skill_atk,44004,1,900000,100,1
327,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,44004,2,4225,100,1
328,暴击,暴击率,SmalliconAtlas,skill_cstrike,44004,16,3000,100,1
329,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,44004,17,3000,100,1
330,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,44004,31,4500,100,
331,命中,命中百分比,SmalliconAtlas,skill_hit,44004,14,4500,90,1
332,闪避,闪避百分比,SmalliconAtlas,skill_dodge,44004,30,3000,90,
333,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,44004,24,1800,90,
334,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,44004,28,3000,90,
335,生命恢复,生命恢复,SmalliconAtlas,skill_hp,44004,32,300000,90,
336,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,44004,26,4500,90,
337,攻击力,攻击,SmalliconAtlas,skill_atk,51001,1,450000,100,1
338,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,51001,2,2113,100,1
339,暴击,暴击率,SmalliconAtlas,skill_cstrike,51001,16,1500,100,1
340,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,51001,17,1500,100,1
341,命中,命中百分比,SmalliconAtlas,skill_hit,51001,14,2250,80,1
342,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,51001,28,1500,80,
343,攻击力,攻击,SmalliconAtlas,skill_atk,51002,1,954900,100,1
344,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,51002,2,3458,100,1
345,暴击,暴击率,SmalliconAtlas,skill_cstrike,51002,16,2160,100,1
346,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,51002,17,2160,100,1
347,命中,命中百分比,SmalliconAtlas,skill_hit,51002,14,3240,80,1
348,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,51002,28,2160,80,
349,攻击力,攻击,SmalliconAtlas,skill_atk,51003,1,1459800,100,1
350,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,51003,2,4803,100,1
351,暴击,暴击率,SmalliconAtlas,skill_cstrike,51003,16,2820,100,1
352,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,51003,17,2820,100,1
353,命中,命中百分比,SmalliconAtlas,skill_hit,51003,14,4230,80,1
354,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,51003,28,2820,80,
355,攻击力,攻击,SmalliconAtlas,skill_atk,51004,1,1980000,100,1
356,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,51004,2,6188,100,1
357,暴击,暴击率,SmalliconAtlas,skill_cstrike,51004,16,3500,100,1
358,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,51004,17,3500,100,1
359,命中,命中百分比,SmalliconAtlas,skill_hit,51004,14,5250,80,1
360,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,51004,28,3500,80,
361,生命上限,hp上限数值,SmalliconAtlas,skill_hp,52001,7,7610000,100,1
362,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,52001,8,2467,100,1
363,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,52001,31,2250,100,
364,闪避,闪避百分比,SmalliconAtlas,skill_dodge,52001,30,1500,80,
365,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,52001,24,900,80,
366,生命恢复,生命恢复,SmalliconAtlas,skill_hp,52001,32,150000,80,
367,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,52001,26,2250,80,
368,生命上限,hp上限数值,SmalliconAtlas,skill_hp,52002,7,15863300,100,1
369,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,52002,8,3651,100,1
370,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,52002,31,3240,100,
371,闪避,闪避百分比,SmalliconAtlas,skill_dodge,52002,30,2160,80,
372,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,52002,24,1296,80,
373,生命恢复,生命恢复,SmalliconAtlas,skill_hp,52002,32,216000,80,
374,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,52002,26,3240,80,
375,生命上限,hp上限数值,SmalliconAtlas,skill_hp,52003,7,24116600,100,1
376,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,52003,8,4836,100,1
377,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,52003,31,4230,100,
378,闪避,闪避百分比,SmalliconAtlas,skill_dodge,52003,30,2820,80,
379,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,52003,24,1692,80,
380,生命恢复,生命恢复,SmalliconAtlas,skill_hp,52003,32,282000,80,
381,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,52003,26,4230,80,
382,生命上限,hp上限数值,SmalliconAtlas,skill_hp,52004,7,32620000,100,1
383,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,52004,8,6056,100,1
384,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,52004,31,5250,100,
385,闪避,闪避百分比,SmalliconAtlas,skill_dodge,52004,30,3500,80,
386,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,52004,24,2100,80,
387,生命恢复,生命恢复,SmalliconAtlas,skill_hp,52004,32,350000,80,
388,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,52004,26,5250,80,
389,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,53001,11,500000,100,1
390,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,53001,12,1820,100,1
391,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,53001,19,1800,80,
392,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,53001,20,1800,80,
393,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,53001,18,1800,80,
394,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,53001,21,1800,80,
395,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,53001,33,45000,80,
396,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,53002,11,915800,100,1
397,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,53002,12,3081,100,1
398,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,53002,19,2592,80,
399,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,53002,20,2592,80,
400,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,53002,18,2592,80,
401,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,53002,21,2592,80,
402,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,53002,33,64800,80,
403,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,53003,11,1331600,100,1
404,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,53003,12,4342,100,1
405,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,53003,19,3384,80,
406,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,53003,20,3384,80,
407,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,53003,18,3384,80,
408,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,53003,21,3384,80,
409,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,53003,33,84600,80,
410,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,53004,11,1760000,100,1
411,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,53004,12,5641,100,1
412,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,53004,19,4200,80,
413,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,53004,20,4200,80,
414,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,53004,18,4200,80,
415,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,53004,21,4200,80,
416,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,53004,33,105000,80,
417,生命上限,hp上限数值,SmalliconAtlas,skill_hp,54001,7,7610000,100,1
418,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,54001,8,2467,100,1
419,攻击力,攻击,SmalliconAtlas,skill_atk,54001,1,450000,100,1
420,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,54001,2,2113,100,1
421,暴击,暴击率,SmalliconAtlas,skill_cstrike,54001,16,1500,100,1
422,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,54001,17,1500,100,1
423,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,54001,31,2250,100,
424,命中,命中百分比,SmalliconAtlas,skill_hit,54001,14,2250,80,1
425,闪避,闪避百分比,SmalliconAtlas,skill_dodge,54001,30,1500,80,
426,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,54001,24,900,80,
427,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,54001,28,1500,80,
428,生命恢复,生命恢复,SmalliconAtlas,skill_hp,54001,32,150000,80,
429,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,54001,26,2250,80,
430,生命上限,hp上限数值,SmalliconAtlas,skill_hp,54002,7,15863300,100,1
431,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,54002,8,3651,100,1
432,攻击力,攻击,SmalliconAtlas,skill_atk,54002,1,954900,100,1
433,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,54002,2,3458,100,1
434,暴击,暴击率,SmalliconAtlas,skill_cstrike,54002,16,2160,100,1
435,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,54002,17,2160,100,1
436,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,54002,31,3240,100,
437,命中,命中百分比,SmalliconAtlas,skill_hit,54002,14,3240,80,1
438,闪避,闪避百分比,SmalliconAtlas,skill_dodge,54002,30,2160,80,
439,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,54002,24,1296,80,
440,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,54002,28,2160,80,
441,生命恢复,生命恢复,SmalliconAtlas,skill_hp,54002,32,216000,80,
442,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,54002,26,3240,80,
443,生命上限,hp上限数值,SmalliconAtlas,skill_hp,54003,7,24116600,100,1
444,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,54003,8,4836,100,1
445,攻击力,攻击,SmalliconAtlas,skill_atk,54003,1,1459800,100,1
446,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,54003,2,4803,100,1
447,暴击,暴击率,SmalliconAtlas,skill_cstrike,54003,16,2820,100,1
448,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,54003,17,2820,100,1
449,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,54003,31,4230,100,
450,命中,命中百分比,SmalliconAtlas,skill_hit,54003,14,4230,80,1
451,闪避,闪避百分比,SmalliconAtlas,skill_dodge,54003,30,2820,80,
452,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,54003,24,1692,80,
453,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,54003,28,2820,80,
454,生命恢复,生命恢复,SmalliconAtlas,skill_hp,54003,32,282000,80,
455,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,54003,26,4230,80,
456,生命上限,hp上限数值,SmalliconAtlas,skill_hp,54004,7,32620000,100,1
457,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,54004,8,6056,100,1
458,攻击力,攻击,SmalliconAtlas,skill_atk,54004,1,1980000,100,1
459,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,54004,2,6188,100,1
460,暴击,暴击率,SmalliconAtlas,skill_cstrike,54004,16,3500,100,1
461,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,54004,17,3500,100,1
462,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,54004,31,5250,100,
463,命中,命中百分比,SmalliconAtlas,skill_hit,54004,14,5250,80,1
464,闪避,闪避百分比,SmalliconAtlas,skill_dodge,54004,30,3500,80,
465,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,54004,24,2100,80,
466,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,54004,28,3500,80,
467,生命恢复,生命恢复,SmalliconAtlas,skill_hp,54004,32,350000,80,
468,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,54004,26,5250,80,
469,攻击力,攻击,SmalliconAtlas,skill_atk,61001,1,990000,100,1
470,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,61001,2,3094,100,1
471,暴击,暴击率,SmalliconAtlas,skill_cstrike,61001,16,1750,100,1
472,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,61001,17,1750,100,1
473,命中,命中百分比,SmalliconAtlas,skill_hit,61001,14,2625,70,1
474,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,61001,28,1750,70,
475,攻击力,攻击,SmalliconAtlas,skill_atk,61002,1,1491600,100,1
476,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,61002,2,4474,100,1
477,暴击,暴击率,SmalliconAtlas,skill_cstrike,61002,16,2493,100,1
478,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,61002,17,2493,100,1
479,命中,命中百分比,SmalliconAtlas,skill_hit,61002,14,3739,70,1
480,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,61002,28,2493,70,
481,攻击力,攻击,SmalliconAtlas,skill_atk,61003,1,1993200,100,1
482,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,61003,2,5853,100,1
483,暴击,暴击率,SmalliconAtlas,skill_cstrike,61003,16,3235,100,1
484,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,61003,17,3235,100,1
485,命中,命中百分比,SmalliconAtlas,skill_hit,61003,14,4853,70,1
486,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,61003,28,3235,70,
487,攻击力,攻击,SmalliconAtlas,skill_atk,61004,1,2510000,100,1
488,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,61004,2,7275,100,1
489,暴击,暴击率,SmalliconAtlas,skill_cstrike,61004,16,4000,100,1
490,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,61004,17,4000,100,1
491,命中,命中百分比,SmalliconAtlas,skill_hit,61004,14,6000,70,1
492,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,61004,28,4000,70,
493,生命上限,hp上限数值,SmalliconAtlas,skill_hp,62001,7,16310000,100,1
494,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,62001,8,3028,100,1
495,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,62001,31,2625,100,
496,闪避,闪避百分比,SmalliconAtlas,skill_dodge,62001,30,1750,70,
497,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,62001,24,1050,70,
498,生命恢复,生命恢复,SmalliconAtlas,skill_hp,62001,32,175000,70,
499,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,62001,26,2625,70,
500,生命上限,hp上限数值,SmalliconAtlas,skill_hp,62002,7,24583100,100,1
501,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,62002,8,4428,100,1
502,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,62002,31,3739,100,
503,闪避,闪避百分比,SmalliconAtlas,skill_dodge,62002,30,2493,70,
504,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,62002,24,1496,70,
505,生命恢复,生命恢复,SmalliconAtlas,skill_hp,62002,32,249250,70,
506,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,62002,26,3739,70,
507,生命上限,hp上限数值,SmalliconAtlas,skill_hp,62003,7,32856200,100,1
508,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,62003,8,5827,100,1
509,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,62003,31,4853,100,
510,闪避,闪避百分比,SmalliconAtlas,skill_dodge,62003,30,3235,70,
511,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,62003,24,1941,70,
512,生命恢复,生命恢复,SmalliconAtlas,skill_hp,62003,32,323500,70,
513,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,62003,26,4853,70,
514,生命上限,hp上限数值,SmalliconAtlas,skill_hp,62004,7,41380000,100,1
515,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,62004,8,7269,100,1
516,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,62004,31,6000,100,
517,闪避,闪避百分比,SmalliconAtlas,skill_dodge,62004,30,4000,70,
518,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,62004,24,2400,70,
519,生命恢复,生命恢复,SmalliconAtlas,skill_hp,62004,32,400000,70,
520,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,62004,26,6000,70,
521,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,63001,11,880000,100,1
522,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,63001,12,2821,100,1
523,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,63001,19,2100,70,
524,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,63001,20,2100,70,
525,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,63001,18,2100,70,
526,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,63001,21,2100,70,
527,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,63001,33,52500,70,
528,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,63002,11,1262800,100,1
529,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,63002,12,3994,100,1
530,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,63002,19,2991,70,
531,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,63002,20,2991,70,
532,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,63002,18,2991,70,
533,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,63002,21,2991,70,
534,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,63002,33,74775,70,
535,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,63003,11,1645600,100,1
536,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,63003,12,5167,100,1
537,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,63003,19,3882,70,
538,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,63003,20,3882,70,
539,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,63003,18,3882,70,
540,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,63003,21,3882,70,
541,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,63003,33,97050,70,
542,魔法上限,mp上限数值,SmalliconAtlas,skill_mp,63004,11,2040000,100,1
543,魔法上限,mp上限百分比,SmalliconAtlas,skill_mpper,63004,12,6375,100,1
544,恐惧抵抗,抗恐惧,SmalliconAtlas,skill_resfear,63004,19,4800,70,
545,魅惑抵抗,抗魅惑,SmalliconAtlas,skill_rescharm,63004,20,4800,70,
546,眩晕抵抗,抗晕,SmalliconAtlas,skill_res,63004,18,4800,70,
547,冰冻抵抗,抗冰,SmalliconAtlas,skill_resice,63004,21,4800,70,
548,魔法恢复,魔法恢复,SmalliconAtlas,skill_mp,63004,33,120000,70,
549,生命上限,hp上限数值,SmalliconAtlas,skill_hp,64001,7,16310000,100,1
550,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,64001,8,3028,100,1
551,攻击力,攻击,SmalliconAtlas,skill_atk,64001,1,990000,100,1
552,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,64001,2,3094,100,1
553,暴击,暴击率,SmalliconAtlas,skill_cstrike,64001,16,1750,100,1
554,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,64001,17,1750,100,1
555,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,64001,31,2625,100,
556,命中,命中百分比,SmalliconAtlas,skill_hit,64001,14,2625,70,1
557,闪避,闪避百分比,SmalliconAtlas,skill_dodge,64001,30,1750,70,
558,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,64001,24,1050,70,
559,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,64001,28,1750,70,
560,生命恢复,生命恢复,SmalliconAtlas,skill_hp,64001,32,175000,70,
561,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,64001,26,2625,70,
562,生命上限,hp上限数值,SmalliconAtlas,skill_hp,64002,7,24583100,100,1
563,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,64002,8,4428,100,1
564,攻击力,攻击,SmalliconAtlas,skill_atk,64002,1,1491600,100,1
565,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,64002,2,4474,100,1
566,暴击,暴击率,SmalliconAtlas,skill_cstrike,64002,16,2493,100,1
567,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,64002,17,2493,100,1
568,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,64002,31,3739,100,
569,命中,命中百分比,SmalliconAtlas,skill_hit,64002,14,3739,70,1
570,闪避,闪避百分比,SmalliconAtlas,skill_dodge,64002,30,2493,70,
571,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,64002,24,1496,70,
572,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,64002,28,2493,70,
573,生命恢复,生命恢复,SmalliconAtlas,skill_hp,64002,32,249250,70,
574,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,64002,26,3739,70,
575,生命上限,hp上限数值,SmalliconAtlas,skill_hp,64003,7,32856200,100,1
576,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,64003,8,5827,100,1
577,攻击力,攻击,SmalliconAtlas,skill_atk,64003,1,1993200,100,1
578,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,64003,2,5853,100,1
579,暴击,暴击率,SmalliconAtlas,skill_cstrike,64003,16,3235,100,1
580,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,64003,17,3235,100,1
581,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,64003,31,4853,100,
582,命中,命中百分比,SmalliconAtlas,skill_hit,64003,14,4853,70,1
583,闪避,闪避百分比,SmalliconAtlas,skill_dodge,64003,30,3235,70,
584,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,64003,24,1941,70,
585,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,64003,28,3235,70,
586,生命恢复,生命恢复,SmalliconAtlas,skill_hp,64003,32,323500,70,
587,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,64003,26,4853,70,
588,生命上限,hp上限数值,SmalliconAtlas,skill_hp,64004,7,41380000,100,1
589,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,64004,8,7269,100,1
590,攻击力,攻击,SmalliconAtlas,skill_atk,64004,1,2510000,100,1
591,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,64004,2,7275,100,1
592,暴击,暴击率,SmalliconAtlas,skill_cstrike,64004,16,4000,100,1
593,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,64004,17,4000,100,1
594,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,64004,31,6000,100,
595,命中,命中百分比,SmalliconAtlas,skill_hit,64004,14,6000,70,1
596,闪避,闪避百分比,SmalliconAtlas,skill_dodge,64004,30,4000,70,
597,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,64004,24,2400,70,
598,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,64004,28,4000,70,
599,生命恢复,生命恢复,SmalliconAtlas,skill_hp,64004,32,400000,70,
600,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,64004,26,6000,70,
601,攻击力,攻击,SmalliconAtlas,skill_atk,71001,1,1260000,100,1
602,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,71001,2,3638,100,1
603,暴击,暴击率,SmalliconAtlas,skill_cstrike,71001,16,2000,100,1
604,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,71001,17,2000,100,1
605,命中,命中百分比,SmalliconAtlas,skill_hit,71001,14,3000,60,1
606,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,71001,28,2000,60,
607,攻击力,攻击,SmalliconAtlas,skill_atk,71002,1,1893600,100,1
608,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,71002,2,5281,100,1
609,暴击,暴击率,SmalliconAtlas,skill_cstrike,71002,16,2990,100,1
610,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,71002,17,2990,100,1
611,命中,命中百分比,SmalliconAtlas,skill_hit,71002,14,4485,60,1
612,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,71002,28,2990,60,
613,攻击力,攻击,SmalliconAtlas,skill_atk,71003,1,2527200,100,1
614,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,71003,2,6925,100,1
615,暴击,暴击率,SmalliconAtlas,skill_cstrike,71003,16,3980,100,1
616,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,71003,17,3980,100,1
617,命中,命中百分比,SmalliconAtlas,skill_hit,71003,14,5970,60,1
618,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,71003,28,3980,60,
619,攻击力,攻击,SmalliconAtlas,skill_atk,71004,1,3180000,100,1
620,攻击力,攻击百分比,SmalliconAtlas,skill_hitper,71004,2,8618,100,1
621,暴击,暴击率,SmalliconAtlas,skill_cstrike,71004,16,5000,100,1
622,暴击伤害,暴击伤害,SmalliconAtlas,skill_cdamage,71004,17,5000,100,1
623,命中,命中百分比,SmalliconAtlas,skill_hit,71004,14,7500,60,1
624,攻击速度,攻击速度百分比,SmalliconAtlas,skill_dodge,71004,28,5000,60,
625,生命上限,hp上限数值,SmalliconAtlas,skill_hp,72001,7,20690000,100,1
626,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,72001,8,3635,100,1
627,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,72001,31,3000,100,
628,闪避,闪避百分比,SmalliconAtlas,skill_dodge,72001,30,2000,60,
629,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,72001,24,1200,60,
630,生命恢复,生命恢复,SmalliconAtlas,skill_hp,72001,32,200000,60,
631,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,72001,26,3000,60,
632,生命上限,hp上限数值,SmalliconAtlas,skill_hp,72002,7,31170800,100,1
633,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,72002,8,5275,100,1
634,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,72002,31,4485,100,
635,闪避,闪避百分比,SmalliconAtlas,skill_dodge,72002,30,2990,60,
636,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,72002,24,1794,60,
637,生命恢复,生命恢复,SmalliconAtlas,skill_hp,72002,32,299000,60,
638,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,72002,26,4485,60,
639,生命上限,hp上限数值,SmalliconAtlas,skill_hp,72003,7,41651600,100,1
640,生命上限,hp上限百分比,SmalliconAtlas,skill_hpper,72003,8,6915,100,1
641,暴击伤害减免,暴击伤害减免,SmalliconAtlas,skill_damageredu,72003,31,5970,100,
642,闪避,闪避百分比,SmalliconAtlas,skill_dodge,72003,30,3980,60,
643,伤害减免,伤害减免百分比,SmalliconAtlas,skill_damageredu,72003,24,2388,60,
644,生命恢复,生命恢复,SmalliconAtlas,skill_hp,72003,32,398000,60,
645,移动速度,移动速度百分比,SmalliconAtlas,skill_dodge,72003,26,5970,60,
