INDEX,MONSTER,DRAMA_MONSTER,WAYPOINT,DESC,DELAY,GROUP
21141020,74746,0,8,精英阳之境15-1,0,2
21141019,74746,0,9,精英阳之境15-1,0,2
21141017,74743,0,10,精英阳之境15-1,0,3
21141016,74743,0,11,精英阳之境15-1,0,3
21141015,74744,0,12,精英阳之境15-1,0,3
21141014,74744,0,13,精英阳之境15-1,0,3
21141013,74744,0,14,精英阳之境15-1,0,3
21141011,74745,0,15,精英阳之境15-1,0,4
21141010,74745,0,16,精英阳之境15-1,0,4
21141009,74746,0,17,精英阳之境15-1,0,4
21141008,74746,0,18,精英阳之境15-1,0,4
21141007,74746,0,19,精英阳之境15-1,0,4
21141003,74747,0,20,精英阳之境15-1,0,5
21141004,74747,0,21,精英阳之境15-1,0,5
21141005,74747,0,22,精英阳之境15-1,0,5
21141001,74748,0,23,精英阳之境15-1,0,5
21142029,74749,0,0,精英阳之境15-2,0,1
21142028,74749,0,1,精英阳之境15-2,0,1
21142027,74746,0,2,精英阳之境15-2,0,1
21142026,74746,0,3,精英阳之境15-2,0,1
21142025,74746,0,4,精英阳之境15-2,0,1
21142023,74750,0,5,精英阳之境15-2,0,2
21142022,74750,0,6,精英阳之境15-2,0,2
21142021,74744,0,7,精英阳之境15-2,0,2
21142020,74744,0,8,精英阳之境15-2,0,2
21142019,74744,0,9,精英阳之境15-2,0,2
21142017,74749,0,10,精英阳之境15-2,0,3
21142016,74749,0,11,精英阳之境15-2,0,3
21142015,74746,0,12,精英阳之境15-2,0,3
21142014,74746,0,13,精英阳之境15-2,0,3
21142013,74746,0,14,精英阳之境15-2,0,3
21142011,74750,0,15,精英阳之境15-2,0,4
21142010,74750,0,16,精英阳之境15-2,0,4
21142009,74744,0,17,精英阳之境15-2,0,4
21142008,74744,0,18,精英阳之境15-2,0,4
21142007,74744,0,19,精英阳之境15-2,0,4
21142000,74751,0,20,精英阳之境15-2,0,5
21142001,74751,0,21,精英阳之境15-2,0,5
21142002,74751,0,22,精英阳之境15-2,0,5
21142004,74752,0,23,精英阳之境15-2,0,5
21143006,74753,0,0,精英阳之境15-3,0,1
21143007,74753,0,1,精英阳之境15-3,0,1
21143008,74754,0,2,精英阳之境15-3,0,1
21143009,74754,0,3,精英阳之境15-3,0,1
21143010,74754,0,4,精英阳之境15-3,0,1
21143012,74755,0,5,精英阳之境15-3,0,2
21143013,74755,0,6,精英阳之境15-3,0,2
21143014,74756,0,7,精英阳之境15-3,0,2
21143015,74756,0,8,精英阳之境15-3,0,2
21143016,74756,0,9,精英阳之境15-3,0,2
21143018,74753,0,10,精英阳之境15-3,0,3
21143019,74753,0,11,精英阳之境15-3,0,3
21143020,74754,0,12,精英阳之境15-3,0,3
21143021,74754,0,13,精英阳之境15-3,0,3
21143022,74754,0,14,精英阳之境15-3,0,3
21143024,74755,0,15,精英阳之境15-3,0,4
21143025,74755,0,16,精英阳之境15-3,0,4
21143026,74756,0,17,精英阳之境15-3,0,4
21143027,74756,0,18,精英阳之境15-3,0,4
21143028,74756,0,19,精英阳之境15-3,0,4
21143032,74757,0,20,精英阳之境15-3,0,5
21143031,74757,0,21,精英阳之境15-3,0,5
21143030,74757,0,22,精英阳之境15-3,0,5
21143034,74758,0,23,精英阳之境15-3,0,5
21144029,74759,0,0,精英阳之境15-4,0,1
21144028,74759,0,1,精英阳之境15-4,0,1
21144027,74756,0,2,精英阳之境15-4,0,1
21144026,74756,0,3,精英阳之境15-4,0,1
21144025,74756,0,4,精英阳之境15-4,0,1
21144023,74760,0,5,精英阳之境15-4,0,2
21144022,74760,0,6,精英阳之境15-4,0,2
21144021,74756,0,7,精英阳之境15-4,0,2
21144020,74756,0,8,精英阳之境15-4,0,2
21144019,74756,0,9,精英阳之境15-4,0,2
21144017,74759,0,10,精英阳之境15-4,0,3
21144016,74759,0,11,精英阳之境15-4,0,3
21144015,74756,0,12,精英阳之境15-4,0,3
21144014,74756,0,13,精英阳之境15-4,0,3
21144013,74756,0,14,精英阳之境15-4,0,3
21144011,74760,0,15,精英阳之境15-4,0,4
21144010,74760,0,16,精英阳之境15-4,0,4
21144009,74756,0,17,精英阳之境15-4,0,4
21144008,74756,0,18,精英阳之境15-4,0,4
21144007,74756,0,19,精英阳之境15-4,0,4
21144000,74761,0,20,精英阳之境15-4,0,5
21144001,74761,0,21,精英阳之境15-4,0,5
21144002,74761,0,22,精英阳之境15-4,0,5
21144004,74762,0,23,精英阳之境15-4,0,5
21145029,74763,0,0,精英阳之境15-5,0,1
21145028,74763,0,1,精英阳之境15-5,0,1
21145027,74764,0,2,精英阳之境15-5,0,1
21145026,74764,0,3,精英阳之境15-5,0,1
21145025,74764,0,4,精英阳之境15-5,0,1
21145023,74759,0,5,精英阳之境15-5,0,2
21145022,74759,0,6,精英阳之境15-5,0,2
21145021,74764,0,7,精英阳之境15-5,0,2
21145020,74764,0,8,精英阳之境15-5,0,2
21145019,74764,0,9,精英阳之境15-5,0,2
21145017,74763,0,10,精英阳之境15-5,0,3
21145016,74763,0,11,精英阳之境15-5,0,3
21145015,74764,0,12,精英阳之境15-5,0,3
21145014,74764,0,13,精英阳之境15-5,0,3
21145013,74764,0,14,精英阳之境15-5,0,3
21145011,74759,0,15,精英阳之境15-5,0,4
21145010,74759,0,16,精英阳之境15-5,0,4
21145009,74764,0,17,精英阳之境15-5,0,4
21145008,74764,0,18,精英阳之境15-5,0,4
21145007,74764,0,19,精英阳之境15-5,0,4
21145000,74765,0,20,精英阳之境15-5,0,5
21145001,74765,0,21,精英阳之境15-5,0,5
21145002,74765,0,22,精英阳之境15-5,0,5
21145004,74766,0,23,精英阳之境15-5,0,5
21146006,74767,0,0,精英阴之境15-6,0,1
21146007,74767,0,1,精英阴之境15-6,0,1
21146008,74768,0,2,精英阴之境15-6,0,1
21146009,74768,0,3,精英阴之境15-6,0,1
21146010,74768,0,4,精英阴之境15-6,0,1
21146012,74769,0,5,精英阴之境15-6,0,2
21146013,74769,0,6,精英阴之境15-6,0,2
21146014,74768,0,7,精英阴之境15-6,0,2
21146015,74768,0,8,精英阴之境15-6,0,2
21146016,74768,0,9,精英阴之境15-6,0,2
21146018,74767,0,10,精英阴之境15-6,0,3
21146019,74767,0,11,精英阴之境15-6,0,3
21146020,74768,0,12,精英阴之境15-6,0,3
21146021,74768,0,13,精英阴之境15-6,0,3
21146022,74768,0,14,精英阴之境15-6,0,3
21146024,74769,0,15,精英阴之境15-6,0,4
21146025,74769,0,16,精英阴之境15-6,0,4
21146026,74768,0,17,精英阴之境15-6,0,4
21146027,74768,0,18,精英阴之境15-6,0,4
21146028,74768,0,19,精英阴之境15-6,0,4
21146032,74770,0,20,精英阴之境15-6,0,5
21146031,74770,0,21,精英阴之境15-6,0,5
21146030,74770,0,22,精英阴之境15-6,0,5
21146034,74771,0,23,精英阴之境15-6,0,5
21147006,74772,0,0,精英阴之境15-7,0,1
21147007,74772,0,1,精英阴之境15-7,0,1
21147008,74773,0,2,精英阴之境15-7,0,1
21147009,74773,0,3,精英阴之境15-7,0,1
21147010,74773,0,4,精英阴之境15-7,0,1
21147012,74774,0,5,精英阴之境15-7,0,2
21147013,74774,0,6,精英阴之境15-7,0,2
21147014,74775,0,7,精英阴之境15-7,0,2
21147015,74775,0,8,精英阴之境15-7,0,2
21147016,74775,0,9,精英阴之境15-7,0,2
21147018,74772,0,10,精英阴之境15-7,0,3
21147019,74772,0,11,精英阴之境15-7,0,3
21147020,74773,0,12,精英阴之境15-7,0,3
21147021,74773,0,13,精英阴之境15-7,0,3
21147022,74773,0,14,精英阴之境15-7,0,3
21147024,74772,0,15,精英阴之境15-7,0,4
21147025,74772,0,16,精英阴之境15-7,0,4
21147026,74773,0,17,精英阴之境15-7,0,4
21147027,74773,0,18,精英阴之境15-7,0,4
21147028,74773,0,19,精英阴之境15-7,0,4
21147032,74776,0,20,精英阴之境15-7,0,5
21147031,74776,0,21,精英阴之境15-7,0,5
21147030,74776,0,22,精英阴之境15-7,0,5
21147034,74777,0,23,精英阴之境15-7,0,5
21148006,74778,0,0,精英阴之境15-8,0,1
21148007,74778,0,1,精英阴之境15-8,0,1
21148008,74779,0,2,精英阴之境15-8,0,1
21148009,74779,0,3,精英阴之境15-8,0,1
21148010,74779,0,4,精英阴之境15-8,0,1
21148012,74780,0,5,精英阴之境15-8,0,2
21148013,74780,0,6,精英阴之境15-8,0,2
21148014,74781,0,7,精英阴之境15-8,0,2
21148015,74781,0,8,精英阴之境15-8,0,2
21148016,74781,0,9,精英阴之境15-8,0,2
21148018,74778,0,10,精英阴之境15-8,0,3
21148019,74778,0,11,精英阴之境15-8,0,3
21148020,74779,0,12,精英阴之境15-8,0,3
21148021,74779,0,13,精英阴之境15-8,0,3
21148022,74779,0,14,精英阴之境15-8,0,3
21148024,74780,0,15,精英阴之境15-8,0,4
21148025,74780,0,16,精英阴之境15-8,0,4
21148026,74781,0,17,精英阴之境15-8,0,4
21148027,74781,0,18,精英阴之境15-8,0,4
21148028,74781,0,19,精英阴之境15-8,0,4
21148032,74782,0,20,精英阴之境15-8,0,5
21148031,74782,0,21,精英阴之境15-8,0,5
21148030,74782,0,22,精英阴之境15-8,0,5
21148034,74783,0,23,精英阴之境15-8,0,5
21149006,74784,0,0,精英阴之境15-9,0,1
21149007,74784,0,1,精英阴之境15-9,0,1
21149008,74779,0,2,精英阴之境15-9,0,1
21149009,74779,0,3,精英阴之境15-9,0,1
21149010,74779,0,4,精英阴之境15-9,0,1
21149012,74778,0,5,精英阴之境15-9,0,2
21149013,74778,0,6,精英阴之境15-9,0,2
21149014,74779,0,7,精英阴之境15-9,0,2
21149015,74779,0,8,精英阴之境15-9,0,2
21149016,74779,0,9,精英阴之境15-9,0,2
21149018,74784,0,10,精英阴之境15-9,0,3
21149019,74784,0,11,精英阴之境15-9,0,3
21149020,74779,0,12,精英阴之境15-9,0,3
21149021,74779,0,13,精英阴之境15-9,0,3
21149022,74779,0,14,精英阴之境15-9,0,3
21149024,74778,0,15,精英阴之境15-9,0,4
21149025,74778,0,16,精英阴之境15-9,0,4
21149026,74779,0,17,精英阴之境15-9,0,4
21149027,74779,0,18,精英阴之境15-9,0,4
21149028,74779,0,19,精英阴之境15-9,0,4
21149032,74785,0,20,精英阴之境15-9,0,5
21149031,74785,0,21,精英阴之境15-9,0,5
21149030,74785,0,22,精英阴之境15-9,0,5
21149034,74786,0,23,精英阴之境15-9,0,5
21150006,74787,0,0,精英阴之境15-10,0,1
21150007,74787,0,1,精英阴之境15-10,0,1
21150008,74788,0,2,精英阴之境15-10,0,1
21150009,74788,0,3,精英阴之境15-10,0,1
21150010,74788,0,4,精英阴之境15-10,0,1
21150012,74789,0,5,精英阴之境15-10,0,2
21150013,74789,0,6,精英阴之境15-10,0,2
21150014,74790,0,7,精英阴之境15-10,0,2
21150015,74790,0,8,精英阴之境15-10,0,2
21150016,74790,0,9,精英阴之境15-10,0,2
21150018,74787,0,10,精英阴之境15-10,0,3
21150019,74787,0,11,精英阴之境15-10,0,3
21150020,74788,0,12,精英阴之境15-10,0,3
21150021,74788,0,13,精英阴之境15-10,0,3
21150022,74788,0,14,精英阴之境15-10,0,3
21150024,74789,0,15,精英阴之境15-10,0,4
21150025,74789,0,16,精英阴之境15-10,0,4
21150026,74790,0,17,精英阴之境15-10,0,4
21150027,74790,0,18,精英阴之境15-10,0,4
21150028,74790,0,19,精英阴之境15-10,0,4
21150035,74791,0,20,精英阴之境15-10,0,5
21150034,74791,0,21,精英阴之境15-10,0,5
21150033,74791,0,22,精英阴之境15-10,0,5
21150031,74792,0,23,精英阴之境15-10,0,5
21151006,74793,0,0,精英木之境16-1,0,1
21151007,74793,0,1,精英木之境16-1,0,1
21151008,74794,0,2,精英木之境16-1,0,1
21151009,74794,0,3,精英木之境16-1,0,1
21151010,74794,0,4,精英木之境16-1,0,1
21151012,74795,0,5,精英木之境16-1,0,2
21151013,74795,0,6,精英木之境16-1,0,2
21151014,74796,0,7,精英木之境16-1,0,2
21151015,74796,0,8,精英木之境16-1,0,2
21151016,74796,0,9,精英木之境16-1,0,2
21151018,74793,0,10,精英木之境16-1,0,3
21151019,74793,0,11,精英木之境16-1,0,3
21151020,74794,0,12,精英木之境16-1,0,3
21151021,74794,0,13,精英木之境16-1,0,3
21151022,74794,0,14,精英木之境16-1,0,3
21151024,74795,0,15,精英木之境16-1,0,4
21151025,74795,0,16,精英木之境16-1,0,4
21151026,74796,0,17,精英木之境16-1,0,4
21151027,74796,0,18,精英木之境16-1,0,4
21151028,74796,0,19,精英木之境16-1,0,4
21151035,74797,0,20,精英木之境16-1,0,5
21151034,74797,0,21,精英木之境16-1,0,5
21151033,74797,0,22,精英木之境16-1,0,5
21151031,74798,0,23,精英木之境16-1,0,5
21152006,74799,0,0,精英木之境16-2,0,1
21152007,74799,0,1,精英木之境16-2,0,1
21152008,74800,0,2,精英木之境16-2,0,1
21152009,74800,0,3,精英木之境16-2,0,1
21152010,74800,0,4,精英木之境16-2,0,1
21152012,74801,0,5,精英木之境16-2,0,2
21152013,74801,0,6,精英木之境16-2,0,2
21152014,74802,0,7,精英木之境16-2,0,2
21152015,74802,0,8,精英木之境16-2,0,2
21152016,74802,0,9,精英木之境16-2,0,2
21152018,74799,0,10,精英木之境16-2,0,3
21152019,74799,0,11,精英木之境16-2,0,3
21152020,74800,0,12,精英木之境16-2,0,3
21152021,74800,0,13,精英木之境16-2,0,3
21152022,74800,0,14,精英木之境16-2,0,3
21152024,74801,0,15,精英木之境16-2,0,4
21152025,74801,0,16,精英木之境16-2,0,4
21152026,74802,0,17,精英木之境16-2,0,4
21152027,74802,0,18,精英木之境16-2,0,4
21152028,74802,0,19,精英木之境16-2,0,4
21152035,74803,0,20,精英木之境16-2,0,5
21152034,74803,0,21,精英木之境16-2,0,5
21152033,74803,0,22,精英木之境16-2,0,5
21152031,74804,0,23,精英木之境16-2,0,5
21153029,74805,0,0,精英木之境16-3,0,1
21153028,74805,0,1,精英木之境16-3,0,1
21153027,74806,0,2,精英木之境16-3,0,1
21153026,74806,0,3,精英木之境16-3,0,1
21153025,74806,0,4,精英木之境16-3,0,1
21153023,74807,0,5,精英木之境16-3,0,2
21153022,74807,0,6,精英木之境16-3,0,2
21153021,74808,0,7,精英木之境16-3,0,2
21153020,74808,0,8,精英木之境16-3,0,2
21153019,74808,0,9,精英木之境16-3,0,2
21153017,74805,0,10,精英木之境16-3,0,3
21153016,74805,0,11,精英木之境16-3,0,3
21153015,74806,0,12,精英木之境16-3,0,3
21153014,74806,0,13,精英木之境16-3,0,3
21153013,74806,0,14,精英木之境16-3,0,3
21153011,74807,0,15,精英木之境16-3,0,4
21153010,74807,0,16,精英木之境16-3,0,4
21153009,74808,0,17,精英木之境16-3,0,4
21153008,74808,0,18,精英木之境16-3,0,4
21153007,74808,0,19,精英木之境16-3,0,4
21153000,74809,0,20,精英木之境16-3,0,5
21153001,74809,0,21,精英木之境16-3,0,5
21153002,74809,0,22,精英木之境16-3,0,5
21153004,74810,0,23,精英木之境16-3,0,5
21154006,74811,0,0,精英木之境16-4,0,1
21154007,74811,0,1,精英木之境16-4,0,1
21154008,74812,0,2,精英木之境16-4,0,1
21154009,74812,0,3,精英木之境16-4,0,1
21154010,74812,0,4,精英木之境16-4,0,1
21154012,74813,0,5,精英木之境16-4,0,2
21154013,74813,0,6,精英木之境16-4,0,2
21154014,74814,0,7,精英木之境16-4,0,2
21154015,74814,0,8,精英木之境16-4,0,2
21154016,74814,0,9,精英木之境16-4,0,2
21154018,74811,0,10,精英木之境16-4,0,3
21154019,74811,0,11,精英木之境16-4,0,3
21154020,74812,0,12,精英木之境16-4,0,3
21154021,74812,0,13,精英木之境16-4,0,3
21154022,74812,0,14,精英木之境16-4,0,3
21154024,74813,0,15,精英木之境16-4,0,4
21154025,74813,0,16,精英木之境16-4,0,4
21154026,74814,0,17,精英木之境16-4,0,4
21154027,74814,0,18,精英木之境16-4,0,4
21154028,74814,0,19,精英木之境16-4,0,4
21154035,74809,0,20,精英木之境16-4,0,5
21154034,74809,0,21,精英木之境16-4,0,5
21154033,74809,0,22,精英木之境16-4,0,5
21154031,74815,0,23,精英木之境16-4,0,5
21155006,74816,0,0,精英木之境16-5,0,1
21155007,74816,0,1,精英木之境16-5,0,1
21155008,74817,0,2,精英木之境16-5,0,1
21155009,74817,0,3,精英木之境16-5,0,1
21155010,74817,0,4,精英木之境16-5,0,1
21155012,74813,0,5,精英木之境16-5,0,2
21155013,74813,0,6,精英木之境16-5,0,2
21155014,74814,0,7,精英木之境16-5,0,2
21155015,74814,0,8,精英木之境16-5,0,2
21155016,74814,0,9,精英木之境16-5,0,2
21155018,74816,0,10,精英木之境16-5,0,3
21155019,74816,0,11,精英木之境16-5,0,3
21155020,74817,0,12,精英木之境16-5,0,3
21155021,74817,0,13,精英木之境16-5,0,3
21155022,74817,0,14,精英木之境16-5,0,3
21155024,74813,0,15,精英木之境16-5,0,4
21155025,74813,0,16,精英木之境16-5,0,4
21155026,74814,0,17,精英木之境16-5,0,4
21155027,74814,0,18,精英木之境16-5,0,4
21155028,74814,0,19,精英木之境16-5,0,4
21155035,74818,0,20,精英木之境16-5,0,5
21155034,74818,0,21,精英木之境16-5,0,5
21155033,74818,0,22,精英木之境16-5,0,5
21155031,74819,0,23,精英木之境16-5,0,5
21156006,74820,0,0,精英火之境16-6,0,1
21156007,74820,0,1,精英火之境16-6,0,1
21156008,74821,0,2,精英火之境16-6,0,1
21156009,74821,0,3,精英火之境16-6,0,1
21156010,74822,0,4,精英火之境16-6,0,1
21156012,74823,0,5,精英火之境16-6,0,2
21156013,74823,0,6,精英火之境16-6,0,2
21156014,74824,0,7,精英火之境16-6,0,2
21156015,74824,0,8,精英火之境16-6,0,2
21156016,74821,0,9,精英火之境16-6,0,2
21156018,74820,0,10,精英火之境16-6,0,3
21156019,74820,0,11,精英火之境16-6,0,3
21156020,74821,0,12,精英火之境16-6,0,3
21156021,74821,0,13,精英火之境16-6,0,3
21156022,74822,0,14,精英火之境16-6,0,3
21156024,74823,0,15,精英火之境16-6,0,4
21156025,74823,0,16,精英火之境16-6,0,4
21156026,74824,0,17,精英火之境16-6,0,4
21156027,74824,0,18,精英火之境16-6,0,4
21156028,74821,0,19,精英火之境16-6,0,4
21156035,74825,0,20,精英火之境16-6,0,5
21156034,74825,0,21,精英火之境16-6,0,5
21156033,74825,0,22,精英火之境16-6,0,5
21156031,74826,0,23,精英火之境16-6,0,5
21157029,74827,0,0,精英火之境16-7,0,1
21157028,74827,0,1,精英火之境16-7,0,1
21157027,74828,0,2,精英火之境16-7,0,1
21157026,74828,0,3,精英火之境16-7,0,1
21157025,74829,0,4,精英火之境16-7,0,1
21157023,74830,0,5,精英火之境16-7,0,2
21157022,74830,0,6,精英火之境16-7,0,2
21157021,74831,0,7,精英火之境16-7,0,2
21157020,74831,0,8,精英火之境16-7,0,2
21157019,74832,0,9,精英火之境16-7,0,2
21157017,74827,0,10,精英火之境16-7,0,3
21157016,74827,0,11,精英火之境16-7,0,3
21157015,74828,0,12,精英火之境16-7,0,3
21157014,74828,0,13,精英火之境16-7,0,3
21157013,74829,0,14,精英火之境16-7,0,3
21157011,74830,0,15,精英火之境16-7,0,4
21157010,74830,0,16,精英火之境16-7,0,4
21157009,74831,0,17,精英火之境16-7,0,4
21157008,74831,0,18,精英火之境16-7,0,4
21157007,74832,0,19,精英火之境16-7,0,4
21157000,74825,0,20,精英火之境16-7,0,5
21157001,74825,0,21,精英火之境16-7,0,5
21157002,74825,0,22,精英火之境16-7,0,5
21157004,74826,0,23,精英火之境16-7,0,5
21158006,74833,0,0,精英火之境16-8,0,1
21158007,74833,0,1,精英火之境16-8,0,1
21158008,74834,0,2,精英火之境16-8,0,1
21158009,74834,0,3,精英火之境16-8,0,1
21158010,74835,0,4,精英火之境16-8,0,1
21158012,74836,0,5,精英火之境16-8,0,2
21158013,74836,0,6,精英火之境16-8,0,2
21158014,74837,0,7,精英火之境16-8,0,2
21158015,74837,0,8,精英火之境16-8,0,2
21158016,74838,0,9,精英火之境16-8,0,2
21158018,74833,0,10,精英火之境16-8,0,3
21158019,74833,0,11,精英火之境16-8,0,3
21158020,74834,0,12,精英火之境16-8,0,3
21158021,74834,0,13,精英火之境16-8,0,3
21158022,74835,0,14,精英火之境16-8,0,3
21158024,74836,0,15,精英火之境16-8,0,4
21158025,74836,0,16,精英火之境16-8,0,4
21158026,74837,0,17,精英火之境16-8,0,4
21158027,74837,0,18,精英火之境16-8,0,4
21158028,74838,0,19,精英火之境16-8,0,4
21158035,74839,0,20,精英火之境16-8,0,5
21158034,74839,0,21,精英火之境16-8,0,5
21158033,74839,0,22,精英火之境16-8,0,5
21158031,74840,0,23,精英火之境16-8,0,5
21159006,74841,0,0,精英火之境16-9,0,1
21159007,74841,0,1,精英火之境16-9,0,1
21159008,74837,0,2,精英火之境16-9,0,1
21159009,74837,0,3,精英火之境16-9,0,1
21159010,74838,0,4,精英火之境16-9,0,1
21159012,74833,0,5,精英火之境16-9,0,2
21159013,74833,0,6,精英火之境16-9,0,2
21159014,74834,0,7,精英火之境16-9,0,2
21159015,74834,0,8,精英火之境16-9,0,2
21159016,74835,0,9,精英火之境16-9,0,2
21159018,74841,0,10,精英火之境16-9,0,3
21159019,74841,0,11,精英火之境16-9,0,3
21159020,74837,0,12,精英火之境16-9,0,3
21159021,74837,0,13,精英火之境16-9,0,3
21159022,74838,0,14,精英火之境16-9,0,3
21159024,74833,0,15,精英火之境16-9,0,4
21159025,74833,0,16,精英火之境16-9,0,4
21159026,74834,0,17,精英火之境16-9,0,4
21159027,74834,0,18,精英火之境16-9,0,4
21159028,74835,0,19,精英火之境16-9,0,4
21159035,74839,0,20,精英火之境16-9,0,5
21159034,74839,0,21,精英火之境16-9,0,5
21159033,74839,0,22,精英火之境16-9,0,5
21159031,74842,0,23,精英火之境16-9,0,5
21160035,74843,0,0,精英火之境16-10,0,1
21160034,74843,0,1,精英火之境16-10,0,1
21160033,74844,0,2,精英火之境16-10,0,1
21160032,74844,0,3,精英火之境16-10,0,1
21160031,74845,0,4,精英火之境16-10,0,1
21160029,74843,0,5,精英火之境16-10,0,2
21160028,74843,0,6,精英火之境16-10,0,2
21160027,74845,0,7,精英火之境16-10,0,2
21160026,74845,0,8,精英火之境16-10,0,2
21160025,74846,0,9,精英火之境16-10,0,2
21160023,74843,0,10,精英火之境16-10,0,3
21160022,74843,0,11,精英火之境16-10,0,3
21160021,74844,0,12,精英火之境16-10,0,3
21160020,74844,0,13,精英火之境16-10,0,3
21160019,74845,0,14,精英火之境16-10,0,3
21160017,74843,0,15,精英火之境16-10,0,4
21160016,74843,0,16,精英火之境16-10,0,4
21160015,74845,0,17,精英火之境16-10,0,4
21160014,74845,0,18,精英火之境16-10,0,4
21160013,74846,0,19,精英火之境16-10,0,4
21160006,74847,0,20,精英火之境16-10,0,5
21160007,74847,0,21,精英火之境16-10,0,5
21160008,74847,0,22,精英火之境16-10,0,5
21160010,74848,0,23,精英火之境16-10,0,5
21161006,74849,0,0,精英水之境17-1,0,1
21161007,74849,0,1,精英水之境17-1,0,1
21161008,74850,0,2,精英水之境17-1,0,1
21161009,74850,0,3,精英水之境17-1,0,1
21161010,74850,0,4,精英水之境17-1,0,1
21161012,74849,0,5,精英水之境17-1,0,2
21161013,74849,0,6,精英水之境17-1,0,2
21161014,74851,0,7,精英水之境17-1,0,2
21161015,74851,0,8,精英水之境17-1,0,2
21161016,74851,0,9,精英水之境17-1,0,2
21161018,74849,0,10,精英水之境17-1,0,3
21161019,74849,0,11,精英水之境17-1,0,3
21161020,74850,0,12,精英水之境17-1,0,3
21161021,74850,0,13,精英水之境17-1,0,3
21161022,74850,0,14,精英水之境17-1,0,3
21161024,74849,0,15,精英水之境17-1,0,4
21161025,74849,0,16,精英水之境17-1,0,4
21161026,74851,0,17,精英水之境17-1,0,4
21161027,74851,0,18,精英水之境17-1,0,4
21161028,74851,0,19,精英水之境17-1,0,4
21161032,74852,0,20,精英水之境17-1,0,5
21161031,74852,0,21,精英水之境17-1,0,5
21161030,74852,0,22,精英水之境17-1,0,5
21161034,74853,0,23,精英水之境17-1,0,5
21162006,74854,0,0,精英水之境17-2,0,1
21162007,74854,0,1,精英水之境17-2,0,1
21162008,74855,0,2,精英水之境17-2,0,1
21162009,74855,0,3,精英水之境17-2,0,1
21162010,74855,0,4,精英水之境17-2,0,1
21162012,74856,0,5,精英水之境17-2,0,2
21162013,74856,0,6,精英水之境17-2,0,2
21162014,74857,0,7,精英水之境17-2,0,2
21162015,74857,0,8,精英水之境17-2,0,2
21162016,74857,0,9,精英水之境17-2,0,2
21162018,74854,0,10,精英水之境17-2,0,3
21162019,74854,0,11,精英水之境17-2,0,3
21162020,74855,0,12,精英水之境17-2,0,3
21162021,74855,0,13,精英水之境17-2,0,3
21162022,74855,0,14,精英水之境17-2,0,3
21162024,74856,0,15,精英水之境17-2,0,4
21162025,74856,0,16,精英水之境17-2,0,4
21162026,74857,0,17,精英水之境17-2,0,4
21162027,74857,0,18,精英水之境17-2,0,4
21162028,74857,0,19,精英水之境17-2,0,4
21162035,74858,0,20,精英水之境17-2,0,5
21162034,74858,0,21,精英水之境17-2,0,5
21162033,74858,0,22,精英水之境17-2,0,5
21162031,74859,0,23,精英水之境17-2,0,5
21163006,74860,0,0,精英水之境17-3,0,1
21163007,74860,0,1,精英水之境17-3,0,1
21163008,74861,0,2,精英水之境17-3,0,1
21163009,74861,0,3,精英水之境17-3,0,1
21163010,74861,0,4,精英水之境17-3,0,1
21163012,74862,0,5,精英水之境17-3,0,2
21163013,74862,0,6,精英水之境17-3,0,2
21163014,74863,0,7,精英水之境17-3,0,2
21163015,74863,0,8,精英水之境17-3,0,2
21163016,74863,0,9,精英水之境17-3,0,2
21163018,74860,0,10,精英水之境17-3,0,3
21163019,74860,0,11,精英水之境17-3,0,3
21163020,74861,0,12,精英水之境17-3,0,3
21163021,74861,0,13,精英水之境17-3,0,3
21163022,74861,0,14,精英水之境17-3,0,3
21163024,74862,0,15,精英水之境17-3,0,4
21163025,74862,0,16,精英水之境17-3,0,4
21163026,74863,0,17,精英水之境17-3,0,4
21163027,74863,0,18,精英水之境17-3,0,4
21163028,74863,0,19,精英水之境17-3,0,4
21163032,74864,0,20,精英水之境17-3,0,5
21163031,74864,0,21,精英水之境17-3,0,5
21163030,74864,0,22,精英水之境17-3,0,5
21163034,74865,0,23,精英水之境17-3,0,5
21164006,74866,0,0,精英水之境17-4,0,1
21164007,74866,0,1,精英水之境17-4,0,1
21164008,74867,0,2,精英水之境17-4,0,1
21164009,74867,0,3,精英水之境17-4,0,1
21164010,74867,0,4,精英水之境17-4,0,1
21164012,74868,0,5,精英水之境17-4,0,2
21164013,74868,0,6,精英水之境17-4,0,2
21164014,74861,0,7,精英水之境17-4,0,2
21164015,74861,0,8,精英水之境17-4,0,2
21164016,74861,0,9,精英水之境17-4,0,2
21164018,74866,0,10,精英水之境17-4,0,3
21164019,74866,0,11,精英水之境17-4,0,3
21164020,74867,0,12,精英水之境17-4,0,3
21164021,74867,0,13,精英水之境17-4,0,3
21164022,74867,0,14,精英水之境17-4,0,3
21164024,74868,0,15,精英水之境17-4,0,4
21164025,74868,0,16,精英水之境17-4,0,4
21164026,74861,0,17,精英水之境17-4,0,4
21164027,74861,0,18,精英水之境17-4,0,4
21164028,74861,0,19,精英水之境17-4,0,4
21164032,74869,0,20,精英水之境17-4,0,5
21164031,74869,0,21,精英水之境17-4,0,5
21164030,74869,0,22,精英水之境17-4,0,5
21164034,74870,0,23,精英水之境17-4,0,5
21165006,74868,0,0,精英水之境17-5,0,1
21165007,74868,0,1,精英水之境17-5,0,1
21165008,74861,0,2,精英水之境17-5,0,1
