INDEX,ROLE_ID,ROLE_LEVEL,COMBAT,PETID_MIN_1,PETID_MAX_1,PETID_MIN_2,PETID_MAX_2,PETID_MIN_3,PETID_MAX_3
1141,50017,22,22849,30398,30398,30413,30413,30485,30485
1142,50017,22,22910,30455,30455,30357,30357,30547,30547
1143,50117,22,22865,30428,30428,30443,30443,30470,30470
1144,50117,22,22897,30455,30455,30357,30357,30547,30547
1145,50017,22,22903,30428,30428,30443,30443,30470,30470
1146,50017,22,22920,30520,30520,30595,30595,30505,30505
1147,50117,22,22920,30455,30455,30357,30357,30547,30547
1148,50017,22,22827,30398,30398,30413,30413,30485,30485
1149,50017,22,22888,30520,30520,30595,30595,30505,30505
1150,50017,22,22893,30428,30428,30443,30443,30470,30470
1151,50117,22,22866,30398,30398,30413,30413,30485,30485
1152,50017,22,22880,30455,30455,30357,30357,30547,30547
1153,50017,22,22908,30520,30520,30595,30595,30505,30505
1154,50117,22,22854,30455,30455,30357,30357,30547,30547
1155,50017,22,22900,30455,30455,30357,30357,30547,30547
1156,50117,22,22879,30572,30572,30535,30535,30383,30383
1157,50117,22,22842,30398,30398,30413,30413,30485,30485
1158,50017,22,22914,30572,30572,30535,30535,30383,30383
1159,50117,22,22871,30398,30398,30413,30413,30485,30485
1160,50017,22,22838,30455,30455,30357,30357,30547,30547
1161,50017,22,22837,30572,30572,30535,30535,30383,30383
1162,50117,22,22855,30572,30572,30535,30535,30383,30383
1163,50017,22,22914,30572,30572,30535,30535,30383,30383
1164,50117,22,22846,30572,30572,30535,30535,30383,30383
1165,50017,22,22867,30455,30455,30357,30357,30547,30547
1166,50017,22,22860,30520,30520,30595,30595,30505,30505
1167,50117,22,22879,30572,30572,30535,30535,30383,30383
1168,50117,22,22916,30520,30520,30595,30595,30505,30505
1169,50117,22,22890,30455,30455,30357,30357,30547,30547
1170,50117,22,22840,30428,30428,30443,30443,30470,30470
1171,50017,22,22921,30398,30398,30413,30413,30485,30485
1172,50017,22,22914,30455,30455,30357,30357,30547,30547
1173,50117,22,22867,30455,30455,30357,30357,30547,30547
1174,50017,22,22894,30520,30520,30595,30595,30505,30505
1175,50017,22,22875,30572,30572,30535,30535,30383,30383
1176,50017,22,22836,30520,30520,30595,30595,30505,30505
1177,50017,22,22880,30428,30428,30443,30443,30470,30470
1178,50117,22,22852,30398,30398,30413,30413,30485,30485
1179,50117,22,22829,30428,30428,30443,30443,30470,30470
1180,50017,22,22835,30520,30520,30595,30595,30505,30505
1181,50117,22,22910,30428,30428,30443,30443,30470,30470
1182,50017,22,22891,30398,30398,30413,30413,30485,30485
1183,50117,22,22868,30428,30428,30443,30443,30470,30470
1184,50017,22,22889,30398,30398,30413,30413,30485,30485
1185,50017,22,22830,30428,30428,30443,30443,30470,30470
1186,50117,22,22922,30455,30455,30357,30357,30547,30547
1187,50117,22,22869,30428,30428,30443,30443,30470,30470
1188,50117,22,22922,30428,30428,30443,30443,30470,30470
1189,50017,22,22861,30520,30520,30595,30595,30505,30505
1190,50017,22,22836,30398,30398,30413,30413,30485,30485
1191,50017,22,22887,30398,30398,30413,30413,30485,30485
1192,50117,22,22903,30398,30398,30413,30413,30485,30485
1193,50117,22,22892,30455,30455,30357,30357,30547,30547
1194,50117,22,22838,30520,30520,30595,30595,30505,30505
1195,50017,22,22916,30428,30428,30443,30443,30470,30470
1196,50017,22,22868,30572,30572,30535,30535,30383,30383
1197,50017,22,22854,30455,30455,30357,30357,30547,30547
1198,50117,22,22874,30428,30428,30443,30443,30470,30470
1199,50117,22,22899,30428,30428,30443,30443,30470,30470
1200,50117,22,22881,30398,30398,30413,30413,30485,30485
1201,50017,22,22924,30455,30455,30357,30357,30547,30547
1202,50117,22,22851,30572,30572,30535,30535,30383,30383
1203,50017,22,22864,30572,30572,30535,30535,30383,30383
1204,50117,22,22845,30428,30428,30443,30443,30470,30470
1205,50117,22,22862,30428,30428,30443,30443,30470,30470
1206,50017,22,22861,30428,30428,30443,30443,30470,30470
1207,50017,22,22882,30520,30520,30595,30595,30505,30505
1208,50017,22,22921,30572,30572,30535,30535,30383,30383
1209,50117,22,22892,30520,30520,30595,30595,30505,30505
1210,50117,22,22881,30428,30428,30443,30443,30470,30470
1211,50117,22,22895,30398,30398,30413,30413,30485,30485
1212,50117,22,22876,30572,30572,30535,30535,30383,30383
1213,50017,22,22835,30455,30455,30357,30357,30547,30547
1214,50117,22,22872,30455,30455,30357,30357,30547,30547
1215,50017,22,22908,30520,30520,30595,30595,30505,30505
1216,50117,22,22871,30428,30428,30443,30443,30470,30470
1217,50017,22,22896,30572,30572,30535,30535,30383,30383
1218,50117,22,22825,30520,30520,30595,30595,30505,30505
1219,50017,22,22901,30520,30520,30595,30595,30505,30505
1220,50117,22,22858,30572,30572,30535,30535,30383,30383
1221,50017,22,22889,30455,30455,30357,30357,30547,30547
1222,50017,22,22850,30455,30455,30357,30357,30547,30547
1223,50017,22,22905,30520,30520,30595,30595,30505,30505
1224,50117,22,22878,30455,30455,30357,30357,30547,30547
1225,50017,22,22883,30455,30455,30357,30357,30547,30547
1226,50117,22,22908,30520,30520,30595,30595,30505,30505
1227,50017,22,22905,30572,30572,30535,30535,30383,30383
1228,50117,22,22923,30572,30572,30535,30535,30383,30383
1229,50117,22,22879,30572,30572,30535,30535,30383,30383
1230,50117,22,22863,30572,30572,30535,30535,30383,30383
1231,50117,22,22913,30520,30520,30595,30595,30505,30505
1232,50117,22,22875,30572,30572,30535,30535,30383,30383
1233,50117,22,22828,30520,30520,30595,30595,30505,30505
1234,50017,22,22889,30398,30398,30413,30413,30485,30485
1235,50117,22,22908,30428,30428,30443,30443,30470,30470
1236,50017,22,22833,30520,30520,30595,30595,30505,30505
1237,50017,22,22872,30428,30428,30443,30443,30470,30470
1238,50117,22,22856,30572,30572,30535,30535,30383,30383
1239,50117,22,22831,30398,30398,30413,30413,30485,30485
1240,50017,22,22852,30520,30520,30595,30595,30505,30505
1241,50117,22,22839,30428,30428,30443,30443,30470,30470
1242,50117,22,22908,30398,30398,30413,30413,30485,30485
1243,50117,22,22895,30520,30520,30595,30595,30505,30505
1244,50017,22,22920,30398,30398,30413,30413,30485,30485
1245,50117,22,22852,30428,30428,30443,30443,30470,30470
1246,50117,22,22923,30455,30455,30357,30357,30547,30547
1247,50117,22,22911,30455,30455,30357,30357,30547,30547
1248,50117,22,22857,30398,30398,30413,30413,30485,30485
1249,50017,22,22898,30520,30520,30595,30595,30505,30505
1250,50017,22,22902,30455,30455,30357,30357,30547,30547
1251,50017,22,22916,30520,30520,30595,30595,30505,30505
1252,50017,22,22885,30572,30572,30535,30535,30383,30383
1253,50117,22,22871,30398,30398,30413,30413,30485,30485
1254,50117,22,22904,30572,30572,30535,30535,30383,30383
1255,50117,22,22829,30428,30428,30443,30443,30470,30470
1256,50017,22,22876,30572,30572,30535,30535,30383,30383
1257,50117,22,22848,30428,30428,30443,30443,30470,30470
1258,50017,22,22855,30455,30455,30357,30357,30547,30547
1259,50017,22,22904,30398,30398,30413,30413,30485,30485
1260,50017,22,22825,30428,30428,30443,30443,30470,30470
1261,50117,22,22852,30572,30572,30535,30535,30383,30383
1262,50017,22,22877,30398,30398,30413,30413,30485,30485
1263,50017,22,22911,30455,30455,30357,30357,30547,30547
1264,50017,22,22901,30520,30520,30595,30595,30505,30505
1265,50117,22,22867,30520,30520,30595,30595,30505,30505
1266,50117,22,22858,30428,30428,30443,30443,30470,30470
1267,50117,22,22866,30428,30428,30443,30443,30470,30470
1268,50117,22,22837,30455,30455,30357,30357,30547,30547
1269,50017,22,22889,30572,30572,30535,30535,30383,30383
1270,50117,22,22864,30520,30520,30595,30595,30505,30505
1271,50117,22,22836,30572,30572,30535,30535,30383,30383
1272,50017,22,22887,30428,30428,30443,30443,30470,30470
1273,50017,22,22881,30398,30398,30413,30413,30485,30485
1274,50017,22,22907,30520,30520,30595,30595,30505,30505
1275,50117,22,22922,30428,30428,30443,30443,30470,30470
1276,50117,22,22844,30520,30520,30595,30595,30505,30505
1277,50117,22,22881,30520,30520,30595,30595,30505,30505
1278,50017,22,22892,30455,30455,30357,30357,30547,30547
1279,50117,22,22860,30572,30572,30535,30535,30383,30383
1280,50117,22,22915,30428,30428,30443,30443,30470,30470
1281,50017,22,22833,30572,30572,30535,30535,30383,30383
1282,50117,22,22886,30428,30428,30443,30443,30470,30470
1283,50017,22,22913,30455,30455,30357,30357,30547,30547
1284,50117,22,22897,30455,30455,30357,30357,30547,30547
1285,50017,22,22922,30455,30455,30357,30357,30547,30547
1286,50117,22,22848,30428,30428,30443,30443,30470,30470
1287,50117,22,22828,30428,30428,30443,30443,30470,30470
1288,50017,22,22910,30520,30520,30595,30595,30505,30505
1289,50017,22,22857,30398,30398,30413,30413,30485,30485
1290,50117,22,22849,30572,30572,30535,30535,30383,30383
1291,50117,22,22879,30428,30428,30443,30443,30470,30470
1292,50117,22,22900,30572,30572,30535,30535,30383,30383
1293,50117,22,22861,30428,30428,30443,30443,30470,30470
1294,50017,22,22849,30455,30455,30357,30357,30547,30547
1295,50017,22,22893,30572,30572,30535,30535,30383,30383
1296,50017,22,22885,30455,30455,30357,30357,30547,30547
1297,50117,22,22910,30572,30572,30535,30535,30383,30383
1298,50117,22,22873,30520,30520,30595,30595,30505,30505
1299,50017,22,22895,30572,30572,30535,30535,30383,30383
1300,50117,22,22918,30398,30398,30413,30413,30485,30485
1301,50017,22,22872,30428,30428,30443,30443,30470,30470
1302,50017,22,22850,30428,30428,30443,30443,30470,30470
1303,50017,22,22830,30398,30398,30413,30413,30485,30485
1304,50017,22,22869,30520,30520,30595,30595,30505,30505
1305,50117,22,22861,30572,30572,30535,30535,30383,30383
1306,50117,22,22904,30520,30520,30595,30595,30505,30505
1307,50017,22,22838,30398,30398,30413,30413,30485,30485
1308,50117,22,22896,30572,30572,30535,30535,30383,30383
1309,50017,22,22839,30572,30572,30535,30535,30383,30383
1310,50017,22,22864,30428,30428,30443,30443,30470,30470
1311,50117,22,22890,30398,30398,30413,30413,30485,30485
1312,50117,22,22848,30520,30520,30595,30595,30505,30505
1313,50117,22,22828,30428,30428,30443,30443,30470,30470
1314,50117,22,22869,30520,30520,30595,30595,30505,30505
1315,50017,22,22917,30572,30572,30535,30535,30383,30383
1316,50117,22,22871,30520,30520,30595,30595,30505,30505
1317,50117,22,22870,30398,30398,30413,30413,30485,30485
1318,50017,22,22883,30520,30520,30595,30595,30505,30505
1319,50017,22,22899,30398,30398,30413,30413,30485,30485
1320,50117,22,22901,30398,30398,30413,30413,30485,30485
1321,50117,22,22922,30572,30572,30535,30535,30383,30383
1322,50117,22,22859,30520,30520,30595,30595,30505,30505
1323,50117,22,22914,30455,30455,30357,30357,30547,30547
1324,50117,22,22845,30572,30572,30535,30535,30383,30383
1325,50017,22,22831,30520,30520,30595,30595,30505,30505
1326,50017,22,22840,30520,30520,30595,30595,30505,30505
1327,50117,22,22843,30572,30572,30535,30535,30383,30383
1328,50017,22,22865,30428,30428,30443,30443,30470,30470
1329,50117,22,22920,30455,30455,30357,30357,30547,30547
1330,50017,22,22863,30398,30398,30413,30413,30485,30485
1331,50017,22,22867,30398,30398,30413,30413,30485,30485
1332,50117,22,22871,30455,30455,30357,30357,30547,30547
1333,50117,22,22894,30572,30572,30535,30535,30383,30383
1334,50017,22,22860,30520,30520,30595,30595,30505,30505
1335,50017,22,22852,30572,30572,30535,30535,30383,30383
1336,50117,22,22869,30455,30455,30357,30357,30547,30547
1337,50017,22,22874,30455,30455,30357,30357,30547,30547
1338,50117,22,22885,30572,30572,30535,30535,30383,30383
1339,50017,22,22895,30428,30428,30443,30443,30470,30470
1340,50117,22,22904,30428,30428,30443,30443,30470,30470
1341,50117,22,22871,30398,30398,30413,30413,30485,30485
1342,50117,22,22852,30455,30455,30357,30357,30547,30547
1343,50117,22,22830,30455,30455,30357,30357,30547,30547
1344,50117,22,22874,30398,30398,30413,30413,30485,30485
1345,50017,22,22845,30572,30572,30535,30535,30383,30383
1346,50017,22,22873,30572,30572,30535,30535,30383,30383
1347,50117,22,22897,30520,30520,30595,30595,30505,30505
1348,50017,22,22901,30398,30398,30413,30413,30485,30485
1349,50117,22,22855,30428,30428,30443,30443,30470,30470
1350,50017,22,22904,30428,30428,30443,30443,30470,30470
1351,50117,22,22895,30572,30572,30535,30535,30383,30383
1352,50017,22,22867,30572,30572,30535,30535,30383,30383
1353,50117,22,22849,30572,30572,30535,30535,30383,30383
1354,50117,22,22843,30572,30572,30535,30535,30383,30383
1355,50017,22,22863,30520,30520,30595,30595,30505,30505
1356,50017,22,22861,30455,30455,30357,30357,30547,30547
1357,50117,22,22844,30572,30572,30535,30535,30383,30383
1358,50117,22,22920,30520,30520,30595,30595,30505,30505
1359,50017,22,22923,30520,30520,30595,30595,30505,30505
1360,50017,22,22910,30455,30455,30357,30357,30547,30547
1361,50017,22,22862,30428,30428,30443,30443,30470,30470
1362,50117,22,22874,30520,30520,30595,30595,30505,30505
1363,50117,22,22852,30398,30398,30413,30413,30485,30485
1364,50117,22,22894,30428,30428,30443,30443,30470,30470
1365,50117,22,22880,30398,30398,30413,30413,30485,30485
1366,50017,22,22916,30398,30398,30413,30413,30485,30485
1367,50017,22,22855,30428,30428,30443,30443,30470,30470
1368,50117,22,22917,30398,30398,30413,30413,30485,30485
1369,50117,22,22882,30455,30455,30357,30357,30547,30547
1370,50117,22,22847,30428,30428,30443,30443,30470,30470
1371,50017,22,22896,30455,30455,30357,30357,30547,30547
1372,50117,22,22850,30455,30455,30357,30357,30547,30547
1373,50117,22,22880,30428,30428,30443,30443,30470,30470
1374,50017,22,22835,30520,30520,30595,30595,30505,30505
1375,50117,22,22918,30572,30572,30535,30535,30383,30383
1376,50117,22,22900,30428,30428,30443,30443,30470,30470
1377,50117,22,22886,30572,30572,30535,30535,30383,30383
1378,50117,22,22892,30428,30428,30443,30443,30470,30470
1379,50017,22,22876,30520,30520,30595,30595,30505,30505
1380,50017,22,22854,30520,30520,30595,30595,30505,30505
1381,50117,22,22858,30455,30455,30357,30357,30547,30547
1382,50117,22,22889,30520,30520,30595,30595,30505,30505
1383,50117,22,22916,30455,30455,30357,30357,30547,30547
1384,50117,22,22921,30520,30520,30595,30595,30505,30505
1385,50017,22,22882,30520,30520,30595,30595,30505,30505
1386,50017,22,22835,30455,30455,30357,30357,30547,30547
1387,50017,22,22922,30398,30398,30413,30413,30485,30485
1388,50017,22,22913,30428,30428,30443,30443,30470,30470
1389,50117,22,22853,30398,30398,30413,30413,30485,30485
1390,50017,22,22832,30398,30398,30413,30413,30485,30485
1391,50117,22,22863,30572,30572,30535,30535,30383,30383
1392,50017,22,22888,30428,30428,30443,30443,30470,30470
1393,50117,22,22885,30455,30455,30357,30357,30547,30547
1394,50017,22,22847,30572,30572,30535,30535,30383,30383
1395,50017,22,22882,30572,30572,30535,30535,30383,30383
1396,50117,22,22921,30520,30520,30595,30595,30505,30505
1397,50017,22,22896,30398,30398,30413,30413,30485,30485
1398,50117,22,22882,30572,30572,30535,30535,30383,30383
1399,50017,22,22838,30520,30520,30595,30595,30505,30505
1400,50017,22,22906,30455,30455,30357,30357,30547,30547
1401,50017,22,22897,30398,30398,30413,30413,30485,30485
1402,50017,22,22842,30398,30398,30413,30413,30485,30485
1403,50117,22,22835,30572,30572,30535,30535,30383,30383
1404,50017,22,22912,30572,30572,30535,30535,30383,30383
1405,50017,22,22898,30428,30428,30443,30443,30470,30470
1406,50017,22,22899,30398,30398,30413,30413,30485,30485
1407,50017,22,22913,30455,30455,30357,30357,30547,30547
1408,50017,22,22850,30398,30398,30413,30413,30485,30485
1409,50117,22,22829,30572,30572,30535,30535,30383,30383
1410,50117,22,22893,30455,30455,30357,30357,30547,30547
1411,50117,22,22892,30428,30428,30443,30443,30470,30470
1412,50117,22,22878,30520,30520,30595,30595,30505,30505
1413,50117,22,22862,30572,30572,30535,30535,30383,30383
1414,50117,22,22837,30520,30520,30595,30595,30505,30505
1415,50117,22,22919,30398,30398,30413,30413,30485,30485
1416,50117,22,22886,30520,30520,30595,30595,30505,30505
1417,50017,22,22910,30455,30455,30357,30357,30547,30547
1418,50117,22,22895,30428,30428,30443,30443,30470,30470
1419,50117,22,22855,30428,30428,30443,30443,30470,30470
1420,50117,22,22865,30455,30455,30357,30357,30547,30547
1421,50117,22,22864,30520,30520,30595,30595,30505,30505
1422,50017,22,22858,30520,30520,30595,30595,30505,30505
1423,50117,22,22901,30572,30572,30535,30535,30383,30383
1424,50117,22,22892,30428,30428,30443,30443,30470,30470
1425,50017,22,22855,30428,30428,30443,30443,30470,30470
1426,50017,22,22849,30572,30572,30535,30535,30383,30383
1427,50017,22,22898,30428,30428,30443,30443,30470,30470
1428,50017,22,22852,30572,30572,30535,30535,30383,30383
1429,50117,22,22911,30455,30455,30357,30357,30547,30547
1430,50017,22,22831,30572,30572,30535,30535,30383,30383
1431,50117,22,22916,30520,30520,30595,30595,30505,30505
1432,50117,22,22894,30398,30398,30413,30413,30485,30485
1433,50017,22,22841,30398,30398,30413,30413,30485,30485
1434,50017,22,22825,30520,30520,30595,30595,30505,30505
1435,50117,22,22828,30398,30398,30413,30413,30485,30485
1436,50017,22,22911,30520,30520,30595,30595,30505,30505
1437,50117,22,22836,30398,30398,30413,30413,30485,30485
1438,50017,22,22826,30520,30520,30595,30595,30505,30505
1439,50117,22,22872,30520,30520,30595,30595,30505,30505
1440,50017,22,22893,30520,30520,30595,30595,30505,30505
1441,50017,22,22888,30428,30428,30443,30443,30470,30470
1442,50017,22,22865,30572,30572,30535,30535,30383,30383
1443,50117,22,22863,30398,30398,30413,30413,30485,30485
1444,50017,22,22865,30398,30398,30413,30413,30485,30485
1445,50017,22,22860,30520,30520,30595,30595,30505,30505
1446,50117,22,22871,30572,30572,30535,30535,30383,30383
1447,50117,22,22917,30428,30428,30443,30443,30470,30470
1448,50117,22,22886,30572,30572,30535,30535,30383,30383
1449,50017,22,22855,30455,30455,30357,30357,30547,30547
1450,50117,22,22838,30455,30455,30357,30357,30547,30547
1451,50117,22,22828,30520,30520,30595,30595,30505,30505
1452,50117,22,22841,30572,30572,30535,30535,30383,30383
1453,50117,22,22910,30398,30398,30413,30413,30485,30485
1454,50117,22,22864,30398,30398,30413,30413,30485,30485
1455,50017,22,22829,30428,30428,30443,30443,30470,30470
1456,50117,22,22902,30398,30398,30413,30413,30485,30485
1457,50117,22,22883,30398,30398,30413,30413,30485,30485
1458,50017,22,22878,30428,30428,30443,30443,30470,30470
1459,50117,22,22840,30572,30572,30535,30535,30383,30383
1460,50117,22,22845,30428,30428,30443,30443,30470,30470
1461,50017,22,22831,30398,30398,30413,30413,30485,30485
1462,50117,22,22858,30572,30572,30535,30535,30383,30383
1463,50017,22,22877,30428,30428,30443,30443,30470,30470
1464,50117,22,22859,30572,30572,30535,30535,30383,30383
1465,50117,22,22842,30520,30520,30595,30595,30505,30505
1466,50117,22,22864,30572,30572,30535,30535,30383,30383
1467,50017,22,22867,30398,30398,30413,30413,30485,30485
1468,50117,22,22898,30572,30572,30535,30535,30383,30383
1469,50017,22,22847,30455,30455,30357,30357,30547,30547
1470,50117,22,22858,30455,30455,30357,30357,30547,30547
1471,50117,22,22889,30455,30455,30357,30357,30547,30547
1472,50017,22,22915,30428,30428,30443,30443,30470,30470
1473,50017,22,22924,30455,30455,30357,30357,30547,30547
1474,50117,22,22829,30520,30520,30595,30595,30505,30505
1475,50117,22,22865,30455,30455,30357,30357,30547,30547
1476,50017,22,22858,30428,30428,30443,30443,30470,30470
1477,50017,22,22917,30398,30398,30413,30413,30485,30485
1478,50017,22,22862,30572,30572,30535,30535,30383,30383
1479,50017,22,22857,30428,30428,30443,30443,30470,30470
1480,50017,22,22917,30455,30455,30357,30357,30547,30547
1481,50117,22,22826,30398,30398,30413,30413,30485,30485
1482,50017,22,22897,30398,30398,30413,30413,30485,30485
1483,50017,22,22899,30428,30428,30443,30443,30470,30470
1484,50017,22,22860,30398,30398,30413,30413,30485,30485
1485,50017,22,22916,30455,30455,30357,30357,30547,30547
1486,50017,22,22922,30520,30520,30595,30595,30505,30505
1487,50117,22,22862,30520,30520,30595,30595,30505,30505
1488,50117,22,22899,30428,30428,30443,30443,30470,30470
1489,50017,22,22848,30398,30398,30413,30413,30485,30485
1490,50017,22,22920,30572,30572,30535,30535,30383,30383
1491,50117,22,22924,30455,30455,30357,30357,30547,30547
1492,50017,22,22829,30572,30572,30535,30535,30383,30383
1493,50017,22,22903,30520,30520,30595,30595,30505,30505
1494,50017,22,22921,30572,30572,30535,30535,30383,30383
1495,50117,22,22830,30572,30572,30535,30535,30383,30383
1496,50117,22,22846,30520,30520,30595,30595,30505,30505
1497,50017,22,22830,30398,30398,30413,30413,30485,30485
1498,50017,22,22895,30428,30428,30443,30443,30470,30470
1499,50117,22,22829,30520,30520,30595,30595,30505,30505
1500,50117,20,23085,30397,30397,30594,30594,30382,30382
1501,50117,20,23057,30571,30571,30484,30484,30546,30546
1502,50117,20,23004,30427,30427,30594,30594,30504,30504
1503,50117,20,23082,30397,30397,30594,30594,30382,30382
1504,50017,20,23001,30397,30397,30356,30356,30382,30382
1505,50017,20,23037,30571,30571,30594,30594,30469,30469
1506,50117,20,23026,30397,30397,30442,30442,30546,30546
1507,50117,20,23072,30427,30427,30534,30534,30546,30546
1508,50117,20,23047,30427,30427,30534,30534,30546,30546
1509,50017,20,23002,30519,30519,30382,30382,30504,30504
1510,50017,20,23011,30519,30519,30382,30382,30504,30504
1511,50117,20,23072,30397,30397,30356,30356,30382,30382
1512,50117,20,23097,30519,30519,30442,30442,30484,30484
1513,50117,20,23063,30519,30519,30442,30442,30484,30484
1514,50117,20,23092,30397,30397,30442,30442,30546,30546
1515,50117,20,23048,30397,30397,30442,30442,30546,30546
1516,50017,20,23084,30519,30519,30442,30442,30484,30484
1517,50017,20,23065,30397,30397,30356,30356,30382,30382
1518,50117,20,23078,30397,30397,30356,30356,30382,30382
1519,50017,20,23013,30571,30571,30594,30594,30469,30469
1520,50017,20,23066,30571,30571,30594,30594,30469,30469
1521,50117,20,23070,30427,30427,30594,30594,30504,30504
1522,50017,20,23095,30571,30571,30484,30484,30546,30546
1523,50117,20,23092,30454,30454,30484,30484,30382,30382
1524,50017,20,23097,30519,30519,30382,30382,30504,30504
1525,50017,20,23008,30454,30454,30484,30484,30382,30382
1526,50117,20,23069,30519,30519,30442,30442,30484,30484
1527,50117,20,23071,30427,30427,30412,30412,30469,30469
1528,50017,20,23056,30571,30571,30546,30546,30469,30469
1529,50117,20,23022,30427,30427,30412,30412,30469,30469
1530,50017,20,23059,30571,30571,30594,30594,30469,30469
1531,50117,20,23086,30454,30454,30442,30442,30504,30504
1532,50017,20,23096,30571,30571,30594,30594,30469,30469
1533,50017,20,23070,30427,30427,30534,30534,30546,30546
1534,50117,20,23046,30571,30571,30484,30484,30546,30546
1535,50017,20,23093,30571,30571,30546,30546,30469,30469
1536,50117,20,23032,30571,30571,30594,30594,30469,30469
1537,50117,20,23096,30571,30571,30484,30484,30546,30546
1538,50117,20,23095,30519,30519,30382,30382,30504,30504
1539,50017,20,23072,30519,30519,30382,30382,30504,30504
1540,50117,20,23084,30571,30571,30484,30484,30546,30546
1541,50017,20,23050,30454,30454,30442,30442,30504,30504
1542,50017,20,23060,30571,30571,30546,30546,30469,30469
1543,50017,20,23025,30571,30571,30594,30594,30469,30469
1544,50117,20,23055,30571,30571,30546,30546,30469,30469
1545,50117,20,23065,30571,30571,30484,30484,30546,30546
1546,50117,20,23000,30454,30454,30484,30484,30382,30382
1547,50117,20,23089,30427,30427,30534,30534,30546,30546
1548,50017,20,23039,30397,30397,30356,30356,30382,30382
1549,50117,20,23095,30427,30427,30534,30534,30546,30546
1550,50017,20,23027,30454,30454,30442,30442,30504,30504
1551,50017,20,23067,30397,30397,30594,30594,30382,30382
1552,50117,20,23078,30397,30397,30356,30356,30382,30382
1553,50117,20,23002,30454,30454,30412,30412,30504,30504
1554,50017,20,23061,30454,30454,30412,30412,30504,30504
1555,50117,20,23067,30571,30571,30546,30546,30469,30469
1556,50017,20,23037,30519,30519,30442,30442,30484,30484
1557,50117,20,23096,30454,30454,30412,30412,30504,30504
1558,50017,20,23070,30454,30454,30484,30484,30382,30382
1559,50017,20,23080,30397,30397,30594,30594,30382,30382
1560,50117,20,23094,30427,30427,30534,30534,30546,30546
1561,50017,20,23018,30519,30519,30534,30534,30484,30484
1562,50017,20,23039,30427,30427,30412,30412,30469,30469
1563,50017,20,23031,30519,30519,30442,30442,30484,30484
1564,50117,20,23014,30427,30427,30594,30594,30504,30504
1565,50117,20,23079,30427,30427,30534,30534,30546,30546
1566,50017,20,23008,30397,30397,30442,30442,30546,30546
1567,50017,20,23092,30571,30571,30594,30594,30469,30469
1568,50117,20,23058,30454,30454,30412,30412,30504,30504
1569,50017,20,23033,30571,30571,30484,30484,30546,30546
1570,50017,20,23045,30571,30571,30484,30484,30546,30546
1571,50017,20,23067,30427,30427,30534,30534,30546,30546
1572,50017,20,23084,30519,30519,30534,30534,30484,30484
1573,50017,20,23025,30397,30397,30594,30594,30382,30382
1574,50117,20,23040,30454,30454,30412,30412,30504,30504
1575,50017,20,23030,30571,30571,30484,30484,30546,30546
1576,50017,20,23088,30454,30454,30412,30412,30504,30504
1577,50117,20,23032,30427,30427,30412,30412,30469,30469
1578,50017,20,23057,30427,30427,30534,30534,30546,30546
1579,50017,20,23024,30571,30571,30546,30546,30469,30469
1580,50117,20,23053,30397,30397,30594,30594,30382,30382
1581,50117,20,23075,30571,30571,30594,30594,30469,30469
1582,50017,20,23028,30519,30519,30534,30534,30484,30484
1583,50017,20,23058,30519,30519,30382,30382,30504,30504
1584,50117,20,23002,30397,30397,30356,30356,30382,30382
1585,50117,20,23086,30397,30397,30594,30594,30382,30382
1586,50017,20,23077,30427,30427,30412,30412,30469,30469
1587,50117,20,23004,30454,30454,30412,30412,30504,30504
1588,50117,20,23044,30454,30454,30484,30484,30382,30382
1589,50117,20,23066,30519,30519,30442,30442,30484,30484
1590,50017,20,23008,30571,30571,30546,30546,30469,30469
1591,50117,20,23062,30519,30519,30534,30534,30484,30484
1592,50117,20,23075,30454,30454,30484,30484,30382,30382
1593,50017,20,23010,30454,30454,30412,30412,30504,30504
1594,50117,20,23086,30397,30397,30356,30356,30382,30382
1595,50017,20,23023,30397,30397,30442,30442,30546,30546
1596,50117,20,23036,30454,30454,30442,30442,30504,30504
1597,50017,20,23070,30519,30519,30442,30442,30484,30484
1598,50017,20,23078,30571,30571,30546,30546,30469,30469
1599,50017,20,23034,30571,30571,30546,30546,30469,30469
1600,50117,20,23010,30427,30427,30594,30594,30504,30504
1601,50117,20,23043,30519,30519,30442,30442,30484,30484
1602,50117,20,23023,30519,30519,30442,30442,30484,30484
1603,50017,20,23049,30571,30571,30546,30546,30469,30469
1604,50117,20,23080,30454,30454,30412,30412,30504,30504
1605,50117,20,23095,30519,30519,30442,30442,30484,30484
1606,50117,20,23093,30454,30454,30442,30442,30504,30504
1607,50017,20,23079,30571,30571,30546,30546,30469,30469
1608,50117,20,23012,30571,30571,30594,30594,30469,30469
1609,50117,20,23033,30454,30454,30484,30484,30382,30382
1610,50117,20,23057,30454,30454,30412,30412,30504,30504
1611,50117,20,23019,30519,30519,30534,30534,30484,30484
1612,50117,20,23065,30571,30571,30484,30484,30546,30546
1613,50117,20,23022,30397,30397,30356,30356,30382,30382
1614,50017,20,23009,30571,30571,30546,30546,30469,30469
1615,50117,20,23022,30397,30397,30442,30442,30546,30546
1616,50017,20,23022,30571,30571,30546,30546,30469,30469
1617,50117,20,23026,30397,30397,30594,30594,30382,30382
1618,50117,20,23029,30519,30519,30442,30442,30484,30484
1619,50117,20,23048,30397,30397,30594,30594,30382,30382
